Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,-0.0836379366948228
272.5GHz,-180,1deg,-0.622003080762043
272.5GHz,-180,2deg,-1.49110664048486
272.5GHz,-180,3deg,-2.62246136383199
272.5GHz,-180,4deg,-3.95187827544603
272.5GHz,-180,5deg,-5.42041357308039
272.5GHz,-180,6deg,-6.94194611362211
272.5GHz,-180,7deg,-8.2991903445512
272.5GHz,-180,8deg,-9.11368319027415
272.5GHz,-180,9deg,-9.26708594959486
272.5GHz,-180,10deg,-9.25794180642989
272.5GHz,-180,11deg,-9.75135875506293
272.5GHz,-180,12deg,-11.234490272076
272.5GHz,-180,13deg,-13.9117301716178
272.5GHz,-180,14deg,-15.8709602204961
272.5GHz,-180,15deg,-13.1614777267274
272.5GHz,-180,16deg,-9.64426125481988
272.5GHz,-180,17deg,-7.13813477240046
272.5GHz,-180,18deg,-5.46080914561611
272.5GHz,-180,19deg,-4.36795582874462
272.5GHz,-180,20deg,-3.71774901095244
272.5GHz,-180,21deg,-3.44937658316235
272.5GHz,-180,22deg,-3.55631665722173
272.5GHz,-180,23deg,-4.06350118060604
272.5GHz,-180,24deg,-5.00149363942671
272.5GHz,-180,25deg,-6.36012670632448
272.5GHz,-180,26deg,-7.99107991438653
272.5GHz,-180,27deg,-9.48729519440363
272.5GHz,-180,28deg,-10.3751072130868
272.5GHz,-180,29deg,-10.740256020254
272.5GHz,-180,30deg,-11.1265688429262
272.5GHz,-180,31deg,-11.8318372289534
272.5GHz,-180,32deg,-12.5738367449747
272.5GHz,-180,33deg,-12.5543814645797
272.5GHz,-180,34deg,-11.5256650788307
272.5GHz,-180,35deg,-10.2619539354908
272.5GHz,-180,36deg,-9.43100623587163
272.5GHz,-180,37deg,-9.30149594183434
272.5GHz,-180,38deg,-9.99107365906194
272.5GHz,-180,39deg,-11.5803421705202
272.5GHz,-180,40deg,-13.9211824860761
272.5GHz,-180,41deg,-15.5354476013315
272.5GHz,-180,42deg,-14.2649526721333
272.5GHz,-180,43deg,-11.9972278589904
272.5GHz,-180,44deg,-10.3716695588388
272.5GHz,-180,45deg,-9.55165562746019
272.5GHz,-180,46deg,-9.40761029783251
272.5GHz,-180,47deg,-9.78002001595167
272.5GHz,-180,48deg,-10.4865301021197
272.5GHz,-180,49deg,-11.3099355478733
272.5GHz,-180,50deg,-12.0419352996167
272.5GHz,-180,51deg,-12.5940978052065
272.5GHz,-180,52deg,-13.0590319931782
272.5GHz,-180,53deg,-13.6350566513369
272.5GHz,-180,54deg,-14.5232181353171
272.5GHz,-180,55deg,-15.8890920700087
272.5GHz,-180,56deg,-17.8311482909923
272.5GHz,-180,57deg,-20.1190527971566
272.5GHz,-180,58deg,-21.315502095162
272.5GHz,-180,59deg,-19.9639879394167
272.5GHz,-180,60deg,-17.6949708183339
272.5GHz,-180,61deg,-15.8082655999067
272.5GHz,-180,62deg,-14.4820633658041
272.5GHz,-180,63deg,-13.6276234855788
272.5GHz,-180,64deg,-13.1277825995187
272.5GHz,-180,65deg,-12.8680490653522
272.5GHz,-180,66deg,-12.7355520516991
272.5GHz,-180,67deg,-12.621751078794
272.5GHz,-180,68deg,-12.4368885592626
272.5GHz,-180,69deg,-12.1306536717206
272.5GHz,-180,70deg,-11.7024978925136
272.5GHz,-180,71deg,-11.1906769648837
272.5GHz,-180,72deg,-10.6486538669008
272.5GHz,-180,73deg,-10.125383431804
272.5GHz,-180,74deg,-9.65652959108161
272.5GHz,-180,75deg,-9.26384278604304
272.5GHz,-180,76deg,-8.9578861210762
272.5GHz,-180,77deg,-8.74121189092728
272.5GHz,-180,78deg,-8.61096894244833
272.5GHz,-180,79deg,-8.56083314505818
272.5GHz,-180,80deg,-8.58242840664262
272.5GHz,-180,81deg,-8.66641809765756
272.5GHz,-180,82deg,-8.80338413547744
272.5GHz,-180,83deg,-8.98454302444427
272.5GHz,-180,84deg,-9.20229777267415
272.5GHz,-180,85deg,-9.45060002475565
272.5GHz,-180,86deg,-9.72509931533533
272.5GHz,-180,87deg,-10.0230800549034
272.5GHz,-180,88deg,-10.3432190171743
272.5GHz,-180,89deg,-10.6852223227689
272.5GHz,-180,90deg,-11.0494118263236
272.5GHz,-180,91deg,-11.4363257306906
272.5GHz,-180,92deg,-11.8463836581236
272.5GHz,-180,93deg,-12.279651042404
272.5GHz,-180,94deg,-12.7357277448244
272.5GHz,-180,95deg,-13.2137822646711
272.5GHz,-180,96deg,-13.7127513434287
272.5GHz,-180,97deg,-14.231716410571
272.5GHz,-180,98deg,-14.7704429179319
272.5GHz,-180,99deg,-15.3300190963114
272.5GHz,-180,100deg,-15.9134589012447
272.5GHz,-180,101deg,-16.5260527603312
272.5GHz,-180,102deg,-17.1751749177968
272.5GHz,-180,103deg,-17.8691876395879
272.5GHz,-180,104deg,-18.6149926256102
272.5GHz,-180,105deg,-19.4136506338508
272.5GHz,-180,106deg,-20.2534784395256
272.5GHz,-180,107deg,-21.1008804364127
272.5GHz,-180,108deg,-21.8926843588327
272.5GHz,-180,109deg,-22.5411601210476
272.5GHz,-180,110deg,-22.9662491242096
272.5GHz,-180,111deg,-23.1473406268501
272.5GHz,-180,112deg,-23.1489760379512
272.5GHz,-180,113deg,-23.0913859061778
272.5GHz,-180,114deg,-23.1001760127318
272.5GHz,-180,115deg,-23.2775536978057
272.5GHz,-180,116deg,-23.6973860904259
272.5GHz,-180,117deg,-24.4048533871412
272.5GHz,-180,118deg,-25.3989789679407
272.5GHz,-180,119deg,-26.5706634383543
272.5GHz,-180,120deg,-27.5914844092605
272.5GHz,-180,121deg,-27.9603396810908
272.5GHz,-180,122deg,-27.5266250691648
272.5GHz,-180,123deg,-26.7237433190622
272.5GHz,-180,124deg,-26.0056178104779
272.5GHz,-180,125deg,-25.5344047448856
272.5GHz,-180,126deg,-25.2387125463791
272.5GHz,-180,127deg,-24.9363974912049
