Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,3.49079983173255
272.5GHz,-180,1deg,3.30792822111905
272.5GHz,-180,2deg,2.95096484207228
272.5GHz,-180,3deg,2.40119195619497
272.5GHz,-180,4deg,1.61765393885734
272.5GHz,-180,5deg,0.543833825395275
272.5GHz,-180,6deg,-0.88406003172121
272.5GHz,-180,7deg,-2.72870217843593
272.5GHz,-180,8deg,-5.04235754294635
272.5GHz,-180,9deg,-7.8545352408329
272.5GHz,-180,10deg,-11.1558635237262
272.5GHz,-180,11deg,-14.8781281420041
272.5GHz,-180,12deg,-18.8347780842893
272.5GHz,-180,13deg,-22.52996071735
272.5GHz,-180,14deg,-25.4113102836375
272.5GHz,-180,15deg,-28.2557161619595
272.5GHz,-180,16deg,-29.0434924822987
272.5GHz,-180,17deg,-22.8464505495656
272.5GHz,-180,18deg,-17.5177904880637
272.5GHz,-180,19deg,-13.8994191619578
272.5GHz,-180,20deg,-11.4881047933292
272.5GHz,-180,21deg,-9.9780926871048
272.5GHz,-180,22deg,-9.18737335217586
272.5GHz,-180,23deg,-8.98757938982542
272.5GHz,-180,24deg,-9.25809985369401
272.5GHz,-180,25deg,-9.8543975024954
272.5GHz,-180,26deg,-10.6140867115181
272.5GHz,-180,27deg,-11.4438688069598
272.5GHz,-180,28deg,-12.4526199151081
272.5GHz,-180,29deg,-14.0127406858424
272.5GHz,-180,30deg,-16.8422902747693
272.5GHz,-180,31deg,-22.7219931520936
272.5GHz,-180,32deg,-26.7370024515779
272.5GHz,-180,33deg,-17.6168353637455
272.5GHz,-180,34deg,-12.97559412569
272.5GHz,-180,35deg,-10.2994196222913
272.5GHz,-180,36deg,-8.71857385466473
272.5GHz,-180,37deg,-7.86492639858422
272.5GHz,-180,38deg,-7.52643539632021
272.5GHz,-180,39deg,-7.55585442924932
272.5GHz,-180,40deg,-7.8516026807207
272.5GHz,-180,41deg,-8.36209053200444
272.5GHz,-180,42deg,-9.08381515614248
272.5GHz,-180,43deg,-10.0360887478916
272.5GHz,-180,44deg,-11.2133002474458
272.5GHz,-180,45deg,-12.5228972030767
272.5GHz,-180,46deg,-13.7360997831801
272.5GHz,-180,47deg,-14.5561484149643
272.5GHz,-180,48deg,-14.869128618331
272.5GHz,-180,49deg,-14.8591472662461
272.5GHz,-180,50deg,-14.7870780341589
272.5GHz,-180,51deg,-14.7940234772337
272.5GHz,-180,52deg,-14.8690254891814
272.5GHz,-180,53deg,-14.8582463341184
272.5GHz,-180,54deg,-14.5142460435831
272.5GHz,-180,55deg,-13.6833189629848
272.5GHz,-180,56deg,-12.4868283089177
272.5GHz,-180,57deg,-11.2109112018716
272.5GHz,-180,58deg,-10.0933242080875
272.5GHz,-180,59deg,-9.26320573681001
272.5GHz,-180,60deg,-8.77556886623341
272.5GHz,-180,61deg,-8.64962481742969
272.5GHz,-180,62deg,-8.8906915616856
272.5GHz,-180,63deg,-9.50022579310893
272.5GHz,-180,64deg,-10.478638783837
272.5GHz,-180,65deg,-11.8209396857547
272.5GHz,-180,66deg,-13.4978476079214
272.5GHz,-180,67deg,-15.4012657427936
272.5GHz,-180,68deg,-17.2294608487376
272.5GHz,-180,69deg,-18.4317396915939
