Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,5.05809363777935
272.5GHz,-180,1deg,4.92805184631097
272.5GHz,-180,2deg,4.40183452871706
272.5GHz,-180,3deg,3.48935633351721
272.5GHz,-180,4deg,2.2046068764028
272.5GHz,-180,5deg,0.558803976220926
272.5GHz,-180,6deg,-1.45184484103859
272.5GHz,-180,7deg,-3.8569995245667
272.5GHz,-180,8deg,-6.65852837822159
272.5GHz,-180,9deg,-9.39007848541648
272.5GHz,-180,10deg,-10.1908867207242
272.5GHz,-180,11deg,-8.53901669018008
272.5GHz,-180,12deg,-6.59474997899027
272.5GHz,-180,13deg,-5.2996463398408
272.5GHz,-180,14deg,-4.74313955899724
272.5GHz,-180,15deg,-4.8576590720271
272.5GHz,-180,16deg,-5.55838692256086
272.5GHz,-180,17deg,-6.76331976203184
272.5GHz,-180,18deg,-8.40480019152407
272.5GHz,-180,19deg,-10.4393197779707
272.5GHz,-180,20deg,-12.7959524682026
272.5GHz,-180,21deg,-15.0931956411611
272.5GHz,-180,22deg,-16.1984108711853
272.5GHz,-180,23deg,-15.4628792052358
272.5GHz,-180,24deg,-14.0540854454566
272.5GHz,-180,25deg,-12.9746398610938
272.5GHz,-180,26deg,-12.5816763684624
272.5GHz,-180,27deg,-13.0763612909622
272.5GHz,-180,28deg,-14.7669301319062
272.5GHz,-180,29deg,-18.3790330293477
272.5GHz,-180,30deg,-25.8541453636554
272.5GHz,-180,31deg,-23.8175020816202
272.5GHz,-180,32deg,-17.4456768886191
272.5GHz,-180,33deg,-14.4075544033218
272.5GHz,-180,34deg,-13.033057128737
272.5GHz,-180,35deg,-12.694096802424
272.5GHz,-180,36deg,-13.0070099338734
272.5GHz,-180,37deg,-13.5133880512383
272.5GHz,-180,38deg,-13.6034851528536
272.5GHz,-180,39deg,-12.968702706904
272.5GHz,-180,40deg,-11.977486493186
272.5GHz,-180,41deg,-11.1615770869363
272.5GHz,-180,42deg,-10.8287512335628
272.5GHz,-180,43deg,-11.1210511021516
272.5GHz,-180,44deg,-12.1158863025576
272.5GHz,-180,45deg,-13.8309156988153
272.5GHz,-180,46deg,-16.0030977850291
272.5GHz,-180,47deg,-17.4417871695089
272.5GHz,-180,48deg,-16.8565831915577
272.5GHz,-180,49deg,-15.3797889201523
272.5GHz,-180,50deg,-14.2553149287429
272.5GHz,-180,51deg,-13.761817137246
272.5GHz,-180,52deg,-13.8718907443293
272.5GHz,-180,53deg,-14.5200683274512
272.5GHz,-180,54deg,-15.6569216540781
272.5GHz,-180,55deg,-17.2551824059784
272.5GHz,-180,56deg,-19.3003266375835
272.5GHz,-180,57deg,-21.7608833312217
272.5GHz,-180,58deg,-24.5240293935341
272.5GHz,-180,59deg,-27.3113809195668
272.5GHz,-180,60deg,-29.6212813221684
272.5GHz,-180,61deg,-30.3633679168963
272.5GHz,-180,62deg,-28.2366431469249
272.5GHz,-180,63deg,-24.6008528016897
272.5GHz,-180,64deg,-21.1302514772224
272.5GHz,-180,65deg,-18.2296765039469
272.5GHz,-180,66deg,-15.8781398677435
272.5GHz,-180,67deg,-13.9886538162967
272.5GHz,-180,68deg,-12.4796931903723
272.5GHz,-180,69deg,-11.2847672831046
272.5GHz,-180,70deg,-10.3508354235598
272.5GHz,-180,71deg,-9.63540858010515
272.5GHz,-180,72deg,-9.10407214573466
272.5GHz,-180,73deg,-8.72856019108782
272.5GHz,-180,74deg,-8.48524896655869
272.5GHz,-180,75deg,-8.353953208235
272.5GHz,-180,76deg,-8.31696615133923
272.5GHz,-180,77deg,-8.35832882828304
272.5GHz,-180,78deg,-8.46333603658284
272.5GHz,-180,79deg,-8.61828643350441
272.5GHz,-180,80deg,-8.81046641990302
272.5GHz,-180,81deg,-9.02832706557587
272.5GHz,-180,82deg,-9.26177849032474
272.5GHz,-180,83deg,-9.50249917335239
272.5GHz,-180,84deg,-9.74415254010152
272.5GHz,-180,85deg,-9.9824283747261
272.5GHz,-180,86deg,-10.2148779836708
272.5GHz,-180,87deg,-10.4405722035187
272.5GHz,-180,88deg,-10.6596583166922
