Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.69655582186115
272.5GHz,-180,1deg,4.28392999317071
272.5GHz,-180,2deg,3.37634655699171
272.5GHz,-180,3deg,1.98280837154971
272.5GHz,-180,4deg,0.109795741318127
272.5GHz,-180,5deg,-2.19474075145216
272.5GHz,-180,6deg,-4.65256729216587
272.5GHz,-180,7deg,-6.31209740927047
272.5GHz,-180,8deg,-6.06839424998232
272.5GHz,-180,9deg,-4.61463271889941
272.5GHz,-180,10deg,-3.16152976984793
272.5GHz,-180,11deg,-2.19716866691438
272.5GHz,-180,12deg,-1.86064925000187
272.5GHz,-180,13deg,-2.19733398801919
272.5GHz,-180,14deg,-3.21223872005838
272.5GHz,-180,15deg,-4.84709188668553
272.5GHz,-180,16deg,-6.89935709729712
272.5GHz,-180,17deg,-8.93649365476326
272.5GHz,-180,18deg,-10.4922259398059
272.5GHz,-180,19deg,-11.5492243023394
272.5GHz,-180,20deg,-12.4013328159275
272.5GHz,-180,21deg,-13.134476291714
272.5GHz,-180,22deg,-13.6112200559451
272.5GHz,-180,23deg,-13.7938303988448
272.5GHz,-180,24deg,-13.9245580454527
272.5GHz,-180,25deg,-14.3911471680661
272.5GHz,-180,26deg,-15.5041659005299
272.5GHz,-180,27deg,-17.0913265075483
272.5GHz,-180,28deg,-17.4970829320342
272.5GHz,-180,29deg,-15.6065525793157
272.5GHz,-180,30deg,-13.4924190178096
272.5GHz,-180,31deg,-12.3213248010353
272.5GHz,-180,32deg,-12.2514904719325
272.5GHz,-180,33deg,-13.2705691885407
272.5GHz,-180,34deg,-15.3270666541042
272.5GHz,-180,35deg,-18.0335862518808
272.5GHz,-180,36deg,-19.8507497266841
272.5GHz,-180,37deg,-19.6302344672662
272.5GHz,-180,38deg,-19.0089963170309
272.5GHz,-180,39deg,-19.0560180648346
272.5GHz,-180,40deg,-19.5255818516564
272.5GHz,-180,41deg,-19.0692864353569
272.5GHz,-180,42deg,-16.8012255533236
272.5GHz,-180,43deg,-13.9746312583668
272.5GHz,-180,44deg,-11.5828822715029
272.5GHz,-180,45deg,-9.83615129165392
272.5GHz,-180,46deg,-8.70651129506071
272.5GHz,-180,47deg,-8.1186937792197
272.5GHz,-180,48deg,-7.97975364990246
272.5GHz,-180,49deg,-8.17217334372985
272.5GHz,-180,50deg,-8.54850264786141
272.5GHz,-180,51deg,-8.95417292186264
272.5GHz,-180,52deg,-9.28846145364263
272.5GHz,-180,53deg,-9.55676585669928
272.5GHz,-180,54deg,-9.85185176152656
272.5GHz,-180,55deg,-10.2888230316817
272.5GHz,-180,56deg,-10.9628167938943
272.5GHz,-180,57deg,-11.9462082272467
272.5GHz,-180,58deg,-13.3036337328737
272.5GHz,-180,59deg,-15.1015916773456
272.5GHz,-180,60deg,-17.3697572431627
272.5GHz,-180,61deg,-19.8294294582556
272.5GHz,-180,62deg,-21.1053196894928
272.5GHz,-180,63deg,-19.8557801986958
272.5GHz,-180,64deg,-17.5292399287275
272.5GHz,-180,65deg,-15.3601370938302
272.5GHz,-180,66deg,-13.5484242352113
272.5GHz,-180,67deg,-12.0347468957256
272.5GHz,-180,68deg,-10.746880177473
272.5GHz,-180,69deg,-9.63824081642406
272.5GHz,-180,70deg,-8.68481526831118
272.5GHz,-180,71deg,-7.87568835223076
272.5GHz,-180,72deg,-7.20505167822625
272.5GHz,-180,73deg,-6.66730059005173
272.5GHz,-180,74deg,-6.25477636742056
272.5GHz,-180,75deg,-5.95718176645616
272.5GHz,-180,76deg,-5.7618549029482
272.5GHz,-180,77deg,-5.65441463363688
272.5GHz,-180,78deg,-5.61955019501375
272.5GHz,-180,79deg,-5.64186696288151
272.5GHz,-180,80deg,-5.70674274477061
272.5GHz,-180,81deg,-5.80113543276263
272.5GHz,-180,82deg,-5.91425280625236
272.5GHz,-180,83deg,-6.03798288578003
272.5GHz,-180,84deg,-6.16700900252943
272.5GHz,-180,85deg,-6.29859544615898
272.5GHz,-180,86deg,-6.43210284062961
272.5GHz,-180,87deg,-6.56834575548376
272.5GHz,-180,88deg,-6.70891949331141
272.5GHz,-180,89deg,-6.85560128563599
272.5GHz,-180,90deg,-7.00989148741056
272.5GHz,-180,91deg,-7.17272269220433
272.5GHz,-180,92deg,-7.34434058267056
272.5GHz,-180,93deg,-7.524350915968
272.5GHz,-180,94deg,-7.71192610684686
272.5GHz,-180,95deg,-7.90616318920753
