Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,2.11603859866806
272.5GHz,-180,1deg,1.86239425970078
272.5GHz,-180,2deg,1.24182486980254
272.5GHz,-180,3deg,0.231493305042651
272.5GHz,-180,4deg,-1.23198060474886
272.5GHz,-180,5deg,-3.28185619240898
272.5GHz,-180,6deg,-6.18333757979036
272.5GHz,-180,7deg,-10.4728824590866
272.5GHz,-180,8deg,-16.5949068626222
272.5GHz,-180,9deg,-16.4586567754728
272.5GHz,-180,10deg,-12.1951508628482
272.5GHz,-180,11deg,-10.0615634942567
272.5GHz,-180,12deg,-9.55087182979632
272.5GHz,-180,13deg,-10.4017124533141
272.5GHz,-180,14deg,-12.7134893309101
272.5GHz,-180,15deg,-16.6526196647458
272.5GHz,-180,16deg,-18.4781484294672
272.5GHz,-180,17deg,-14.4185303379353
272.5GHz,-180,18deg,-11.0410528767481
272.5GHz,-180,19deg,-8.98239240105693
272.5GHz,-180,20deg,-7.82477854752517
272.5GHz,-180,21deg,-7.32356123201487
272.5GHz,-180,22deg,-7.37896644754272
272.5GHz,-180,23deg,-7.99886150373171
272.5GHz,-180,24deg,-9.2855865751398
272.5GHz,-180,25deg,-11.446563023365
272.5GHz,-180,26deg,-14.8125375801356
272.5GHz,-180,27deg,-19.2875010564198
272.5GHz,-180,28deg,-20.1599696509339
272.5GHz,-180,29deg,-17.0140466976699
272.5GHz,-180,30deg,-14.8512023606151
272.5GHz,-180,31deg,-13.7549676708517
272.5GHz,-180,32deg,-13.0767594235583
272.5GHz,-180,33deg,-12.2041193225446
272.5GHz,-180,34deg,-10.9489911127125
272.5GHz,-180,35deg,-9.60492441991118
272.5GHz,-180,36deg,-8.51451372051462
272.5GHz,-180,37deg,-7.86142781207837
272.5GHz,-180,38deg,-7.72249550713262
272.5GHz,-180,39deg,-8.13658000005063
272.5GHz,-180,40deg,-9.12556077985044
272.5GHz,-180,41deg,-10.641973147917
272.5GHz,-180,42deg,-12.3314931777291
272.5GHz,-180,43deg,-13.1524533125142
272.5GHz,-180,44deg,-12.3410742109149
272.5GHz,-180,45deg,-10.8034271526544
272.5GHz,-180,46deg,-9.46624400958072
272.5GHz,-180,47deg,-8.58990824274147
272.5GHz,-180,48deg,-8.174829984783
272.5GHz,-180,49deg,-8.17052220448807
272.5GHz,-180,50deg,-8.53135884008698
272.5GHz,-180,51deg,-9.22983239212735
272.5GHz,-180,52deg,-10.2595095133173
272.5GHz,-180,53deg,-11.6353782041432
272.5GHz,-180,54deg,-13.3945464412561
272.5GHz,-180,55deg,-15.6001340685577
272.5GHz,-180,56deg,-18.3472151250831
272.5GHz,-180,57deg,-21.7194800906315
272.5GHz,-180,58deg,-25.2323369684008
272.5GHz,-180,59deg,-25.967981006294
272.5GHz,-180,60deg,-23.3228707473069
272.5GHz,-180,61deg,-20.5046531818247
272.5GHz,-180,62deg,-18.2928670051637
272.5GHz,-180,63deg,-16.6357385678332
272.5GHz,-180,64deg,-15.4370982092301
272.5GHz,-180,65deg,-14.624283929692
272.5GHz,-180,66deg,-14.1348727058657
272.5GHz,-180,67deg,-13.9011197406264
272.5GHz,-180,68deg,-13.8375337220352
272.5GHz,-180,69deg,-13.8353181094865
272.5GHz,-180,70deg,-13.7744854572291
272.5GHz,-180,71deg,-13.5614082373305
272.5GHz,-180,72deg,-13.1714052998645
272.5GHz,-180,73deg,-12.6538767046588
272.5GHz,-180,74deg,-12.0936441651434
272.5GHz,-180,75deg,-11.5683996157146
272.5GHz,-180,76deg,-11.1299806479056
272.5GHz,-180,77deg,-10.8051279265078
272.5GHz,-180,78deg,-10.6028732903883
272.5GHz,-180,79deg,-10.5215228383881
272.5GHz,-180,80deg,-10.5534796771529
272.5GHz,-180,81deg,-10.6881921055312
272.5GHz,-180,82deg,-10.9138719730338
272.5GHz,-180,83deg,-11.2184918746917
272.5GHz,-180,84deg,-11.5903800523736
272.5GHz,-180,85deg,-12.0185914698387
272.5GHz,-180,86deg,-12.4931454661506
272.5GHz,-180,87deg,-13.0051697915507
272.5GHz,-180,88deg,-13.5469651771203
272.5GHz,-180,89deg,-14.1119956445037
272.5GHz,-180,90deg,-14.6948117406723
272.5GHz,-180,91deg,-15.2909218931136
272.5GHz,-180,92deg,-15.8966365066552
272.5GHz,-180,93deg,-16.5089159203988
272.5GHz,-180,94deg,-17.1252529322915
272.5GHz,-180,95deg,-17.7436096979591
272.5GHz,-180,96deg,-18.3624046834282
272.5GHz,-180,97deg,-18.9805078103167
272.5GHz,-180,98deg,-19.5971567230255
272.5GHz,-180,99deg,-20.2116701853649
272.5GHz,-180,100deg,-20.8228353627532
272.5GHz,-180,101deg,-21.4279269991529
272.5GHz,-180,102deg,-22.0215273384723
272.5GHz,-180,103deg,-22.5946809120802
272.5GHz,-180,104deg,-23.1353471387151
272.5GHz,-180,105deg,-23.6312395342803
272.5GHz,-180,106deg,-24.0753080509706
272.5GHz,-180,107deg,-24.4720295187789
272.5GHz,-180,108deg,-24.8405319950384
272.5GHz,-180,109deg,-25.2107224196888
272.5GHz,-180,110deg,-25.611391176888
272.5GHz,-180,111deg,-26.0520998751549
272.5GHz,-180,112deg,-26.5028718469242
272.5GHz,-180,113deg,-26.8830989785545
