Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,-1.77087953746374
272.5GHz,-180,1deg,-1.36665606417669
272.5GHz,-180,2deg,-1.15523534355833
272.5GHz,-180,3deg,-1.14369986867065
272.5GHz,-180,4deg,-1.28202823495274
272.5GHz,-180,5deg,-1.52749576874581
272.5GHz,-180,6deg,-1.88442892180726
272.5GHz,-180,7deg,-2.38721981652021
272.5GHz,-180,8deg,-3.03885446802515
272.5GHz,-180,9deg,-3.74426829846226
272.5GHz,-180,10deg,-4.28581391786756
272.5GHz,-180,11deg,-4.4321455178694
272.5GHz,-180,12deg,-4.170198895516
272.5GHz,-180,13deg,-3.74954159511637
272.5GHz,-180,14deg,-3.46897676914329
272.5GHz,-180,15deg,-3.52845129722344
272.5GHz,-180,16deg,-4.02296610459919
272.5GHz,-180,17deg,-4.96729079352331
272.5GHz,-180,18deg,-6.2881353561077
272.5GHz,-180,19deg,-7.76464265014437
272.5GHz,-180,20deg,-8.97579950874774
272.5GHz,-180,21deg,-9.51137786249246
272.5GHz,-180,22deg,-9.40590478060907
272.5GHz,-180,23deg,-9.02014281669152
272.5GHz,-180,24deg,-8.59285405550947
272.5GHz,-180,25deg,-8.16312518202181
272.5GHz,-180,26deg,-7.7183414341097
272.5GHz,-180,27deg,-7.31101846279717
272.5GHz,-180,28deg,-7.06347094679825
272.5GHz,-180,29deg,-7.11529854025658
272.5GHz,-180,30deg,-7.59473224569806
272.5GHz,-180,31deg,-8.62277002326308
272.5GHz,-180,32deg,-10.3023165419364
272.5GHz,-180,33deg,-12.5418136765654
272.5GHz,-180,34deg,-14.2897474441667
272.5GHz,-180,35deg,-13.6972698087615
272.5GHz,-180,36deg,-11.8004174422125
272.5GHz,-180,37deg,-10.2458054835617
272.5GHz,-180,38deg,-9.35234179974867
272.5GHz,-180,39deg,-9.01001733508568
272.5GHz,-180,40deg,-9.06177162495253
272.5GHz,-180,41deg,-9.41142138543995
272.5GHz,-180,42deg,-10.0591524832054
272.5GHz,-180,43deg,-11.0302788043238
272.5GHz,-180,44deg,-12.1097795009134
272.5GHz,-180,45deg,-12.4334993477655
272.5GHz,-180,46deg,-11.2176399364444
272.5GHz,-180,47deg,-9.2347240252319
272.5GHz,-180,48deg,-7.46098220568833
272.5GHz,-180,49deg,-6.22485261196299
272.5GHz,-180,50deg,-5.56466788924162
272.5GHz,-180,51deg,-5.45624729780856
272.5GHz,-180,52deg,-5.87731074340394
272.5GHz,-180,53deg,-6.8218392460657
272.5GHz,-180,54deg,-8.29846605435428
272.5GHz,-180,55deg,-10.3081779141169
272.5GHz,-180,56deg,-12.7502833882892
272.5GHz,-180,57deg,-15.134349615475
272.5GHz,-180,58deg,-16.4020274943398
272.5GHz,-180,59deg,-16.2706671667793
272.5GHz,-180,60deg,-15.7891440622506
272.5GHz,-180,61deg,-15.708248519704
272.5GHz,-180,62deg,-16.2380585141287
272.5GHz,-180,63deg,-17.3169775301988
272.5GHz,-180,64deg,-18.4532096154847
272.5GHz,-180,65deg,-18.4070773455851
272.5GHz,-180,66deg,-16.636273809023
272.5GHz,-180,67deg,-14.2844490449761
272.5GHz,-180,68deg,-12.1673097941914
272.5GHz,-180,69deg,-10.4600878472669
272.5GHz,-180,70deg,-9.13929121437423
272.5GHz,-180,71deg,-8.14988803207345
272.5GHz,-180,72deg,-7.4418750050751
272.5GHz,-180,73deg,-6.97482018428998
272.5GHz,-180,74deg,-6.71590083839134
272.5GHz,-180,75deg,-6.63708461019749
272.5GHz,-180,76deg,-6.71252200767054
272.5GHz,-180,77deg,-6.91623821862132
272.5GHz,-180,78deg,-7.22012303381668
272.5GHz,-180,79deg,-7.59242179813137
272.5GHz,-180,80deg,-7.997279485357
272.5GHz,-180,81deg,-8.3962012084979
272.5GHz,-180,82deg,-8.75213872080005
272.5GHz,-180,83deg,-9.03578312358038
272.5GHz,-180,84deg,-9.23175694345331
272.5GHz,-180,85deg,-9.34138781007233
272.5GHz,-180,86deg,-9.3802988733896
