Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,5.32257274014773
272.5GHz,-180,1deg,5.05554699124327
272.5GHz,-180,2deg,4.54781333624483
272.5GHz,-180,3deg,3.80784672522493
272.5GHz,-180,4deg,2.82484043647539
272.5GHz,-180,5deg,1.5617366191858
272.5GHz,-180,6deg,-0.0513779685048143
272.5GHz,-180,7deg,-2.12661434656527
272.5GHz,-180,8deg,-4.83811452794219
272.5GHz,-180,9deg,-8.47250821198579
272.5GHz,-180,10deg,-13.5529855490126
272.5GHz,-180,11deg,-20.499749265128
272.5GHz,-180,12deg,-21.2936243626063
272.5GHz,-180,13deg,-17.3885355966493
272.5GHz,-180,14deg,-15.0259970113215
272.5GHz,-180,15deg,-13.5895218545038
272.5GHz,-180,16deg,-12.8102021024397
272.5GHz,-180,17deg,-12.716139006407
272.5GHz,-180,18deg,-13.3858594335294
272.5GHz,-180,19deg,-14.8499935994835
272.5GHz,-180,20deg,-16.9673189871146
272.5GHz,-180,21deg,-19.0554107700228
272.5GHz,-180,22deg,-19.8791316113665
272.5GHz,-180,23deg,-19.5226804320873
272.5GHz,-180,24deg,-19.1767485380971
272.5GHz,-180,25deg,-19.265264565633
272.5GHz,-180,26deg,-19.35266018359
272.5GHz,-180,27deg,-18.6557633985571
272.5GHz,-180,28deg,-17.2674528272342
272.5GHz,-180,29deg,-16.0455011722783
272.5GHz,-180,30deg,-15.5570446213141
272.5GHz,-180,31deg,-16.0395753440137
272.5GHz,-180,32deg,-17.6015976069044
272.5GHz,-180,33deg,-20.0188027537555
272.5GHz,-180,34deg,-21.4658294795729
272.5GHz,-180,35deg,-20.1144222518103
272.5GHz,-180,36deg,-18.3507221145368
272.5GHz,-180,37deg,-17.5797174944677
272.5GHz,-180,38deg,-17.913671203623
272.5GHz,-180,39deg,-19.1392857078009
272.5GHz,-180,40deg,-20.3625566649428
272.5GHz,-180,41deg,-19.794065151807
272.5GHz,-180,42deg,-17.6993623572966
272.5GHz,-180,43deg,-15.7044070738729
272.5GHz,-180,44deg,-14.3394326233865
272.5GHz,-180,45deg,-13.5876455141946
272.5GHz,-180,46deg,-13.2962250241888
272.5GHz,-180,47deg,-13.2317901716155
272.5GHz,-180,48deg,-13.1022680716861
272.5GHz,-180,49deg,-12.7000675341439
272.5GHz,-180,50deg,-12.0713614557578
272.5GHz,-180,51deg,-11.4473975261083
272.5GHz,-180,52deg,-11.0475409522736
272.5GHz,-180,53deg,-11.0007242003487
272.5GHz,-180,54deg,-11.3648346979188
272.5GHz,-180,55deg,-12.1561171811928
272.5GHz,-180,56deg,-13.3566372758605
272.5GHz,-180,57deg,-14.8892539651586
272.5GHz,-180,58deg,-16.55045070476
272.5GHz,-180,59deg,-17.953998886852
272.5GHz,-180,60deg,-18.721406160037
272.5GHz,-180,61deg,-18.8997930521538
272.5GHz,-180,62deg,-18.8854275856186
272.5GHz,-180,63deg,-18.9901339575581
272.5GHz,-180,64deg,-19.2939120797847
272.5GHz,-180,65deg,-19.6633082660509
272.5GHz,-180,66deg,-19.7829296376112
272.5GHz,-180,67deg,-19.337600047279
272.5GHz,-180,68deg,-18.3308424067999
272.5GHz,-180,69deg,-17.0618064045218
272.5GHz,-180,70deg,-15.8146883909495
272.5GHz,-180,71deg,-14.7335185203179
272.5GHz,-180,72deg,-13.8628143469908
272.5GHz,-180,73deg,-13.2003520078952
272.5GHz,-180,74deg,-12.7255031852464
272.5GHz,-180,75deg,-12.4113392530792
272.5GHz,-180,76deg,-12.2294263562498
272.5GHz,-180,77deg,-12.1518133755444
272.5GHz,-180,78deg,-12.1521388157396
272.5GHz,-180,79deg,-12.2065941288068
272.5GHz,-180,80deg,-12.2949116572582
272.5GHz,-180,81deg,-12.4012461541988
272.5GHz,-180,82deg,-12.5146963632776
272.5GHz,-180,83deg,-12.6292582144672
272.5GHz,-180,84deg,-12.743174244506
272.5GHz,-180,85deg,-12.8578430099227
272.5GHz,-180,86deg,-12.9765676461636
272.5GHz,-180,87deg,-13.1034106548383
272.5GHz,-180,88deg,-13.2423204171729
272.5GHz,-180,89deg,-13.3965756908798
272.5GHz,-180,90deg,-13.568509533595
272.5GHz,-180,91deg,-13.759437901993
272.5GHz,-180,92deg,-13.9697192526708
272.5GHz,-180,93deg,-14.1988916284891
272.5GHz,-180,94deg,-14.4458586643529
272.5GHz,-180,95deg,-14.709117368291
272.5GHz,-180,96deg,-14.9870340008931
272.5GHz,-180,97deg,-15.2781769621467
272.5GHz,-180,98deg,-15.581704970268
272.5GHz,-180,99deg,-15.8977842283372
272.5GHz,-180,100deg,-16.2279726693742
272.5GHz,-180,101deg,-16.5754707594087
272.5GHz,-180,102deg,-16.9451079801296
272.5GHz,-180,103deg,-17.3429209694259
272.5GHz,-180,104deg,-17.7751848564207
272.5GHz,-180,105deg,-18.2467815374372
272.5GHz,-180,106deg,-18.7588438207565
272.5GHz,-180,107deg,-19.3057782526864
272.5GHz,-180,108deg,-19.8722125380521
272.5GHz,-180,109deg,-20.4313240242393
272.5GHz,-180,110deg,-20.9471522804119
272.5GHz,-180,111deg,-21.3833972558313
272.5GHz,-180,112deg,-21.7174390927195
272.5GHz,-180,113deg,-21.9517747709038
272.5GHz,-180,114deg,-22.1135715073438
272.5GHz,-180,115deg,-22.2418387233214
272.5GHz,-180,116deg,-22.3717775009957
272.5GHz,-180,117deg,-22.526338294249
272.5GHz,-180,118deg,-22.7186215378411
272.5GHz,-180,119deg,-22.9625477663833
272.5GHz,-180,120deg,-23.2847958442178
272.5GHz,-180,121deg,-23.7289468157256
272.5GHz,-180,122deg,-24.3443832795303
272.5GHz,-180,123deg,-25.153365910282
272.5GHz,-180,124deg,-26.0839678060068
272.5GHz,-180,125deg,-26.8758845208284
272.5GHz,-180,126deg,-27.1273271101756
272.5GHz,-180,127deg,-26.720268757022
272.5GHz,-180,128deg,-26.0536879148625
272.5GHz,-180,129deg,-25.6314296179568
272.5GHz,-180,130deg,-25.7944382119265
272.5GHz,-180,131deg,-26.7820284115274
272.5GHz,-180,132deg,-28.7926690265378
272.5GHz,-180,133deg,-31.5022176281093
272.5GHz,-180,134deg,-31.8802347423172
272.5GHz,-180,135deg,-29.0636049296795
272.5GHz,-180,136deg,-26.6300963407963
272.5GHz,-180,137deg,-25.3733172857617
272.5GHz,-180,138deg,-25.1780239467932
272.5GHz,-180,139deg,-25.809076090791
272.5GHz,-180,140deg,-26.7768767459179
272.5GHz,-180,141deg,-27.2828017974147
272.5GHz,-180,142deg,-27.120854789132
272.5GHz,-180,143deg,-27.1000355276357
272.5GHz,-180,144deg,-28.0275988606124
272.5GHz,-180,145deg,-30.4709202073026
272.5GHz,-180,146deg,-35.0360165658414
272.5GHz,-180,147deg,-39.7801425041143
272.5GHz,-180,148deg,-37.2066950452029
272.5GHz,-180,149deg,-34.4609202172676
272.5GHz,-180,150deg,-31.8890660376248
272.5GHz,-180,151deg,-28.8402406353561
272.5GHz,-180,152deg,-26.3415061885232
272.5GHz,-180,153deg,-24.9921144736086
272.5GHz,-180,154deg,-24.9031074186415
272.5GHz,-180,155deg,-26.0137774295816
