Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.29896699062993
272.5GHz,-180,1deg,4.04845894592201
272.5GHz,-180,2deg,3.53253543268686
272.5GHz,-180,3deg,2.79622109335848
272.5GHz,-180,4deg,1.87278322584069
272.5GHz,-180,5deg,0.774436779503037
272.5GHz,-180,6deg,-0.506692231670499
272.5GHz,-180,7deg,-1.9717256616229
272.5GHz,-180,8deg,-3.54943141874966
272.5GHz,-180,9deg,-5.02151718020756
272.5GHz,-180,10deg,-6.10303886747319
272.5GHz,-180,11deg,-6.77973380163914
272.5GHz,-180,12deg,-7.40503833717834
272.5GHz,-180,13deg,-8.35441548722433
272.5GHz,-180,14deg,-9.79429907088123
272.5GHz,-180,15deg,-11.6429851893877
272.5GHz,-180,16deg,-13.5477758830756
272.5GHz,-180,17deg,-14.9998025602994
272.5GHz,-180,18deg,-15.7310488801795
272.5GHz,-180,19deg,-15.882289452972
272.5GHz,-180,20deg,-15.7794337880371
272.5GHz,-180,21deg,-15.7937506996993
272.5GHz,-180,22deg,-16.277844029828
272.5GHz,-180,23deg,-17.5889672459871
272.5GHz,-180,24deg,-20.3247623898878
272.5GHz,-180,25deg,-26.1807098176857
272.5GHz,-180,26deg,-30.3270651979287
272.5GHz,-180,27deg,-21.3659417464368
272.5GHz,-180,28deg,-17.1233072818398
272.5GHz,-180,29deg,-15.1990407117786
272.5GHz,-180,30deg,-14.8821768432982
272.5GHz,-180,31deg,-15.9417889959675
272.5GHz,-180,32deg,-17.6481208760728
272.5GHz,-180,33deg,-17.1261772217245
272.5GHz,-180,34deg,-14.1867499480013
272.5GHz,-180,35deg,-11.6489920813262
272.5GHz,-180,36deg,-10.1477198407266
272.5GHz,-180,37deg,-9.61414695994303
272.5GHz,-180,38deg,-9.97019025545074
272.5GHz,-180,39deg,-11.1929429351476
272.5GHz,-180,40deg,-13.1867355581968
272.5GHz,-180,41deg,-15.0941822853669
272.5GHz,-180,42deg,-14.6984012238703
272.5GHz,-180,43deg,-12.4277646568898
272.5GHz,-180,44deg,-10.3339919356305
272.5GHz,-180,45deg,-8.94423196718767
272.5GHz,-180,46deg,-8.22214382620601
272.5GHz,-180,47deg,-8.06176766682644
272.5GHz,-180,48deg,-8.35586721611455
272.5GHz,-180,49deg,-8.98426163966063
272.5GHz,-180,50deg,-9.79200967236555
272.5GHz,-180,51deg,-10.5877044219602
272.5GHz,-180,52deg,-11.1989537449869
272.5GHz,-180,53deg,-11.5706443031183
272.5GHz,-180,54deg,-11.794653226227
272.5GHz,-180,55deg,-12.0263889010884
272.5GHz,-180,56deg,-12.3924626564615
272.5GHz,-180,57deg,-12.9546799581732
272.5GHz,-180,58deg,-13.7037313600428
272.5GHz,-180,59deg,-14.5524679899732
272.5GHz,-180,60deg,-15.3380985578146
272.5GHz,-180,61deg,-15.8803783009268
272.5GHz,-180,62deg,-16.1020736765175
272.5GHz,-180,63deg,-16.0811282957005
272.5GHz,-180,64deg,-15.952883061063
272.5GHz,-180,65deg,-15.7930561319609
272.5GHz,-180,66deg,-15.5862149661862
272.5GHz,-180,67deg,-15.2636549831636
272.5GHz,-180,68deg,-14.7712038069405
272.5GHz,-180,69deg,-14.1200313326534
272.5GHz,-180,70deg,-13.3809034607932
272.5GHz,-180,71deg,-12.6398046682369
272.5GHz,-180,72deg,-11.9627230922068
272.5GHz,-180,73deg,-11.386380310937
272.5GHz,-180,74deg,-10.9238468102122
272.5GHz,-180,75deg,-10.5731252963656
272.5GHz,-180,76deg,-10.3239431600951
272.5GHz,-180,77deg,-10.1621792918554
272.5GHz,-180,78deg,-10.0725564023316
272.5GHz,-180,79deg,-10.0402623697376
272.5GHz,-180,80deg,-10.0519418270717
272.5GHz,-180,81deg,-10.0962998234607
272.5GHz,-180,82deg,-10.1644301415461
272.5GHz,-180,83deg,-10.2499132702625
272.5GHz,-180,84deg,-10.3487069034005
272.5GHz,-180,85deg,-10.4588581446747
272.5GHz,-180,86deg,-10.5800838081794
272.5GHz,-180,87deg,-10.7132781307522
272.5GHz,-180,88deg,-10.8600073393036
272.5GHz,-180,89deg,-11.0220378012528
272.5GHz,-180,90deg,-11.2009251914905
272.5GHz,-180,91deg,-11.3976744679631
272.5GHz,-180,92deg,-11.6124710604608
272.5GHz,-180,93deg,-11.844485996133
272.5GHz,-180,94deg,-12.0917719211719
272.5GHz,-180,95deg,-12.3512898449685
272.5GHz,-180,96deg,-12.6191296782301
272.5GHz,-180,97deg,-12.8909960645712
272.5GHz,-180,98deg,-13.1630034433817
