Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,2.24228879411441
272.5GHz,-180,1deg,1.98709342727839
272.5GHz,-180,2deg,1.35445072042413
272.5GHz,-180,3deg,0.351344288601094
272.5GHz,-180,4deg,-1.01621072905061
272.5GHz,-180,5deg,-2.75133169551354
272.5GHz,-180,6deg,-4.88719211094784
272.5GHz,-180,7deg,-7.52868959460348
272.5GHz,-180,8deg,-10.8908819310361
272.5GHz,-180,9deg,-14.9719791403435
272.5GHz,-180,10deg,-16.7917757923089
272.5GHz,-180,11deg,-14.0694172868996
272.5GHz,-180,12deg,-11.4133970037453
272.5GHz,-180,13deg,-9.8312191332031
272.5GHz,-180,14deg,-9.11347875155636
272.5GHz,-180,15deg,-9.04453169427634
272.5GHz,-180,16deg,-9.46885157026915
272.5GHz,-180,17deg,-10.2811047767159
272.5GHz,-180,18deg,-11.4077823053677
272.5GHz,-180,19deg,-12.7443324860628
272.5GHz,-180,20deg,-14.0293519174915
272.5GHz,-180,21deg,-14.8032753386195
272.5GHz,-180,22deg,-14.7971006316698
272.5GHz,-180,23deg,-14.3110467126626
272.5GHz,-180,24deg,-13.8235299492818
272.5GHz,-180,25deg,-13.624374469782
272.5GHz,-180,26deg,-13.8304731673073
272.5GHz,-180,27deg,-14.4009408534434
272.5GHz,-180,28deg,-14.9719794960204
272.5GHz,-180,29deg,-14.7834089361431
272.5GHz,-180,30deg,-13.5592915236177
272.5GHz,-180,31deg,-12.0161502949293
272.5GHz,-180,32deg,-10.805991960184
272.5GHz,-180,33deg,-10.1526852108665
272.5GHz,-180,34deg,-10.0702121661817
272.5GHz,-180,35deg,-10.4956238777779
272.5GHz,-180,36deg,-11.3205362293043
272.5GHz,-180,37deg,-12.3782825375416
272.5GHz,-180,38deg,-13.4227294566673
272.5GHz,-180,39deg,-14.173784285127
272.5GHz,-180,40deg,-14.4966825250629
272.5GHz,-180,41deg,-14.516791412143
272.5GHz,-180,42deg,-14.4328007165672
272.5GHz,-180,43deg,-14.2543201609065
272.5GHz,-180,44deg,-13.7495405174541
272.5GHz,-180,45deg,-12.7172337844523
272.5GHz,-180,46deg,-11.3081472792632
272.5GHz,-180,47deg,-9.87180864711463
272.5GHz,-180,48deg,-8.65619292463192
272.5GHz,-180,49deg,-7.758775443973
272.5GHz,-180,50deg,-7.19227498586861
272.5GHz,-180,51deg,-6.93735072700357
272.5GHz,-180,52deg,-6.96887398540584
272.5GHz,-180,53deg,-7.26602941430112
272.5GHz,-180,54deg,-7.81234714259437
272.5GHz,-180,55deg,-8.58780072192346
272.5GHz,-180,56deg,-9.5538032497498
272.5GHz,-180,57deg,-10.6337803074057
272.5GHz,-180,58deg,-11.7017596881466
272.5GHz,-180,59deg,-12.6088743618037
272.5GHz,-180,60deg,-13.2641861258369
272.5GHz,-180,61deg,-13.7020723546498
272.5GHz,-180,62deg,-14.0462164701537
272.5GHz,-180,63deg,-14.4150248748995
272.5GHz,-180,64deg,-14.8634483341536
272.5GHz,-180,65deg,-15.3719201272868
272.5GHz,-180,66deg,-15.8557305568499
272.5GHz,-180,67deg,-16.1907512313046
272.5GHz,-180,68deg,-16.2660518369655
272.5GHz,-180,69deg,-16.0449282852046
272.5GHz,-180,70deg,-15.5802034370266
272.5GHz,-180,71deg,-14.9704923135907
272.5GHz,-180,72deg,-14.3087098437835
272.5GHz,-180,73deg,-13.6597962213232
272.5GHz,-180,74deg,-13.0616557595625
272.5GHz,-180,75deg,-12.5331511417948
272.5GHz,-180,76deg,-12.0812322718433
272.5GHz,-180,77deg,-11.7057183157727
272.5GHz,-180,78deg,-11.4023107997229
272.5GHz,-180,79deg,-11.1645546097784
272.5GHz,-180,80deg,-10.9851874863508
272.5GHz,-180,81deg,-10.8570858875218
272.5GHz,-180,82deg,-10.7738892300454
272.5GHz,-180,83deg,-10.7303380172404
272.5GHz,-180,84deg,-10.7223601888262
272.5GHz,-180,85deg,-10.7469570537927
272.5GHz,-180,86deg,-10.8019560691279
272.5GHz,-180,87deg,-10.8857021159289
272.5GHz,-180,88deg,-10.9967505077567
272.5GHz,-180,89deg,-11.1336088795581
272.5GHz,-180,90deg,-11.2945584502415
272.5GHz,-180,91deg,-11.4775731290104
272.5GHz,-180,92deg,-11.6803489969806
272.5GHz,-180,93deg,-11.9004545619092
272.5GHz,-180,94deg,-12.135608925863
272.5GHz,-180,95deg,-12.3840847599714
272.5GHz,-180,96deg,-12.6452113909772
272.5GHz,-180,97deg,-12.91992052847
272.5GHz,-180,98deg,-13.2112399646388
272.5GHz,-180,99deg,-13.5246106830213
272.5GHz,-180,100deg,-13.8678895216864
272.5GHz,-180,101deg,-14.2508990021478
272.5GHz,-180,102deg,-14.6843746635689
272.5GHz,-180,103deg,-15.1781016278204
272.5GHz,-180,104deg,-15.7379042684499
272.5GHz,-180,105deg,-16.3610196690955
272.5GHz,-180,106deg,-17.0295737206287
272.5GHz,-180,107deg,-17.7032999224886
272.5GHz,-180,108deg,-18.3167005971098
272.5GHz,-180,109deg,-18.7914550198886
272.5GHz,-180,110deg,-19.0714295143943
272.5GHz,-180,111deg,-19.1626889127302
272.5GHz,-180,112deg,-19.1405726855813
272.5GHz,-180,113deg,-19.11592578545
272.5GHz,-180,114deg,-19.1946863569326
272.5GHz,-180,115deg,-19.4568063539238
272.5GHz,-180,116deg,-19.9505805139388
272.5GHz,-180,117deg,-20.6869182081409
272.5GHz,-180,118deg,-21.6196982426472
272.5GHz,-180,119deg,-22.6064840920785
272.5GHz,-180,120deg,-23.3841255706623
272.5GHz,-180,121deg,-23.6741596463589
272.5GHz,-180,122deg,-23.421801809737
272.5GHz,-180,123deg,-22.8287080777026
272.5GHz,-180,124deg,-22.123780755765
272.5GHz,-180,125deg,-21.4344377303277
272.5GHz,-180,126deg,-20.8203529605887
272.5GHz,-180,127deg,-20.3367865644818
272.5GHz,-180,128deg,-20.0632496769877
272.5GHz,-180,129deg,-20.0975918304723
272.5GHz,-180,130deg,-20.5331164774393
272.5GHz,-180,131deg,-21.4160450972431
272.5GHz,-180,132deg,-22.6306951929649
272.5GHz,-180,133deg,-23.6597712739172
272.5GHz,-180,134deg,-23.7137964992443
272.5GHz,-180,135deg,-22.8852861180772
272.5GHz,-180,136deg,-22.0775415850722
272.5GHz,-180,137deg,-21.893309591483
272.5GHz,-180,138deg,-22.5745868723528
272.5GHz,-180,139deg,-24.1949709941321
272.5GHz,-180,140deg,-26.4547915392107
272.5GHz,-180,141deg,-27.8001116309367
272.5GHz,-180,142deg,-26.9300415227159
