Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,3.4943221921578
272.5GHz,-180,1deg,3.32776413690066
272.5GHz,-180,2deg,3.06645948390375
272.5GHz,-180,3deg,2.70204554525466
272.5GHz,-180,4deg,2.21316365994505
272.5GHz,-180,5deg,1.57656393718129
272.5GHz,-180,6deg,0.777610185832377
272.5GHz,-180,7deg,-0.185138935860444
272.5GHz,-180,8deg,-1.30477939280897
272.5GHz,-180,9deg,-2.57825753716912
272.5GHz,-180,10deg,-4.0136194495206
272.5GHz,-180,11deg,-5.6123055440791
272.5GHz,-180,12deg,-7.31287775175876
272.5GHz,-180,13deg,-8.92091784931005
272.5GHz,-180,14deg,-10.1562081769363
272.5GHz,-180,15deg,-10.9362012094884
272.5GHz,-180,16deg,-11.5343875337729
272.5GHz,-180,17deg,-12.3279160364507
272.5GHz,-180,18deg,-13.5811156255585
272.5GHz,-180,19deg,-15.4366049819894
272.5GHz,-180,20deg,-17.867932990929
272.5GHz,-180,21deg,-20.1597727537834
272.5GHz,-180,22deg,-20.3243210256904
272.5GHz,-180,23deg,-18.3847543337527
272.5GHz,-180,24deg,-16.2784873840868
272.5GHz,-180,25deg,-14.6928143157112
272.5GHz,-180,26deg,-13.7192103980271
272.5GHz,-180,27deg,-13.3837235201279
272.5GHz,-180,28deg,-13.7251797326942
272.5GHz,-180,29deg,-14.7351268203354
272.5GHz,-180,30deg,-16.0954899005382
272.5GHz,-180,31deg,-16.6796690428238
272.5GHz,-180,32deg,-15.5864483705442
272.5GHz,-180,33deg,-13.8916431882717
272.5GHz,-180,34deg,-12.6475579437898
272.5GHz,-180,35deg,-12.1345594630682
272.5GHz,-180,36deg,-12.3608557462616
272.5GHz,-180,37deg,-13.2570719216915
272.5GHz,-180,38deg,-14.6371896259738
272.5GHz,-180,39deg,-16.015960096405
272.5GHz,-180,40deg,-16.6345465838384
272.5GHz,-180,41deg,-16.3264391276978
272.5GHz,-180,42deg,-15.7482033494376
272.5GHz,-180,43deg,-15.4038960142233
272.5GHz,-180,44deg,-15.343334881229
272.5GHz,-180,45deg,-15.2883264650104
272.5GHz,-180,46deg,-14.8415068092779
272.5GHz,-180,47deg,-13.8937504234253
272.5GHz,-180,48deg,-12.7438646668588
272.5GHz,-180,49deg,-11.7387411043752
272.5GHz,-180,50deg,-11.0657799631237
272.5GHz,-180,51deg,-10.7896267762866
272.5GHz,-180,52deg,-10.9200335488594
272.5GHz,-180,53deg,-11.4479808946467
272.5GHz,-180,54deg,-12.3576162221611
272.5GHz,-180,55deg,-13.620713284975
272.5GHz,-180,56deg,-15.1677219958697
272.5GHz,-180,57deg,-16.8223218186038
272.5GHz,-180,58deg,-18.2357113495048
272.5GHz,-180,59deg,-19.0319976867259
272.5GHz,-180,60deg,-19.2217263024254
272.5GHz,-180,61deg,-19.2130764396432
272.5GHz,-180,62deg,-19.3994528097212
272.5GHz,-180,63deg,-20.003369023562
272.5GHz,-180,64deg,-21.1334064269456
272.5GHz,-180,65deg,-22.8043882288593
272.5GHz,-180,66deg,-24.742923613896
272.5GHz,-180,67deg,-25.8374533826837
272.5GHz,-180,68deg,-24.9034887560634
272.5GHz,-180,69deg,-22.9001885544758
272.5GHz,-180,70deg,-20.9888256428127
272.5GHz,-180,71deg,-19.4561850141745
272.5GHz,-180,72deg,-18.2743296130803
272.5GHz,-180,73deg,-17.3648590162144
272.5GHz,-180,74deg,-16.6575661926232
272.5GHz,-180,75deg,-16.0995696264847
272.5GHz,-180,76deg,-15.6541832479334
272.5GHz,-180,77deg,-15.297561994706
272.5GHz,-180,78deg,-15.0149213888798
272.5GHz,-180,79deg,-14.7970647754383
272.5GHz,-180,80deg,-14.6376747512822
272.5GHz,-180,81deg,-14.5315470831938
272.5GHz,-180,82deg,-14.4736864446018
272.5GHz,-180,83deg,-14.4590354644206
272.5GHz,-180,84deg,-14.4825776199769
272.5GHz,-180,85deg,-14.5395944225958
272.5GHz,-180,86deg,-14.625922957396
272.5GHz,-180,87deg,-14.7381255407331
272.5GHz,-180,88deg,-14.8735386808698
272.5GHz,-180,89deg,-15.0302101432173
272.5GHz,-180,90deg,-15.2067597141844
272.5GHz,-180,91deg,-15.4022120005462
272.5GHz,-180,92deg,-15.6158509025286
272.5GHz,-180,93deg,-15.8471388509282
272.5GHz,-180,94deg,-16.095732510982
272.5GHz,-180,95deg,-16.3616116556834
272.5GHz,-180,96deg,-16.6453188016284
272.5GHz,-180,97deg,-16.9482832075465
272.5GHz,-180,98deg,-17.2731750123199
272.5GHz,-180,99deg,-17.6242077822764
272.5GHz,-180,100deg,-18.0072865393546
272.5GHz,-180,101deg,-18.4298870020854
272.5GHz,-180,102deg,-18.9005461733209
272.5GHz,-180,103deg,-19.4278313829294
272.5GHz,-180,104deg,-20.0186205075972
272.5GHz,-180,105deg,-20.675480668354
272.5GHz,-180,106deg,-21.3929656247005
272.5GHz,-180,107deg,-22.1530295523042
272.5GHz,-180,108deg,-22.9209850878298
272.5GHz,-180,109deg,-23.6458384049089
272.5GHz,-180,110deg,-24.2707087433976
272.5GHz,-180,111deg,-24.7547679311416
272.5GHz,-180,112deg,-25.0948180835142
272.5GHz,-180,113deg,-25.3267934841582
272.5GHz,-180,114deg,-25.5028155740078
272.5GHz,-180,115deg,-25.6609477189862
272.5GHz,-180,116deg,-25.8058744600918
272.5GHz,-180,117deg,-25.9083358667243
