Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.70669347605912
272.5GHz,-180,1deg,4.76527579278246
272.5GHz,-180,2deg,4.60827593503558
272.5GHz,-180,3deg,4.22823767877274
272.5GHz,-180,4deg,3.617875750738
272.5GHz,-180,5deg,2.76644403727319
272.5GHz,-180,6deg,1.65520975088304
272.5GHz,-180,7deg,0.251711027815601
272.5GHz,-180,8deg,-1.49876065883411
272.5GHz,-180,9deg,-3.68883057151963
272.5GHz,-180,10deg,-6.48440205962582
272.5GHz,-180,11deg,-10.2215799617426
272.5GHz,-180,12deg,-15.7408413316896
272.5GHz,-180,13deg,-25.0895220046702
272.5GHz,-180,14deg,-21.5091109050926
272.5GHz,-180,15deg,-16.3061674070535
272.5GHz,-180,16deg,-13.9052937021582
272.5GHz,-180,17deg,-12.8636783750937
272.5GHz,-180,18deg,-12.7124372559151
272.5GHz,-180,19deg,-13.2747401239868
272.5GHz,-180,20deg,-14.4661923829849
272.5GHz,-180,21deg,-16.1796249616158
272.5GHz,-180,22deg,-18.1190558006657
272.5GHz,-180,23deg,-19.634676483916
272.5GHz,-180,24deg,-20.1771863923041
272.5GHz,-180,25deg,-20.1123056979283
272.5GHz,-180,26deg,-20.1427289977659
272.5GHz,-180,27deg,-20.6303546037366
272.5GHz,-180,28deg,-21.6593245747957
272.5GHz,-180,29deg,-23.1377439126356
272.5GHz,-180,30deg,-24.7308639205334
272.5GHz,-180,31deg,-25.815866629125
272.5GHz,-180,32deg,-25.9757220683117
272.5GHz,-180,33deg,-25.5161707156616
272.5GHz,-180,34deg,-24.9363660269433
272.5GHz,-180,35deg,-24.5009069225302
272.5GHz,-180,36deg,-24.3227773935568
272.5GHz,-180,37deg,-24.453865077341
272.5GHz,-180,38deg,-24.8726681152979
272.5GHz,-180,39deg,-25.4281588696054
272.5GHz,-180,40deg,-25.8183444755431
272.5GHz,-180,41deg,-25.7230598039356
272.5GHz,-180,42deg,-25.0336236499414
272.5GHz,-180,43deg,-23.8620930319287
272.5GHz,-180,44deg,-22.3961527053924
272.5GHz,-180,45deg,-20.8452101124073
272.5GHz,-180,46deg,-19.41074247672
272.5GHz,-180,47deg,-18.24388754432
272.5GHz,-180,48deg,-17.4349126357373
272.5GHz,-180,49deg,-17.0306448463607
272.5GHz,-180,50deg,-17.0553949408788
272.5GHz,-180,51deg,-17.5235684245702
272.5GHz,-180,52deg,-18.4379748431841
272.5GHz,-180,53deg,-19.7564231795733
272.5GHz,-180,54deg,-21.2763765360309
272.5GHz,-180,55deg,-22.4203207421505
272.5GHz,-180,56deg,-22.435496075534
272.5GHz,-180,57deg,-21.4233516311819
272.5GHz,-180,58deg,-20.1516834163115
272.5GHz,-180,59deg,-19.0893146783613
272.5GHz,-180,60deg,-18.3666136047817
272.5GHz,-180,61deg,-17.9822982028306
272.5GHz,-180,62deg,-17.8958802764163
272.5GHz,-180,63deg,-18.0514755469517
272.5GHz,-180,64deg,-18.3773506288661
272.5GHz,-180,65deg,-18.7791219777279
272.5GHz,-180,66deg,-19.1398832149808
272.5GHz,-180,67deg,-19.3430400472261
272.5GHz,-180,68deg,-19.3194388175756
272.5GHz,-180,69deg,-19.0827619808541
272.5GHz,-180,70deg,-18.713424047587
272.5GHz,-180,71deg,-18.3089224712617
272.5GHz,-180,72deg,-17.9470999525279
272.5GHz,-180,73deg,-17.6766459522045
272.5GHz,-180,74deg,-17.5225091690204
272.5GHz,-180,75deg,-17.4941452304988
272.5GHz,-180,76deg,-17.5919408050265
272.5GHz,-180,77deg,-17.8112905440019
272.5GHz,-180,78deg,-18.1449620477909
272.5GHz,-180,79deg,-18.5844078332268
272.5GHz,-180,80deg,-19.1204710358963
272.5GHz,-180,81deg,-19.7437455659453
272.5GHz,-180,82deg,-20.4447298921047
272.5GHz,-180,83deg,-21.2138431652675
272.5GHz,-180,84deg,-22.0413377688548
272.5GHz,-180,85deg,-22.9171358313753
272.5GHz,-180,86deg,-23.830636748517
272.5GHz,-180,87deg,-24.7705863315802
272.5GHz,-180,88deg,-25.725154024986
272.5GHz,-180,89deg,-26.6823978992725
272.5GHz,-180,90deg,-27.6312423738875
272.5GHz,-180,91deg,-28.5628757891855
272.5GHz,-180,92deg,-29.4720798250838
272.5GHz,-180,93deg,-30.3575618350695
272.5GHz,-180,94deg,-31.2201351466051
272.5GHz,-180,95deg,-32.057809457967
272.5GHz,-180,96deg,-32.8576694725081
272.5GHz,-180,97deg,-33.5863601653851
