Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.22464825614212
272.5GHz,-180,1deg,3.73894698581024
272.5GHz,-180,2deg,2.91898083172411
272.5GHz,-180,3deg,1.86580386636822
272.5GHz,-180,4deg,0.715846008102463
272.5GHz,-180,5deg,-0.382462292895851
272.5GHz,-180,6deg,-1.33235697121443
272.5GHz,-180,7deg,-2.12679689144831
272.5GHz,-180,8deg,-2.79118981851175
272.5GHz,-180,9deg,-3.31781046334681
272.5GHz,-180,10deg,-3.72043283938898
272.5GHz,-180,11deg,-4.13137846086079
272.5GHz,-180,12deg,-4.75658271832316
272.5GHz,-180,13deg,-5.71570030509527
272.5GHz,-180,14deg,-6.88809829252628
272.5GHz,-180,15deg,-7.85872650722294
272.5GHz,-180,16deg,-8.25952086226546
272.5GHz,-180,17deg,-8.2595497454501
272.5GHz,-180,18deg,-8.25852012237232
272.5GHz,-180,19deg,-8.40972842801109
272.5GHz,-180,20deg,-8.63693208972651
272.5GHz,-180,21deg,-8.85038892875417
272.5GHz,-180,22deg,-9.09681519025014
272.5GHz,-180,23deg,-9.54079428193378
272.5GHz,-180,24deg,-10.3682366315033
272.5GHz,-180,25deg,-11.691705817763
272.5GHz,-180,26deg,-13.3029019382595
272.5GHz,-180,27deg,-14.1271355588356
272.5GHz,-180,28deg,-13.1876554589134
272.5GHz,-180,29deg,-11.6301476136247
272.5GHz,-180,30deg,-10.6337221830197
272.5GHz,-180,31deg,-10.5570393930118
272.5GHz,-180,32deg,-11.5128791066992
272.5GHz,-180,33deg,-13.6242249516089
272.5GHz,-180,34deg,-16.9548162150855
272.5GHz,-180,35deg,-20.1912077360252
272.5GHz,-180,36deg,-19.7426204816263
272.5GHz,-180,37deg,-18.1795753052492
272.5GHz,-180,38deg,-18.0996256318975
272.5GHz,-180,39deg,-19.8934092904647
272.5GHz,-180,40deg,-22.03395274532
272.5GHz,-180,41deg,-18.6433707183894
272.5GHz,-180,42deg,-14.1425598780876
272.5GHz,-180,43deg,-11.0942749741999
272.5GHz,-180,44deg,-9.20797421019298
272.5GHz,-180,45deg,-8.16809421524252
272.5GHz,-180,46deg,-7.74378068059093
272.5GHz,-180,47deg,-7.71636028191301
272.5GHz,-180,48deg,-7.84030696136153
272.5GHz,-180,49deg,-7.88508366721155
272.5GHz,-180,50deg,-7.75655673951573
272.5GHz,-180,51deg,-7.55042037727038
272.5GHz,-180,52deg,-7.45016552190135
272.5GHz,-180,53deg,-7.61220762159036
272.5GHz,-180,54deg,-8.13697207232158
272.5GHz,-180,55deg,-9.08862709926614
272.5GHz,-180,56deg,-10.5176129428871
272.5GHz,-180,57deg,-12.4644956524467
272.5GHz,-180,58deg,-14.9054197109046
272.5GHz,-180,59deg,-17.5005885634706
272.5GHz,-180,60deg,-19.1444395939121
272.5GHz,-180,61deg,-19.0226215915655
272.5GHz,-180,62deg,-18.1898995144128
272.5GHz,-180,63deg,-17.6555312833051
272.5GHz,-180,64deg,-17.6732009537897
272.5GHz,-180,65deg,-18.1404811518249
272.5GHz,-180,66deg,-18.641419560489
272.5GHz,-180,67deg,-18.4256085298015
