Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,3.82140084717969
272.5GHz,-180,1deg,3.44852410254794
272.5GHz,-180,2deg,2.57280041660576
272.5GHz,-180,3deg,1.17381238772196
272.5GHz,-180,4deg,-0.820673920406323
272.5GHz,-180,5deg,-3.59384966714503
272.5GHz,-180,6deg,-7.55566538715429
272.5GHz,-180,7deg,-12.9795594814987
272.5GHz,-180,8deg,-13.0720040120469
272.5GHz,-180,9deg,-8.39055482670169
272.5GHz,-180,10deg,-5.33902316249208
272.5GHz,-180,11deg,-3.64476507434406
272.5GHz,-180,12deg,-2.98017563885586
272.5GHz,-180,13deg,-3.23572391303457
272.5GHz,-180,14deg,-4.41752407435891
272.5GHz,-180,15deg,-6.5906097478396
272.5GHz,-180,16deg,-9.71260964288709
272.5GHz,-180,17deg,-12.6829307141193
272.5GHz,-180,18deg,-12.7910300836197
272.5GHz,-180,19deg,-11.2191202686356
272.5GHz,-180,20deg,-10.0569825727109
272.5GHz,-180,21deg,-9.5238423928318
272.5GHz,-180,22deg,-9.43033450851395
272.5GHz,-180,23deg,-9.63432925904319
272.5GHz,-180,24deg,-10.1187698117147
272.5GHz,-180,25deg,-10.9861973114318
272.5GHz,-180,26deg,-12.3895158658659
272.5GHz,-180,27deg,-14.2839076603277
272.5GHz,-180,28deg,-15.6048977549234
272.5GHz,-180,29deg,-14.616062437377
272.5GHz,-180,30deg,-12.526404154216
272.5GHz,-180,31deg,-10.9494707654283
272.5GHz,-180,32deg,-10.2240229400049
272.5GHz,-180,33deg,-10.3117803292459
272.5GHz,-180,34deg,-11.1244441563302
272.5GHz,-180,35deg,-12.5524337483408
272.5GHz,-180,36deg,-14.3719608613576
272.5GHz,-180,37deg,-15.9961789634589
272.5GHz,-180,38deg,-16.4867656541665
272.5GHz,-180,39deg,-15.7307375045991
272.5GHz,-180,40deg,-14.5638500290883
272.5GHz,-180,41deg,-13.474672708716
272.5GHz,-180,42deg,-12.4717463255065
272.5GHz,-180,43deg,-11.4422312147106
272.5GHz,-180,44deg,-10.3909524956543
272.5GHz,-180,45deg,-9.45924811282148
272.5GHz,-180,46deg,-8.80582312454656
272.5GHz,-180,47deg,-8.52527660022803
272.5GHz,-180,48deg,-8.63628017273693
272.5GHz,-180,49deg,-9.08847446699935
272.5GHz,-180,50deg,-9.7640404819097
272.5GHz,-180,51deg,-10.4902210312282
272.5GHz,-180,52deg,-11.0984461591751
272.5GHz,-180,53deg,-11.5165350049991
272.5GHz,-180,54deg,-11.7944377944431
272.5GHz,-180,55deg,-12.030656939928
272.5GHz,-180,56deg,-12.3005314206544
272.5GHz,-180,57deg,-12.6475263682964
272.5GHz,-180,58deg,-13.1078904271359
272.5GHz,-180,59deg,-13.7279234570605
272.5GHz,-180,60deg,-14.5597354635493
272.5GHz,-180,61deg,-15.639207350249
272.5GHz,-180,62deg,-16.9432892695885
272.5GHz,-180,63deg,-18.30006186435
272.5GHz,-180,64deg,-19.2572900037041
272.5GHz,-180,65deg,-19.2196872309143
272.5GHz,-180,66deg,-18.1253248350467
272.5GHz,-180,67deg,-16.5030902840093
272.5GHz,-180,68deg,-14.80305238373
272.5GHz,-180,69deg,-13.2194173621369
272.5GHz,-180,70deg,-11.8150436341917
272.5GHz,-180,71deg,-10.6063081280173
272.5GHz,-180,72deg,-9.59347397445863
272.5GHz,-180,73deg,-8.76972950731217
272.5GHz,-180,74deg,-8.12409111407613
272.5GHz,-180,75deg,-7.64275653399322
272.5GHz,-180,76deg,-7.31000159425242
272.5GHz,-180,77deg,-7.10884114114779
272.5GHz,-180,78deg,-7.02152809547306
272.5GHz,-180,79deg,-7.02996327356198
272.5GHz,-180,80deg,-7.11609290295767
272.5GHz,-180,81deg,-7.26235676387589
272.5GHz,-180,82deg,-7.4522165920937
272.5GHz,-180,83deg,-7.67074584375083
272.5GHz,-180,84deg,-7.90520908656338
272.5GHz,-180,85deg,-8.14552150991205
272.5GHz,-180,86deg,-8.38447752163088
272.5GHz,-180,87deg,-8.61768134849457
272.5GHz,-180,88deg,-8.8431886197756
272.5GHz,-180,89deg,-9.06094431063724
272.5GHz,-180,90deg,-9.27214756993315
272.5GHz,-180,91deg,-9.47867481447829
272.5GHz,-180,92deg,-9.68265816639573
272.5GHz,-180,93deg,-9.88626709633206
272.5GHz,-180,94deg,-10.0916944698827
272.5GHz,-180,95deg,-10.3013120343108
272.5GHz,-180,96deg,-10.5179348454354
272.5GHz,-180,97deg,-10.7451167073128
272.5GHz,-180,98deg,-10.9873880946245
272.5GHz,-180,99deg,-11.2503446342508
272.5GHz,-180,100deg,-11.5404979239199
272.5GHz,-180,101deg,-11.8648085808834
272.5GHz,-180,102deg,-12.2298300756132
272.5GHz,-180,103deg,-12.6404035666796
272.5GHz,-180,104deg,-13.0978822452228
272.5GHz,-180,105deg,-13.5979934682705
272.5GHz,-180,106deg,-14.128781970976
272.5GHz,-180,107deg,-14.6697095576199
272.5GHz,-180,108deg,-15.1937060421851
272.5GHz,-180,109deg,-15.6738068623734
272.5GHz,-180,110deg,-16.093510174572
272.5GHz,-180,111deg,-16.4555600927842
272.5GHz,-180,112deg,-16.7820335216055
272.5GHz,-180,113deg,-17.1033246660743
272.5GHz,-180,114deg,-17.4409187618038
272.5GHz,-180,115deg,-17.7921240815546
272.5GHz,-180,116deg,-18.1252789593784
272.5GHz,-180,117deg,-18.3945191565724
272.5GHz,-180,118deg,-18.5759493403229
272.5GHz,-180,119deg,-18.7037536087472
272.5GHz,-180,120deg,-18.8727611893314
272.5GHz,-180,121deg,-19.2046822692558
272.5GHz,-180,122deg,-19.8047373096447
272.5GHz,-180,123deg,-20.7151151310979
272.5GHz,-180,124deg,-21.8308865899311
272.5GHz,-180,125deg,-22.7724280633119
272.5GHz,-180,126deg,-23.0155077243643
272.5GHz,-180,127deg,-22.5667008927744
272.5GHz,-180,128deg,-22.035988686902
272.5GHz,-180,129deg,-21.9598941963083
272.5GHz,-180,130deg,-22.5997007559179
272.5GHz,-180,131deg,-23.9483906479813
272.5GHz,-180,132deg,-25.3026522410477
272.5GHz,-180,133deg,-25.0079609126662
272.5GHz,-180,134deg,-23.2634741271316
272.5GHz,-180,135deg,-21.757877135394
272.5GHz,-180,136deg,-21.1487028126055
272.5GHz,-180,137deg,-21.5090317808861
272.5GHz,-180,138deg,-22.6432920882915
272.5GHz,-180,139deg,-23.7844560427862
272.5GHz,-180,140deg,-23.7543014642171
272.5GHz,-180,141deg,-22.8962575679205
272.5GHz,-180,142deg,-22.4955371119047
272.5GHz,-180,143deg,-23.2065087722039
272.5GHz,-180,144deg,-25.2784771437952
272.5GHz,-180,145deg,-28.4344014455001
272.5GHz,-180,146deg,-30.0592328955029
272.5GHz,-180,147deg,-28.9503180003759
272.5GHz,-180,148deg,-28.4686438441398
272.5GHz,-180,149deg,-29.3786657389122
272.5GHz,-180,150deg,-30.1475512866246
272.5GHz,-180,151deg,-29.041060987824
272.5GHz,-180,152deg,-27.9772225360929
272.5GHz,-180,153deg,-28.6685245592998
272.5GHz,-180,154deg,-31.8154381763653
272.5GHz,-180,155deg,-34.9896525670702
272.5GHz,-180,156deg,-31.4791250793641
272.5GHz,-180,157deg,-29.2911486698175
272.5GHz,-180,158deg,-29.9415070583084
272.5GHz,-180,159deg,-31.3103668520793
272.5GHz,-180,160deg,-27.9276844396084
272.5GHz,-180,161deg,-24.2170060918185
272.5GHz,-180,162deg,-22.4306772993289
272.5GHz,-180,163deg,-22.3121336339503
272.5GHz,-180,164deg,-23.3255553572643
272.5GHz,-180,165deg,-24.2210719149629
272.5GHz,-180,166deg,-23.7755268223879
272.5GHz,-180,167deg,-22.8035930832236
272.5GHz,-180,168deg,-22.1323796569187
272.5GHz,-180,169deg,-21.7002399570276
272.5GHz,-180,170deg,-21.5769029748628
272.5GHz,-180,171deg,-22.4149469310029
272.5GHz,-180,172deg,-25.2341464871939
272.5GHz,-180,173deg,-29.3852220434469
272.5GHz,-180,174deg,-24.708342881369
272.5GHz,-180,175deg,-20.0917280244465
272.5GHz,-180,176deg,-17.811631204808
272.5GHz,-180,177deg,-17.0742973370748
272.5GHz,-180,178deg,-17.3389862747923
272.5GHz,-180,179deg,-18.0790296992085
272.5GHz,-180,180deg,-18.748761391659
272.5GHz,-179,0deg,3.82140084717969
272.5GHz,-179,1deg,3.42392847272073
272.5GHz,-179,2deg,2.52707157627984
272.5GHz,-179,3deg,1.11295056865586
272.5GHz,-179,4deg,-0.887443738606396
272.5GHz,-179,5deg,-3.65052492785156
272.5GHz,-179,6deg,-7.56277633347504
272.5GHz,-179,7deg,-12.8290787059343
272.5GHz,-179,8deg,-13.0977893926632
272.5GHz,-179,9deg,-8.58994976402076
272.5GHz,-179,10deg,-5.57562661757292
272.5GHz,-179,11deg,-3.89327069492816
272.5GHz,-179,12deg,-3.22506736227355
272.5GHz,-179,13deg,-3.45411745197114
272.5GHz,-179,14deg,-4.56859339928349
272.5GHz,-179,15deg,-6.59820970877659
272.5GHz,-179,16deg,-9.45604069596441
272.5GHz,-179,17deg,-12.235418261126
272.5GHz,-179,18deg,-12.77581098484
272.5GHz,-179,19deg,-11.5555449247639
272.5GHz,-179,20deg,-10.4255559643194
272.5GHz,-179,21deg,-9.7793631724873
272.5GHz,-179,22deg,-9.50783890717962
272.5GHz,-179,23deg,-9.49965312017566
272.5GHz,-179,24deg,-9.73720653397562
272.5GHz,-179,25deg,-10.2908818726402
272.5GHz,-179,26deg,-11.2627719545638
