Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.57460979256078
272.5GHz,-180,1deg,4.33219268477775
272.5GHz,-180,2deg,3.69995343447556
272.5GHz,-180,3deg,2.67260685610194
272.5GHz,-180,4deg,1.2266664182441
272.5GHz,-180,5deg,-0.70238780266924
272.5GHz,-180,6deg,-3.25896024663496
272.5GHz,-180,7deg,-6.72014001958541
272.5GHz,-180,8deg,-11.2642293367148
272.5GHz,-180,9deg,-13.490959065594
272.5GHz,-180,10deg,-10.2595996608063
272.5GHz,-180,11deg,-7.45650897819884
272.5GHz,-180,12deg,-5.9955428132258
272.5GHz,-180,13deg,-5.65744492464183
272.5GHz,-180,14deg,-6.35065216807199
272.5GHz,-180,15deg,-8.13892981275774
272.5GHz,-180,16deg,-11.2818340187397
272.5GHz,-180,17deg,-16.3368668473742
272.5GHz,-180,18deg,-21.6400169601193
272.5GHz,-180,19deg,-18.4807522340994
272.5GHz,-180,20deg,-15.3651887036467
272.5GHz,-180,21deg,-13.9352570054382
272.5GHz,-180,22deg,-13.5270164040055
272.5GHz,-180,23deg,-13.8010897952461
272.5GHz,-180,24deg,-14.6504672861233
272.5GHz,-180,25deg,-16.1480105317811
272.5GHz,-180,26deg,-18.4997655956649
272.5GHz,-180,27deg,-21.3657138726759
272.5GHz,-180,28deg,-20.840037936944
272.5GHz,-180,29deg,-16.8785446375673
272.5GHz,-180,30deg,-13.5759531192276
272.5GHz,-180,31deg,-11.3878021593561
272.5GHz,-180,32deg,-10.1157203004596
272.5GHz,-180,33deg,-9.59983094732766
272.5GHz,-180,34deg,-9.72923513113001
272.5GHz,-180,35deg,-10.4070978157925
272.5GHz,-180,36deg,-11.500581554772
272.5GHz,-180,37deg,-12.7450335895509
272.5GHz,-180,38deg,-13.6350564067326
272.5GHz,-180,39deg,-13.6455126036812
272.5GHz,-180,40deg,-12.8506080417267
272.5GHz,-180,41deg,-11.7943329625776
272.5GHz,-180,42deg,-10.8798546881943
272.5GHz,-180,43deg,-10.2658331102191
272.5GHz,-180,44deg,-9.98725427170417
272.5GHz,-180,45deg,-10.0346354013934
272.5GHz,-180,46deg,-10.3852802017538
272.5GHz,-180,47deg,-11.0094477797113
272.5GHz,-180,48deg,-11.8590187977643
272.5GHz,-180,49deg,-12.8412460413848
272.5GHz,-180,50deg,-13.7953313964163
272.5GHz,-180,51deg,-14.5281735861486
272.5GHz,-180,52deg,-14.9486847221492
272.5GHz,-180,53deg,-15.1671985456906
272.5GHz,-180,54deg,-15.4094297332865
272.5GHz,-180,55deg,-15.8786052448439
272.5GHz,-180,56deg,-16.7144818386157
272.5GHz,-180,57deg,-18.0195911204707
272.5GHz,-180,58deg,-19.8866845313033
272.5GHz,-180,59deg,-22.3394386444323
272.5GHz,-180,60deg,-24.7958416085843
272.5GHz,-180,61deg,-25.0130645015502
272.5GHz,-180,62deg,-22.6854028470122
272.5GHz,-180,63deg,-20.148070866843
272.5GHz,-180,64deg,-18.149036539776
272.5GHz,-180,65deg,-16.6707443061013
272.5GHz,-180,66deg,-15.597406780241
272.5GHz,-180,67deg,-14.8198878476064
272.5GHz,-180,68deg,-14.2417527260304
272.5GHz,-180,69deg,-13.7786185316823
272.5GHz,-180,70deg,-13.363474613132
272.5GHz,-180,71deg,-12.9550792244347
272.5GHz,-180,72deg,-12.5417946429337
272.5GHz,-180,73deg,-12.1360283918686
272.5GHz,-180,74deg,-11.7621245652609
272.5GHz,-180,75deg,-11.4446544581047
272.5GHz,-180,76deg,-11.2014942182081
272.5GHz,-180,77deg,-11.041722253721
272.5GHz,-180,78deg,-10.9663577697331
272.5GHz,-180,79deg,-10.9701509196747
272.5GHz,-180,80deg,-11.0434703412909
272.5GHz,-180,81deg,-11.1739670223232
272.5GHz,-180,82deg,-11.3479937439505
272.5GHz,-180,83deg,-11.5518369772306
272.5GHz,-180,84deg,-11.7727879131161
272.5GHz,-180,85deg,-12.000018240298
272.5GHz,-180,86deg,-12.2251847421538
272.5GHz,-180,87deg,-12.4426937197672
272.5GHz,-180,88deg,-12.6496131943808
272.5GHz,-180,89deg,-12.8453009144204
272.5GHz,-180,90deg,-13.0308795958545
272.5GHz,-180,91deg,-13.2087093186154
272.5GHz,-180,92deg,-13.381978361131
272.5GHz,-180,93deg,-13.5544768429629
272.5GHz,-180,94deg,-13.7305563895998
272.5GHz,-180,95deg,-13.915230177846
272.5GHz,-180,96deg,-14.1143370456988
272.5GHz,-180,97deg,-14.3346790894637
272.5GHz,-180,98deg,-14.584038464041
272.5GHz,-180,99deg,-14.8709775103747
272.5GHz,-180,100deg,-15.2043162710943
272.5GHz,-180,101deg,-15.5921523124793
272.5GHz,-180,102deg,-16.0402368952444
272.5GHz,-180,103deg,-16.5494766124179
272.5GHz,-180,104deg,-17.1124023122344
272.5GHz,-180,105deg,-17.708927444131
272.5GHz,-180,106deg,-18.3030997920219
272.5GHz,-180,107deg,-18.8449650427857
272.5GHz,-180,108deg,-19.2829365652526
272.5GHz,-180,109deg,-19.5865967245426
272.5GHz,-180,110deg,-19.7667336538536
272.5GHz,-180,111deg,-19.8746730495641
272.5GHz,-180,112deg,-19.9798943772315
272.5GHz,-180,113deg,-20.1427887816677
272.5GHz,-180,114deg,-20.3961760326157
272.5GHz,-180,115deg,-20.7375264486602
272.5GHz,-180,116deg,-21.1314792064394
272.5GHz,-180,117deg,-21.5273611616306
272.5GHz,-180,118deg,-21.8943002829475
272.5GHz,-180,119deg,-22.2570840539607
272.5GHz,-180,120deg,-22.701832363883
272.5GHz,-180,121deg,-23.3435940842334
272.5GHz,-180,122deg,-24.2735789645739
272.5GHz,-180,123deg,-25.4795631536591
272.5GHz,-180,124deg,-26.6967012200884
272.5GHz,-180,125deg,-27.3319373196885
272.5GHz,-180,126deg,-27.057102684606
272.5GHz,-180,127deg,-26.4010404253885
272.5GHz,-180,128deg,-26.0616642144025
272.5GHz,-180,129deg,-26.4213476179701
272.5GHz,-180,130deg,-27.6071998387475
272.5GHz,-180,131deg,-29.2525322943016
272.5GHz,-180,132deg,-29.6324258736837
272.5GHz,-180,133deg,-27.801828964515
272.5GHz,-180,134deg,-25.7239822878826
272.5GHz,-180,135deg,-24.4671092343394
272.5GHz,-180,136deg,-24.1600984207021
272.5GHz,-180,137deg,-24.7023102652587
272.5GHz,-180,138deg,-25.7923109938496
272.5GHz,-180,139deg,-26.7615624978275
272.5GHz,-180,140deg,-27.0252825212375
272.5GHz,-180,141deg,-27.022760131526
272.5GHz,-180,142deg,-27.6070698417597
272.5GHz,-180,143deg,-29.2210486456078
272.5GHz,-180,144deg,-31.5520837517498
272.5GHz,-180,145deg,-32.7108594600742
272.5GHz,-180,146deg,-32.0818738475446
272.5GHz,-180,147deg,-31.8432155601639
272.5GHz,-180,148deg,-32.2485526748715
272.5GHz,-180,149deg,-31.1915524899643
272.5GHz,-180,150deg,-28.6719156981768
272.5GHz,-180,151deg,-26.8872123942801
272.5GHz,-180,152deg,-26.5824645233117
272.5GHz,-180,153deg,-27.8749453078048
272.5GHz,-180,154deg,-30.421023744529
272.5GHz,-180,155deg,-31.8960252746595
272.5GHz,-180,156deg,-31.1936746366639
272.5GHz,-180,157deg,-31.7908409088965
272.5GHz,-180,158deg,-36.1817110247224
272.5GHz,-180,159deg,-36.9400169756399
272.5GHz,-180,160deg,-29.3843842299613
272.5GHz,-180,161deg,-25.8542125694568
272.5GHz,-180,162deg,-24.7521438407483
272.5GHz,-180,163deg,-25.3283313281188
272.5GHz,-180,164deg,-26.649070689641
272.5GHz,-180,165deg,-26.7445327050603
