Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,5.32491179874061
272.5GHz,-180,1deg,5.04105264081397
272.5GHz,-180,2deg,4.34695106404481
272.5GHz,-180,3deg,3.24414445039876
272.5GHz,-180,4deg,1.71537579790759
272.5GHz,-180,5deg,-0.292129695045523
272.5GHz,-180,6deg,-2.89058522864387
272.5GHz,-180,7deg,-6.23924540947948
272.5GHz,-180,8deg,-10.0072713894002
272.5GHz,-180,9deg,-10.9964648603808
272.5GHz,-180,10deg,-8.47672573996121
272.5GHz,-180,11deg,-6.2237329840107
272.5GHz,-180,12deg,-5.00383857958018
272.5GHz,-180,13deg,-4.72912818947732
272.5GHz,-180,14deg,-5.29831828973713
272.5GHz,-180,15deg,-6.63820453931265
272.5GHz,-180,16deg,-8.65284595249968
272.5GHz,-180,17deg,-11.1240410548186
272.5GHz,-180,18deg,-13.5623571030664
272.5GHz,-180,19deg,-15.2594526227011
272.5GHz,-180,20deg,-15.9075349967797
272.5GHz,-180,21deg,-15.8930527292712
272.5GHz,-180,22deg,-15.7461402226265
272.5GHz,-180,23deg,-15.8336556525035
272.5GHz,-180,24deg,-16.4030237578972
272.5GHz,-180,25deg,-17.7002901582585
272.5GHz,-180,26deg,-20.0257211945804
272.5GHz,-180,27deg,-22.7825831684536
272.5GHz,-180,28deg,-21.2233189040336
272.5GHz,-180,29deg,-17.0952459467258
272.5GHz,-180,30deg,-14.1139567966107
272.5GHz,-180,31deg,-12.400790807106
272.5GHz,-180,32deg,-11.7413339532808
272.5GHz,-180,33deg,-12.0014584240309
272.5GHz,-180,34deg,-13.0984658821495
272.5GHz,-180,35deg,-14.9350666520206
272.5GHz,-180,36deg,-17.2564719353662
272.5GHz,-180,37deg,-19.3538736634865
272.5GHz,-180,38deg,-20.1046422152888
272.5GHz,-180,39deg,-19.2862382519562
272.5GHz,-180,40deg,-17.7441820409
272.5GHz,-180,41deg,-16.1499304280529
272.5GHz,-180,42deg,-14.8039182975582
272.5GHz,-180,43deg,-13.8025201694603
272.5GHz,-180,44deg,-13.1350131166324
272.5GHz,-180,45deg,-12.7410109567113
272.5GHz,-180,46deg,-12.5471878428646
272.5GHz,-180,47deg,-12.48483619873
272.5GHz,-180,48deg,-12.4890836297167
272.5GHz,-180,49deg,-12.4927391043086
272.5GHz,-180,50deg,-12.4374909541467
272.5GHz,-180,51deg,-12.3071830864778
272.5GHz,-180,52deg,-12.1504731668505
272.5GHz,-180,53deg,-12.0621541180947
272.5GHz,-180,54deg,-12.1414857045875
272.5GHz,-180,55deg,-12.4629915688844
272.5GHz,-180,56deg,-13.0664878291416
272.5GHz,-180,57deg,-13.9504749933601
272.5GHz,-180,58deg,-15.0483651423198
272.5GHz,-180,59deg,-16.1727186745459
272.5GHz,-180,60deg,-16.9712467559215
272.5GHz,-180,61deg,-17.0871634504821
272.5GHz,-180,62deg,-16.5220309251768
272.5GHz,-180,63deg,-15.6117903959414
272.5GHz,-180,64deg,-14.6608779113351
272.5GHz,-180,65deg,-13.8067210129472
272.5GHz,-180,66deg,-13.0747361196797
272.5GHz,-180,67deg,-12.442041395806
272.5GHz,-180,68deg,-11.8739435518443
272.5GHz,-180,69deg,-11.3428941152949
272.5GHz,-180,70deg,-10.8365938631353
272.5GHz,-180,71deg,-10.3577060119455
272.5GHz,-180,72deg,-9.91816282514321
272.5GHz,-180,73deg,-9.53217626400556
272.5GHz,-180,74deg,-9.21106249573719
272.5GHz,-180,75deg,-8.96081401566775
272.5GHz,-180,76deg,-8.78183344369538
272.5GHz,-180,77deg,-8.66985583316604
272.5GHz,-180,78deg,-8.61732082352253
272.5GHz,-180,79deg,-8.61479050975416
272.5GHz,-180,80deg,-8.65223087518534
272.5GHz,-180,81deg,-8.72007447910997
272.5GHz,-180,82deg,-8.81001389292232
272.5GHz,-180,83deg,-8.91549000350333
272.5GHz,-180,84deg,-9.03186453374033
272.5GHz,-180,85deg,-9.15630548727917
272.5GHz,-180,86deg,-9.2874548606396
272.5GHz,-180,87deg,-9.42497363580021
272.5GHz,-180,88deg,-9.56906158850091
272.5GHz,-180,89deg,-9.72003242231204
272.5GHz,-180,90deg,-9.87799911984105
272.5GHz,-180,91deg,-10.0427009923835
272.5GHz,-180,92deg,-10.2134881148775
272.5GHz,-180,93deg,-10.3894695472277
272.5GHz,-180,94deg,-10.5698232690961
272.5GHz,-180,95deg,-10.7542511702949
272.5GHz,-180,96deg,-10.9435375057215
272.5GHz,-180,97deg,-11.1401359946582
272.5GHz,-180,98deg,-11.3486788529773
272.5GHz,-180,99deg,-11.5762839510443
272.5GHz,-180,100deg,-11.8325419397608
272.5GHz,-180,101deg,-12.1290858119115
272.5GHz,-180,102deg,-12.4786545808883
272.5GHz,-180,103deg,-12.8935250682225
272.5GHz,-180,104deg,-13.3830782365663
272.5GHz,-180,105deg,-13.9501199261213
272.5GHz,-180,106deg,-14.5855756038086
272.5GHz,-180,107deg,-15.2618854184419
272.5GHz,-180,108deg,-15.9279403208665
272.5GHz,-180,109deg,-16.513163719286
272.5GHz,-180,110deg,-16.9502673553302
272.5GHz,-180,111deg,-17.2126993621003
272.5GHz,-180,112deg,-17.3377300919003
272.5GHz,-180,113deg,-17.4102251639671
272.5GHz,-180,114deg,-17.522602493842
272.5GHz,-180,115deg,-17.7429672743563
272.5GHz,-180,116deg,-18.1018982629337
272.5GHz,-180,117deg,-18.5917134038038
272.5GHz,-180,118deg,-19.1749111386963
272.5GHz,-180,119deg,-19.8060367275035
272.5GHz,-180,120deg,-20.4665086776856
272.5GHz,-180,121deg,-21.1911277358054
272.5GHz,-180,122deg,-22.0543198569803
272.5GHz,-180,123deg,-23.1008332992989
272.5GHz,-180,124deg,-24.2129794477957
272.5GHz,-180,125deg,-24.9678734866822
272.5GHz,-180,126deg,-24.895294626369
272.5GHz,-180,127deg,-24.1945984283958
272.5GHz,-180,128deg,-23.5445487992643
272.5GHz,-180,129deg,-23.4530568223893
272.5GHz,-180,130deg,-24.2186345845393
272.5GHz,-180,131deg,-26.0706794263985
272.5GHz,-180,132deg,-28.8502983566366
272.5GHz,-180,133deg,-29.7231488413276
272.5GHz,-180,134deg,-26.9504322402058
272.5GHz,-180,135deg,-24.4365262479085
272.5GHz,-180,136deg,-23.2418562190346
272.5GHz,-180,137deg,-23.350452298797
272.5GHz,-180,138deg,-24.7624243666325
272.5GHz,-180,139deg,-27.3977129487881
272.5GHz,-180,140deg,-29.8590351815069
272.5GHz,-180,141deg,-29.4058598934023
272.5GHz,-180,142deg,-28.300810922604
272.5GHz,-180,143deg,-28.8752281082484
272.5GHz,-180,144deg,-32.1246282947882
272.5GHz,-180,145deg,-40.0471868056608
272.5GHz,-180,146deg,-37.039063371065
272.5GHz,-180,147deg,-32.3973436262558
272.5GHz,-180,148deg,-31.9947319091106
272.5GHz,-180,149deg,-33.635552763718
272.5GHz,-180,150deg,-31.2178911514047
272.5GHz,-180,151deg,-26.9855650507329
272.5GHz,-180,152deg,-24.7066378820042
272.5GHz,-180,153deg,-24.3964058835235
272.5GHz,-180,154deg,-25.941339481751
272.5GHz,-180,155deg,-28.7938772260506
272.5GHz,-180,156deg,-29.5506739360813
272.5GHz,-180,157deg,-27.9588204634215
272.5GHz,-180,158deg,-28.003038059093
272.5GHz,-180,159deg,-30.9940882515018
272.5GHz,-180,160deg,-33.4219446910103
272.5GHz,-180,161deg,-27.7990963071281
272.5GHz,-180,162deg,-24.1712069301442
272.5GHz,-180,163deg,-22.7126705055631
272.5GHz,-180,164deg,-22.5699460612624
272.5GHz,-180,165deg,-22.9700519897256
272.5GHz,-180,166deg,-23.3250528389596
272.5GHz,-180,167deg,-23.6694020519892
272.5GHz,-180,168deg,-24.1389485734268
272.5GHz,-180,169deg,-24.2715223775245
272.5GHz,-180,170deg,-23.9986544456501
272.5GHz,-180,171deg,-24.5098398790479
272.5GHz,-180,172deg,-27.2176413210401
272.5GHz,-180,173deg,-29.4239357808624
272.5GHz,-180,174deg,-23.2910244846368
272.5GHz,-180,175deg,-18.8249764352544
272.5GHz,-180,176deg,-16.5020792643195
272.5GHz,-180,177deg,-15.618049246353
272.5GHz,-180,178deg,-15.6977462103872
272.5GHz,-180,179deg,-16.2644712180001
272.5GHz,-180,180deg,-16.8299886092215
272.5GHz,-179,0deg,5.32491179874061
272.5GHz,-179,1deg,5.01668826169468
272.5GHz,-179,2deg,4.3019242858976
272.5GHz,-179,3deg,3.18453872233493
272.5GHz,-179,4deg,1.64985120803373
272.5GHz,-179,5deg,-0.352257968394074
272.5GHz,-179,6deg,-2.93144631725165
272.5GHz,-179,7deg,-6.2487933682473
272.5GHz,-179,8deg,-10.030160757133
272.5GHz,-179,9deg,-11.2234717301516
272.5GHz,-179,10deg,-8.77454319919932
272.5GHz,-179,11deg,-6.48852315495641
272.5GHz,-179,12deg,-5.21953636149496
272.5GHz,-179,13deg,-4.87709976946998
272.5GHz,-179,14deg,-5.34213291697407
272.5GHz,-179,15deg,-6.51957748654061
272.5GHz,-179,16deg,-8.30034580630818
272.5GHz,-179,17deg,-10.5101938512444
272.5GHz,-179,18deg,-12.8567936461926
272.5GHz,-179,19deg,-14.9116727770781
272.5GHz,-179,20deg,-16.2320221670368
