Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,-0.494505368582907
272.5GHz,-180,1deg,-0.429497038108564
272.5GHz,-180,2deg,-0.275688367375815
272.5GHz,-180,3deg,-0.0892794586179629
272.5GHz,-180,4deg,0.0698506182238336
272.5GHz,-180,5deg,0.173483811235854
272.5GHz,-180,6deg,0.228234897905502
272.5GHz,-180,7deg,0.247999691242545
272.5GHz,-180,8deg,0.224095189254777
272.5GHz,-180,9deg,0.11855838859416
272.5GHz,-180,10deg,-0.123750708038009
272.5GHz,-180,11deg,-0.564228146928119
272.5GHz,-180,12deg,-1.2649892290145
272.5GHz,-180,13deg,-2.27612929873806
272.5GHz,-180,14deg,-3.60333011609437
272.5GHz,-180,15deg,-5.15374372732154
272.5GHz,-180,16deg,-6.69534919296756
272.5GHz,-180,17deg,-7.94400638277872
272.5GHz,-180,18deg,-8.78758836240627
272.5GHz,-180,19deg,-9.30262099281908
272.5GHz,-180,20deg,-9.52741555884773
272.5GHz,-180,21deg,-9.42983860281141
272.5GHz,-180,22deg,-9.06513386526673
272.5GHz,-180,23deg,-8.59787684619246
272.5GHz,-180,24deg,-8.20106546267342
272.5GHz,-180,25deg,-8.01566689288333
272.5GHz,-180,26deg,-8.159081310536
272.5GHz,-180,27deg,-8.71805143334192
272.5GHz,-180,28deg,-9.72170062386508
272.5GHz,-180,29deg,-11.1110116133293
272.5GHz,-180,30deg,-12.7322577059081
272.5GHz,-180,31deg,-14.4070241158558
272.5GHz,-180,32deg,-16.0478343922342
272.5GHz,-180,33deg,-17.6257790361346
272.5GHz,-180,34deg,-19.0515030179053
272.5GHz,-180,35deg,-20.4117682220095
272.5GHz,-180,36deg,-22.3748144766515
272.5GHz,-180,37deg,-26.1875284527805
272.5GHz,-180,38deg,-30.6149805500684
272.5GHz,-180,39deg,-25.0651200872943
272.5GHz,-180,40deg,-20.7550196362104
272.5GHz,-180,41deg,-18.6803181020752
272.5GHz,-180,42deg,-17.8106019167335
272.5GHz,-180,43deg,-17.0399122879565
272.5GHz,-180,44deg,-15.4173680962591
272.5GHz,-180,45deg,-13.2658720809827
272.5GHz,-180,46deg,-11.3868303338285
272.5GHz,-180,47deg,-10.1219813875948
272.5GHz,-180,48deg,-9.51551668972122
272.5GHz,-180,49deg,-9.52468815339433
272.5GHz,-180,50deg,-10.0873233937147
272.5GHz,-180,51deg,-11.1238990158596
272.5GHz,-180,52deg,-12.4944266286249
272.5GHz,-180,53deg,-13.8936835826746
272.5GHz,-180,54deg,-14.7767196412847
272.5GHz,-180,55deg,-14.7253120869827
272.5GHz,-180,56deg,-14.0036026661552
272.5GHz,-180,57deg,-13.187146597949
272.5GHz,-180,58deg,-12.6399482334409
272.5GHz,-180,59deg,-12.5143481625698
272.5GHz,-180,60deg,-12.8676259551202
272.5GHz,-180,61deg,-13.7074741571484
272.5GHz,-180,62deg,-14.9444403997862
272.5GHz,-180,63deg,-16.1834194266073
272.5GHz,-180,64deg,-16.5100551967111
272.5GHz,-180,65deg,-15.3828012527123
272.5GHz,-180,66deg,-13.5359263213476
272.5GHz,-180,67deg,-11.7294481970089
272.5GHz,-180,68deg,-10.2116570496126
272.5GHz,-180,69deg,-9.00088996915111
272.5GHz,-180,70deg,-8.05892434925702
272.5GHz,-180,71deg,-7.34256618071892
272.5GHz,-180,72deg,-6.81514992807003
272.5GHz,-180,73deg,-6.44734817932668
272.5GHz,-180,74deg,-6.21550750435473
272.5GHz,-180,75deg,-6.09973649758123
272.5GHz,-180,76deg,-6.08233513213428
272.5GHz,-180,77deg,-6.14669329436581
272.5GHz,-180,78deg,-6.27665590606743
272.5GHz,-180,79deg,-6.45631930058715
272.5GHz,-180,80deg,-6.67021247607356
272.5GHz,-180,81deg,-6.90379536273118
272.5GHz,-180,82deg,-7.14416358219945
272.5GHz,-180,83deg,-7.38079609910071
272.5GHz,-180,84deg,-7.6061489428246
272.5GHz,-180,85deg,-7.81591872034101
272.5GHz,-180,86deg,-8.008885009746
272.5GHz,-180,87deg,-8.18636288880417
272.5GHz,-180,88deg,-8.35140231728914
272.5GHz,-180,89deg,-8.50791678851194
272.5GHz,-180,90deg,-8.65990356235423
272.5GHz,-180,91deg,-8.81085898428449
272.5GHz,-180,92deg,-8.96343042237584
272.5GHz,-180,93deg,-9.11930376350005
272.5GHz,-180,94deg,-9.27930599542414
272.5GHz,-180,95deg,-9.44369718838487
272.5GHz,-180,96deg,-9.6126222489381
272.5GHz,-180,97deg,-9.78668007558561
272.5GHz,-180,98deg,-9.96754325756923
272.5GHz,-180,99deg,-10.1585312549365
272.5GHz,-180,100deg,-10.3650170419621
272.5GHz,-180,101deg,-10.5945440774441
272.5GHz,-180,102deg,-10.8565492157714
272.5GHz,-180,103deg,-11.16161349209
272.5GHz,-180,104deg,-11.5201720765978
272.5GHz,-180,105deg,-11.9405920107293
272.5GHz,-180,106deg,-12.4264975811348
272.5GHz,-180,107deg,-12.9733035579354
272.5GHz,-180,108deg,-13.5643736230867
272.5GHz,-180,109deg,-14.1684444044386
272.5GHz,-180,110deg,-14.7419021696475
272.5GHz,-180,111deg,-15.2401615631032
272.5GHz,-180,112deg,-15.6373822232619
272.5GHz,-180,113deg,-15.9431216002346
272.5GHz,-180,114deg,-16.2012142061962
272.5GHz,-180,115deg,-16.4700042123219
272.5GHz,-180,116deg,-16.7979517912958
272.5GHz,-180,117deg,-17.2074059989115
272.5GHz,-180,118deg,-17.6909226165095
272.5GHz,-180,119deg,-18.2214107896813
272.5GHz,-180,120deg,-18.7751967948787
272.5GHz,-180,121deg,-19.3557913606543
272.5GHz,-180,122deg,-19.9930808507968
272.5GHz,-180,123deg,-20.699140713359
272.5GHz,-180,124deg,-21.388266816697
272.5GHz,-180,125deg,-21.8266545819984
272.5GHz,-180,126deg,-21.7795739720818
272.5GHz,-180,127deg,-21.3241986757244
272.5GHz,-180,128deg,-20.8322867958116
272.5GHz,-180,129deg,-20.6614774025173
272.5GHz,-180,130deg,-21.0216878252553
272.5GHz,-180,131deg,-21.9723758051326
272.5GHz,-180,132deg,-23.3173238041578
272.5GHz,-180,133deg,-24.3430423929453
272.5GHz,-180,134deg,-24.2721156057269
272.5GHz,-180,135deg,-23.6049153990536
272.5GHz,-180,136deg,-23.3593416375135
272.5GHz,-180,137deg,-24.060918401924
272.5GHz,-180,138deg,-25.7714677709665
272.5GHz,-180,139deg,-27.3861590752848
272.5GHz,-180,140deg,-26.4674200602896
272.5GHz,-180,141deg,-24.3635302675487
272.5GHz,-180,142deg,-23.1437595596532
272.5GHz,-180,143deg,-23.1741173412327
272.5GHz,-180,144deg,-24.2509983797275
272.5GHz,-180,145deg,-25.4095467179207
272.5GHz,-180,146deg,-25.1129944315052
272.5GHz,-180,147deg,-24.03089179658
272.5GHz,-180,148deg,-23.7597611495025
272.5GHz,-180,149deg,-25.0006913975031
272.5GHz,-180,150deg,-28.194994035964
272.5GHz,-180,151deg,-32.9698733496677
272.5GHz,-180,152deg,-32.7693312385391
272.5GHz,-180,153deg,-29.8987989097518
272.5GHz,-180,154deg,-27.8227743387678
272.5GHz,-180,155deg,-25.2885529380047
272.5GHz,-180,156deg,-22.6902059465151
272.5GHz,-180,157deg,-20.98477085339
272.5GHz,-180,158deg,-20.4746447971722
272.5GHz,-180,159deg,-21.0671746937909
272.5GHz,-180,160deg,-22.2308349777336
272.5GHz,-180,161deg,-22.8881465632401
272.5GHz,-180,162deg,-22.7582180675057
272.5GHz,-180,163deg,-22.7990959173841
272.5GHz,-180,164deg,-23.3710045927597
272.5GHz,-180,165deg,-23.7954119613199
272.5GHz,-180,166deg,-23.6187972158871
272.5GHz,-180,167deg,-23.5877561865956
272.5GHz,-180,168deg,-23.8746671609826
272.5GHz,-180,169deg,-22.9296839196729
272.5GHz,-180,170deg,-20.627730033899
272.5GHz,-180,171deg,-18.8581767008826
272.5GHz,-180,172deg,-18.4084440865034
272.5GHz,-180,173deg,-19.3958141760986
272.5GHz,-180,174deg,-21.6913528491305
272.5GHz,-180,175deg,-24.4732821462321
272.5GHz,-180,176deg,-26.125350821882
272.5GHz,-180,177deg,-26.6286312887715
272.5GHz,-180,178deg,-25.5662402254863
272.5GHz,-180,179deg,-22.7637245961901
272.5GHz,-180,180deg,-20.4653514817338
272.5GHz,-179,0deg,-0.494505368582906
272.5GHz,-179,1deg,-0.450636043667313
272.5GHz,-179,2deg,-0.32342421850907
