Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.93738815759518
272.5GHz,-180,1deg,4.59391146758649
272.5GHz,-180,2deg,3.9555127652798
272.5GHz,-180,3deg,3.06492545651241
272.5GHz,-180,4deg,1.95835342283891
272.5GHz,-180,5deg,0.653597291491247
272.5GHz,-180,6deg,-0.861772093075121
272.5GHz,-180,7deg,-2.62278856718894
272.5GHz,-180,8deg,-4.62565736734643
272.5GHz,-180,9deg,-6.68056693207302
272.5GHz,-180,10deg,-8.30473596919643
272.5GHz,-180,11deg,-9.16553534370695
272.5GHz,-180,12deg,-9.66208663909492
272.5GHz,-180,13deg,-10.3780356975689
272.5GHz,-180,14deg,-11.4728321101659
272.5GHz,-180,15deg,-12.6065331010922
272.5GHz,-180,16deg,-13.1806927408594
272.5GHz,-180,17deg,-13.0085179262191
272.5GHz,-180,18deg,-12.398577084988
272.5GHz,-180,19deg,-11.5966854760843
272.5GHz,-180,20deg,-10.7401678540136
272.5GHz,-180,21deg,-10.0051471663902
272.5GHz,-180,22deg,-9.57051865143052
272.5GHz,-180,23deg,-9.54715154460233
272.5GHz,-180,24deg,-9.96026280524265
272.5GHz,-180,25deg,-10.7234529887868
272.5GHz,-180,26deg,-11.5493008634613
272.5GHz,-180,27deg,-11.9296969565768
272.5GHz,-180,28deg,-11.58434208364
272.5GHz,-180,29deg,-10.8903798326558
272.5GHz,-180,30deg,-10.413345645243
272.5GHz,-180,31deg,-10.4965709489245
272.5GHz,-180,32deg,-11.3103892048842
272.5GHz,-180,33deg,-12.9491611143108
272.5GHz,-180,34deg,-15.3745050543886
272.5GHz,-180,35deg,-17.9377801549593
272.5GHz,-180,36deg,-18.9570063984056
272.5GHz,-180,37deg,-18.4176954889273
272.5GHz,-180,38deg,-17.9272668817038
272.5GHz,-180,39deg,-17.7887105238055
272.5GHz,-180,40deg,-17.2836218336637
272.5GHz,-180,41deg,-15.9391897087057
272.5GHz,-180,42deg,-14.3220978247401
272.5GHz,-180,43deg,-13.0659430786881
272.5GHz,-180,44deg,-12.3678946195838
272.5GHz,-180,45deg,-12.1512384334956
272.5GHz,-180,46deg,-12.1611987256288
272.5GHz,-180,47deg,-12.0223543691511
272.5GHz,-180,48deg,-11.4732528257696
272.5GHz,-180,49deg,-10.6147500938237
272.5GHz,-180,50deg,-9.75647820108193
272.5GHz,-180,51deg,-9.14213810687096
272.5GHz,-180,52deg,-8.8934876928045
272.5GHz,-180,53deg,-9.06281556325773
272.5GHz,-180,54deg,-9.67866023156138
272.5GHz,-180,55deg,-10.7675666816816
272.5GHz,-180,56deg,-12.3536362430993
272.5GHz,-180,57deg,-14.4114909666484
272.5GHz,-180,58deg,-16.6704320478612
272.5GHz,-180,59deg,-18.2225559972756
272.5GHz,-180,60deg,-18.1416541024004
272.5GHz,-180,61deg,-17.120841428148
272.5GHz,-180,62deg,-16.2004124986122
272.5GHz,-180,63deg,-15.753946415589
272.5GHz,-180,64deg,-15.8387805897363
272.5GHz,-180,65deg,-16.4312542465499
272.5GHz,-180,66deg,-17.4610950967413
272.5GHz,-180,67deg,-18.7277695023054
272.5GHz,-180,68deg,-19.7209967756421
272.5GHz,-180,69deg,-19.7286644211415
272.5GHz,-180,70deg,-18.6911270313224
272.5GHz,-180,71deg,-17.2571437022102
272.5GHz,-180,72deg,-15.9099603740056
272.5GHz,-180,73deg,-14.8049379476905
272.5GHz,-180,74deg,-13.9491029680523
272.5GHz,-180,75deg,-13.3046790140762
272.5GHz,-180,76deg,-12.8248529933381
272.5GHz,-180,77deg,-12.4647983933296
272.5GHz,-180,78deg,-12.1854549690738
272.5GHz,-180,79deg,-11.9554189814501
272.5GHz,-180,80deg,-11.7520976213476
272.5GHz,-180,81deg,-11.5619808092169
272.5GHz,-180,82deg,-11.3797696448746
272.5GHz,-180,83deg,-11.2064884190887
272.5GHz,-180,84deg,-11.0471006803552
272.5GHz,-180,85deg,-10.908245766787
272.5GHz,-180,86deg,-10.7965136171868
272.5GHz,-180,87deg,-10.7173801095296
272.5GHz,-180,88deg,-10.67470816128
272.5GHz,-180,89deg,-10.6706339910736
272.5GHz,-180,90deg,-10.7056681077011
272.5GHz,-180,91deg,-10.7788924512798
272.5GHz,-180,92deg,-10.8881918805537
272.5GHz,-180,93deg,-11.0305043090307
272.5GHz,-180,94deg,-11.202105705646
272.5GHz,-180,95deg,-11.3989634992073
272.5GHz,-180,96deg,-11.6171927297127
272.5GHz,-180,97deg,-11.853629805017
272.5GHz,-180,98deg,-12.1064969037364
272.5GHz,-180,99deg,-12.3760714157348
272.5GHz,-180,100deg,-12.6652160895719
272.5GHz,-180,101deg,-12.9795901477089
272.5GHz,-180,102deg,-13.3273645659837
272.5GHz,-180,103deg,-13.7182966282849
272.5GHz,-180,104deg,-14.1620468698619
272.5GHz,-180,105deg,-14.6656199583966
272.5GHz,-180,106deg,-15.2298234038308
272.5GHz,-180,107deg,-15.8448679597278
272.5GHz,-180,108deg,-16.4861254474284
272.5GHz,-180,109deg,-17.1130730053446
272.5GHz,-180,110deg,-17.6767289417709
272.5GHz,-180,111deg,-18.1390247210706
272.5GHz,-180,112deg,-18.496725126483
272.5GHz,-180,113deg,-18.7911959005918
272.5GHz,-180,114deg,-19.0931947826427
272.5GHz,-180,115deg,-19.4730262383958
272.5GHz,-180,116deg,-19.9715973696253
272.5GHz,-180,117deg,-20.5762140320983
272.5GHz,-180,118deg,-21.2020273185167
272.5GHz,-180,119deg,-21.7018407124241
272.5GHz,-180,120deg,-21.9461361216037
272.5GHz,-180,121deg,-21.9383344154718
272.5GHz,-180,122deg,-21.8196163773309
272.5GHz,-180,123deg,-21.7445214835485
272.5GHz,-180,124deg,-21.7662314166838
272.5GHz,-180,125deg,-21.7927161540089
272.5GHz,-180,126deg,-21.631392540103
272.5GHz,-180,127deg,-21.1654796535109
272.5GHz,-180,128deg,-20.5196669087687
272.5GHz,-180,129deg,-19.9804270022965
272.5GHz,-180,130deg,-19.8192873009829
272.5GHz,-180,131deg,-20.2354828351176
272.5GHz,-180,132deg,-21.3695998678427
272.5GHz,-180,133deg,-23.2338146513291
272.5GHz,-180,134deg,-25.2278563384539
272.5GHz,-180,135deg,-25.591083503755
272.5GHz,-180,136deg,-24.2810055734666
272.5GHz,-180,137deg,-23.2003855189304
