Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.16808457609894
272.5GHz,-180,1deg,4.03555384963302
272.5GHz,-180,2deg,3.66459216125128
272.5GHz,-180,3deg,3.04554521688459
272.5GHz,-180,4deg,2.15603653242287
272.5GHz,-180,5deg,0.959707220559359
272.5GHz,-180,6deg,-0.595120577150937
272.5GHz,-180,7deg,-2.57744272829391
272.5GHz,-180,8deg,-5.07663728004503
272.5GHz,-180,9deg,-8.20386720520801
272.5GHz,-180,10deg,-12.0704938617555
272.5GHz,-180,11deg,-16.6238561205348
272.5GHz,-180,12deg,-20.9494771302461
272.5GHz,-180,13deg,-23.1181455000914
272.5GHz,-180,14deg,-23.2683937436006
272.5GHz,-180,15deg,-21.8703277928463
272.5GHz,-180,16deg,-19.2404444477494
272.5GHz,-180,17deg,-16.5792181515092
272.5GHz,-180,18deg,-14.4908223789413
272.5GHz,-180,19deg,-13.0535480725552
272.5GHz,-180,20deg,-12.2145031752025
272.5GHz,-180,21deg,-11.9174867456383
272.5GHz,-180,22deg,-12.1289868777787
272.5GHz,-180,23deg,-12.8360294920226
272.5GHz,-180,24deg,-14.0233642266377
272.5GHz,-180,25deg,-15.6011077490164
272.5GHz,-180,26deg,-17.2194691159847
272.5GHz,-180,27deg,-18.101332728062
272.5GHz,-180,28deg,-17.7043544841811
272.5GHz,-180,29deg,-16.5163240556261
272.5GHz,-180,30deg,-15.1854037826782
272.5GHz,-180,31deg,-13.9776750534179
272.5GHz,-180,32deg,-12.9816762244214
272.5GHz,-180,33deg,-12.2630600819809
272.5GHz,-180,34deg,-11.89316815877
272.5GHz,-180,35deg,-11.9439902557449
272.5GHz,-180,36deg,-12.4911166749257
272.5GHz,-180,37deg,-13.6301406968816
272.5GHz,-180,38deg,-15.5006380788486
272.5GHz,-180,39deg,-18.2641568057684
272.5GHz,-180,40deg,-21.4793011898264
272.5GHz,-180,41deg,-21.6642935710406
272.5GHz,-180,42deg,-18.493425431913
272.5GHz,-180,43deg,-15.602141044198
272.5GHz,-180,44deg,-13.5370639053887
272.5GHz,-180,45deg,-12.1210022559838
272.5GHz,-180,46deg,-11.1966842590127
272.5GHz,-180,47deg,-10.664861251013
272.5GHz,-180,48deg,-10.4652457356795
272.5GHz,-180,49deg,-10.5623071772567
272.5GHz,-180,50deg,-10.9380222445669
272.5GHz,-180,51deg,-11.5896761793361
272.5GHz,-180,52deg,-12.5312801252959
272.5GHz,-180,53deg,-13.797805833062
272.5GHz,-180,54deg,-15.4523757221528
272.5GHz,-180,55deg,-17.5974289763858
272.5GHz,-180,56deg,-20.3848981330525
272.5GHz,-180,57deg,-23.94293408314
