Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.98213058033112
272.5GHz,-180,1deg,4.82910400999668
272.5GHz,-180,2deg,4.43073720706989
272.5GHz,-180,3deg,3.7945915940624
272.5GHz,-180,4deg,2.91092521552317
272.5GHz,-180,5deg,1.74769789326823
272.5GHz,-180,6deg,0.248124147917795
272.5GHz,-180,7deg,-1.66749763107366
272.5GHz,-180,8deg,-4.08934912925069
272.5GHz,-180,9deg,-7.064952187764
272.5GHz,-180,10deg,-10.3942218692791
272.5GHz,-180,11deg,-13.1986045500229
272.5GHz,-180,12deg,-14.5621483770396
272.5GHz,-180,13deg,-15.3316050452782
272.5GHz,-180,14deg,-16.7466215335497
272.5GHz,-180,15deg,-19.3902195105149
272.5GHz,-180,16deg,-22.8223559247554
272.5GHz,-180,17deg,-22.254899361102
272.5GHz,-180,18deg,-18.4234552012868
272.5GHz,-180,19deg,-15.4811455997985
272.5GHz,-180,20deg,-13.62491864791
272.5GHz,-180,21deg,-12.6299330740125
272.5GHz,-180,22deg,-12.3631222942264
272.5GHz,-180,23deg,-12.7549856053775
272.5GHz,-180,24deg,-13.7427009516944
272.5GHz,-180,25deg,-15.1527593205101
272.5GHz,-180,26deg,-16.4580276958553
272.5GHz,-180,27deg,-16.8388079312951
272.5GHz,-180,28deg,-16.2911269783693
272.5GHz,-180,29deg,-15.688491973287
272.5GHz,-180,30deg,-15.6201343836096
272.5GHz,-180,31deg,-16.188052322681
272.5GHz,-180,32deg,-17.001350036037
272.5GHz,-180,33deg,-17.0778269086314
272.5GHz,-180,34deg,-15.9710715273022
272.5GHz,-180,35deg,-14.5777394821939
272.5GHz,-180,36deg,-13.6853594508382
272.5GHz,-180,37deg,-13.5695117977646
272.5GHz,-180,38deg,-14.3249455457629
272.5GHz,-180,39deg,-16.0136740806382
272.5GHz,-180,40deg,-18.4978862802409
272.5GHz,-180,41deg,-20.3084079692974
272.5GHz,-180,42deg,-19.025828618842
272.5GHz,-180,43deg,-16.532527599056
272.5GHz,-180,44deg,-14.5719164197262
272.5GHz,-180,45deg,-13.2930643206743
272.5GHz,-180,46deg,-12.5610012361642
272.5GHz,-180,47deg,-12.2517158246709
