Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,3.41562342485138
272.5GHz,-180,1deg,3.01391012293182
272.5GHz,-180,2deg,2.19657254625201
272.5GHz,-180,3deg,0.965202776679998
272.5GHz,-180,4deg,-0.70526010478662
272.5GHz,-180,5deg,-2.8939783207765
272.5GHz,-180,6deg,-5.79086646276092
272.5GHz,-180,7deg,-9.80000487255164
272.5GHz,-180,8deg,-15.1795094859991
272.5GHz,-180,9deg,-15.8908035080982
272.5GHz,-180,10deg,-11.7887419897273
272.5GHz,-180,11deg,-9.30058238753231
272.5GHz,-180,12deg,-8.37275639686851
272.5GHz,-180,13deg,-8.76749473936636
272.5GHz,-180,14deg,-10.5383854501059
272.5GHz,-180,15deg,-14.0443813163379
272.5GHz,-180,16deg,-19.1083819574119
272.5GHz,-180,17deg,-17.9066095079493
272.5GHz,-180,18deg,-13.7324326438709
272.5GHz,-180,19deg,-11.2754064503985
272.5GHz,-180,20deg,-9.99224148749293
272.5GHz,-180,21deg,-9.44048176183181
272.5GHz,-180,22deg,-9.40106276487232
272.5GHz,-180,23deg,-9.79047262260252
272.5GHz,-180,24deg,-10.5949019429639
272.5GHz,-180,25deg,-11.7810474946244
272.5GHz,-180,26deg,-13.0895688238922
272.5GHz,-180,27deg,-13.6979402525541
272.5GHz,-180,28deg,-12.8038923005612
272.5GHz,-180,29deg,-11.0321306155185
272.5GHz,-180,30deg,-9.35464897815311
272.5GHz,-180,31deg,-8.14702341402635
272.5GHz,-180,32deg,-7.46062189568773
272.5GHz,-180,33deg,-7.2429333078479
272.5GHz,-180,34deg,-7.3954490311209
272.5GHz,-180,35deg,-7.77982990353058
272.5GHz,-180,36deg,-8.22633559789176
272.5GHz,-180,37deg,-8.57241053172095
272.5GHz,-180,38deg,-8.72209562666687
272.5GHz,-180,39deg,-8.67542790191755
272.5GHz,-180,40deg,-8.50599166922241
272.5GHz,-180,41deg,-8.32346718698156
272.5GHz,-180,42deg,-8.24815494417836
272.5GHz,-180,43deg,-8.39436985712096
272.5GHz,-180,44deg,-8.85859147918453
272.5GHz,-180,45deg,-9.70833916428503
272.5GHz,-180,46deg,-10.9518254493178
272.5GHz,-180,47deg,-12.4355261022105
272.5GHz,-180,48deg,-13.6371468442976
272.5GHz,-180,49deg,-13.8057155793087
272.5GHz,-180,50deg,-12.9727546846199
272.5GHz,-180,51deg,-11.9073587230174
272.5GHz,-180,52deg,-11.12555235678
272.5GHz,-180,53deg,-10.795944399405
272.5GHz,-180,54deg,-10.9519947723157
272.5GHz,-180,55deg,-11.5957311900922
272.5GHz,-180,56deg,-12.7262976976826
272.5GHz,-180,57deg,-14.3266269971189
272.5GHz,-180,58deg,-16.2765526311459
272.5GHz,-180,59deg,-18.096718636941
272.5GHz,-180,60deg,-18.8077421894665
272.5GHz,-180,61deg,-18.0965372565638
272.5GHz,-180,62deg,-16.8705314623174
272.5GHz,-180,63deg,-15.8356435507148
272.5GHz,-180,64deg,-15.2049873484817
272.5GHz,-180,65deg,-15.0060757425989
272.5GHz,-180,66deg,-15.2255447232732
272.5GHz,-180,67deg,-15.844429565488
272.5GHz,-180,68deg,-16.8311123001105
272.5GHz,-180,69deg,-18.0959646311303
272.5GHz,-180,70deg,-19.3806255710419
272.5GHz,-180,71deg,-20.147368856337
272.5GHz,-180,72deg,-19.8992154550114
272.5GHz,-180,73deg,-18.8261962945281
272.5GHz,-180,74deg,-17.4953420635473
272.5GHz,-180,75deg,-16.2535532615568
272.5GHz,-180,76deg,-15.2096761426214
272.5GHz,-180,77deg,-14.3696433684357
272.5GHz,-180,78deg,-13.7080793045296
272.5GHz,-180,79deg,-13.1941925714335
272.5GHz,-180,80deg,-12.7999202158894
272.5GHz,-180,81deg,-12.5020447576564
272.5GHz,-180,82deg,-12.2823068992265
272.5GHz,-180,83deg,-12.1268391165187
272.5GHz,-180,84deg,-12.0253709551275
272.5GHz,-180,85deg,-11.9703841902746
272.5GHz,-180,86deg,-11.9563098621531
272.5GHz,-180,87deg,-11.9788241811431
272.5GHz,-180,88deg,-12.0342775568829
272.5GHz,-180,89deg,-12.1192738154865
272.5GHz,-180,90deg,-12.2304061611814
272.5GHz,-180,91deg,-12.3641527999274
272.5GHz,-180,92deg,-12.5169354766095
272.5GHz,-180,93deg,-12.6853430778346
272.5GHz,-180,94deg,-12.8665137074005
272.5GHz,-180,95deg,-13.0586478272809
272.5GHz,-180,96deg,-13.2615928092989
272.5GHz,-180,97deg,-13.4774036563217
272.5GHz,-180,98deg,-13.7107597768446
272.5GHz,-180,99deg,-13.9691160015035
272.5GHz,-180,100deg,-14.2624873743421
272.5GHz,-180,101deg,-14.6027921172203
272.5GHz,-180,102deg,-15.002671196325
272.5GHz,-180,103deg,-15.4736327594606
272.5GHz,-180,104deg,-16.0232284219044
272.5GHz,-180,105deg,-16.6508284082436
272.5GHz,-180,106deg,-17.3417150540215
272.5GHz,-180,107deg,-18.060431396874
272.5GHz,-180,108deg,-18.7477950642214
272.5GHz,-180,109deg,-19.3309510381379
272.5GHz,-180,110deg,-19.7537034382497
272.5GHz,-180,111deg,-20.0135841990174
272.5GHz,-180,112deg,-20.1715293915364
272.5GHz,-180,113deg,-20.321554044711
272.5GHz,-180,114deg,-20.5473575951953
272.5GHz,-180,115deg,-20.8914526600575
272.5GHz,-180,116deg,-21.3378625679873
272.5GHz,-180,117deg,-21.8059871264406
272.5GHz,-180,118deg,-22.1739537118094
272.5GHz,-180,119deg,-22.3548573321009
272.5GHz,-180,120deg,-22.3813446507434
272.5GHz,-180,121deg,-22.3979447456253
272.5GHz,-180,122deg,-22.567490851969
272.5GHz,-180,123deg,-22.9827389540966
272.5GHz,-180,124deg,-23.5952017457632
272.5GHz,-180,125deg,-24.1328300516608
272.5GHz,-180,126deg,-24.1591905029029
272.5GHz,-180,127deg,-23.5303503949368
272.5GHz,-180,128deg,-22.6404203267875
272.5GHz,-180,129deg,-21.9748831303267
272.5GHz,-180,130deg,-21.8254747718566
272.5GHz,-180,131deg,-22.3405726696538
272.5GHz,-180,132deg,-23.5792707131793
272.5GHz,-180,133deg,-25.3729393833568
272.5GHz,-180,134deg,-26.7952403157584
272.5GHz,-180,135deg,-26.5137651342215
272.5GHz,-180,136deg,-25.2592581176789
272.5GHz,-180,137deg,-24.4002410821939
272.5GHz,-180,138deg,-24.3845635549245
272.5GHz,-180,139deg,-25.2349949950534
272.5GHz,-180,140deg,-26.7891279101601
272.5GHz,-180,141deg,-28.6432254859251
272.5GHz,-180,142deg,-30.2746653629975
272.5GHz,-180,143deg,-31.6520545865523
272.5GHz,-180,144deg,-33.1510670434365
272.5GHz,-180,145deg,-34.4728329929665
272.5GHz,-180,146deg,-34.7211309956177
272.5GHz,-180,147deg,-34.2148921604942
272.5GHz,-180,148deg,-33.1205629929596
272.5GHz,-180,149deg,-30.5928927027166
272.5GHz,-180,150deg,-27.5465404546479
272.5GHz,-180,151deg,-25.2901714982057
272.5GHz,-180,152deg,-24.2197635358826
272.5GHz,-180,153deg,-24.3726261939395
272.5GHz,-180,154deg,-25.6112553746975
272.5GHz,-180,155deg,-27.2781807052221
272.5GHz,-180,156deg,-28.1084030807652
272.5GHz,-180,157deg,-28.386063336694
272.5GHz,-180,158deg,-29.8856793977623
272.5GHz,-180,159deg,-33.2060925704553
272.5GHz,-180,160deg,-31.465718974451
272.5GHz,-180,161deg,-26.7156888957079
272.5GHz,-180,162deg,-24.1962397795974
272.5GHz,-180,163deg,-23.6451299453955
272.5GHz,-180,164deg,-24.8057309383936
272.5GHz,-180,165deg,-27.4467064332019
272.5GHz,-180,166deg,-29.8343035877062
272.5GHz,-180,167deg,-28.8204201941805
272.5GHz,-180,168deg,-26.808479181878
272.5GHz,-180,169deg,-25.5950449866448
272.5GHz,-180,170deg,-25.3625513600326
272.5GHz,-180,171deg,-26.4746300099343
272.5GHz,-180,172deg,-29.669831599247
272.5GHz,-180,173deg,-31.5319217146738
272.5GHz,-180,174deg,-25.8159442452811
272.5GHz,-180,175deg,-21.65171328129
272.5GHz,-180,176deg,-19.3968658438847
272.5GHz,-180,177deg,-18.3588600158023
272.5GHz,-180,178deg,-18.0113247726218
272.5GHz,-180,179deg,-17.9145468940284
272.5GHz,-180,180deg,-17.8303007829493
272.5GHz,-179,0deg,3.41562342485138
272.5GHz,-179,1deg,2.98993712834226
272.5GHz,-179,2deg,2.1511240641988
272.5GHz,-179,3deg,0.902727745351018
272.5GHz,-179,4deg,-0.778479305235916
272.5GHz,-179,5deg,-2.96902824703858
272.5GHz,-179,6deg,-5.85080563695656
272.5GHz,-179,7deg,-9.79563546039421
272.5GHz,-179,8deg,-14.9562796013971
272.5GHz,-179,9deg,-15.8073836629766
272.5GHz,-179,10deg,-11.970748410611
272.5GHz,-179,11deg,-9.54003824946208
272.5GHz,-179,12deg,-8.612741383489
272.5GHz,-179,13deg,-8.96301488641197
272.5GHz,-179,14deg,-10.6083726821368
272.5GHz,-179,15deg,-13.7921440464411
272.5GHz,-179,16deg,-18.3164487711869
272.5GHz,-179,17deg,-18.3839653646258
272.5GHz,-179,18deg,-14.6195600361057
272.5GHz,-179,19deg,-12.0852459427344
272.5GHz,-179,20deg,-10.6606471312454
272.5GHz,-179,21deg,-9.96440816685599
272.5GHz,-179,22deg,-9.8079213713709
272.5GHz,-179,23deg,-10.1245449653336
272.5GHz,-179,24deg,-10.895247550197
272.5GHz,-179,25deg,-12.0631407929505
272.5GHz,-179,26deg,-13.3692451575404
272.5GHz,-179,27deg,-14.1270636289691
272.5GHz,-179,28deg,-13.6599115382619
272.5GHz,-179,29deg,-12.3644765646992
272.5GHz,-179,30deg,-11.0692276944819
272.5GHz,-179,31deg,-10.181544262936
272.5GHz,-179,32deg,-9.79738474054746
272.5GHz,-179,33deg,-9.88437655779192
272.5GHz,-179,34deg,-10.3318139227474
272.5GHz,-179,35deg,-10.9465205988684
272.5GHz,-179,36deg,-11.4777466481823
272.5GHz,-179,37deg,-11.7334318412943
272.5GHz,-179,38deg,-11.6966303750357
272.5GHz,-179,39deg,-11.475178874216
272.5GHz,-179,40deg,-11.1757033796744
272.5GHz,-179,41deg,-10.8687918479644
272.5GHz,-179,42deg,-10.6183187742306
272.5GHz,-179,43deg,-10.4935321493435
272.5GHz,-179,44deg,-10.5491210093086
272.5GHz,-179,45deg,-10.7965735872223
272.5GHz,-179,46deg,-11.1817980756578
272.5GHz,-179,47deg,-11.5799919687916
272.5GHz,-179,48deg,-11.8380337457855
272.5GHz,-179,49deg,-11.8783739139693
272.5GHz,-179,50deg,-11.774621231416
272.5GHz,-179,51deg,-11.7011707822541
272.5GHz,-179,52deg,-11.8315787690586
272.5GHz,-179,53deg,-12.2914742368595
272.5GHz,-179,54deg,-13.1606048921373
272.5GHz,-179,55deg,-14.4773999464686
272.5GHz,-179,56deg,-16.2019096608679
272.5GHz,-179,57deg,-18.0700972677624
