Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,3.66956594873371
272.5GHz,-180,1deg,3.45802772419239
272.5GHz,-180,2deg,3.15376218251334
272.5GHz,-180,3deg,2.75715165271534
272.5GHz,-180,4deg,2.25818138956025
272.5GHz,-180,5deg,1.63789115316619
272.5GHz,-180,6deg,0.872693956211222
272.5GHz,-180,7deg,-0.0603682689589925
272.5GHz,-180,8deg,-1.17971148961494
272.5GHz,-180,9deg,-2.49868856044391
272.5GHz,-180,10deg,-4.03064557465361
272.5GHz,-180,11deg,-5.80222975300984
272.5GHz,-180,12deg,-7.87762980908256
272.5GHz,-180,13deg,-10.3970317726101
272.5GHz,-180,14deg,-13.637877248669
272.5GHz,-180,15deg,-18.053545798926
272.5GHz,-180,16deg,-22.5853692360871
272.5GHz,-180,17deg,-20.2009497800694
272.5GHz,-180,18deg,-16.260192223502
272.5GHz,-180,19deg,-13.635790106009
272.5GHz,-180,20deg,-11.9342402177658
272.5GHz,-180,21deg,-10.8568769984661
272.5GHz,-180,22deg,-10.2587831039117
272.5GHz,-180,23deg,-10.0805133330218
272.5GHz,-180,24deg,-10.3080347298603
272.5GHz,-180,25deg,-10.9478189925097
272.5GHz,-180,26deg,-12.0069108554993
272.5GHz,-180,27deg,-13.4673771467367
272.5GHz,-180,28deg,-15.2413749479615
272.5GHz,-180,29deg,-17.1104071390822
272.5GHz,-180,30deg,-18.7469798336274
272.5GHz,-180,31deg,-19.9585579076399
272.5GHz,-180,32deg,-20.8223359736657
272.5GHz,-180,33deg,-21.2634008221837
272.5GHz,-180,34deg,-20.7682557409931
272.5GHz,-180,35deg,-19.2356915108886
272.5GHz,-180,36deg,-17.4005153338146
272.5GHz,-180,37deg,-15.8843197752089
272.5GHz,-180,38deg,-14.9188381120499
272.5GHz,-180,39deg,-14.5605038022314
272.5GHz,-180,40deg,-14.8248975154567
272.5GHz,-180,41deg,-15.7362966347514
272.5GHz,-180,42deg,-17.3474186035388
272.5GHz,-180,43deg,-19.7435016717012
272.5GHz,-180,44deg,-22.9668644331531
272.5GHz,-180,45deg,-26.4153313954515
272.5GHz,-180,46deg,-27.5338643459539
272.5GHz,-180,47deg,-26.0286882992536
272.5GHz,-180,48deg,-24.3810573496478
272.5GHz,-180,49deg,-23.1357542577969
272.5GHz,-180,50deg,-22.1249052893781
272.5GHz,-180,51deg,-21.2437183171362
272.5GHz,-180,52deg,-20.5439985719934
272.5GHz,-180,53deg,-20.1436779378413
272.5GHz,-180,54deg,-20.1390061958718
272.5GHz,-180,55deg,-20.5585731479451
272.5GHz,-180,56deg,-21.2948513123703
272.5GHz,-180,57deg,-21.9465425280792
272.5GHz,-180,58deg,-21.8068777478541
272.5GHz,-180,59deg,-20.6155669297822
272.5GHz,-180,60deg,-18.9519754407703
272.5GHz,-180,61deg,-17.386448516957
272.5GHz,-180,62deg,-16.1416954810341
272.5GHz,-180,63deg,-15.2593278498667
272.5GHz,-180,64deg,-14.7256571753576
272.5GHz,-180,65deg,-14.5175673507389
