Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.7886873071552
272.5GHz,-180,1deg,4.49695564638214
272.5GHz,-180,2deg,3.8932396456089
272.5GHz,-180,3deg,2.9846439479861
272.5GHz,-180,4deg,1.75640176896023
272.5GHz,-180,5deg,0.153701245630838
272.5GHz,-180,6deg,-1.94762652061569
272.5GHz,-180,7deg,-4.80399420488668
272.5GHz,-180,8deg,-8.98248885023495
272.5GHz,-180,9deg,-15.8920688422764
272.5GHz,-180,10deg,-19.3594666195634
272.5GHz,-180,11deg,-13.036965153046
272.5GHz,-180,12deg,-10.0057978505115
272.5GHz,-180,13deg,-8.77513062777752
272.5GHz,-180,14deg,-8.56551832438507
272.5GHz,-180,15deg,-8.94571740572073
272.5GHz,-180,16deg,-9.62412371316725
272.5GHz,-180,17deg,-10.4874202652417
272.5GHz,-180,18deg,-11.6207341530897
272.5GHz,-180,19deg,-13.1620477948917
272.5GHz,-180,20deg,-15.0403242113494
272.5GHz,-180,21deg,-16.6537073678611
272.5GHz,-180,22deg,-17.1697063191289
272.5GHz,-180,23deg,-16.8852342759185
272.5GHz,-180,24deg,-16.7677918304454
272.5GHz,-180,25deg,-17.3316496445583
272.5GHz,-180,26deg,-18.5634136088345
272.5GHz,-180,27deg,-19.4165256298963
272.5GHz,-180,28deg,-18.1201517196311
272.5GHz,-180,29deg,-15.7242732307661
272.5GHz,-180,30deg,-13.8784736133153
272.5GHz,-180,31deg,-12.9887181657952
272.5GHz,-180,32deg,-13.0741856005669
272.5GHz,-180,33deg,-14.1130854466989
272.5GHz,-180,34deg,-16.0733785984406
272.5GHz,-180,35deg,-18.8128209406281
272.5GHz,-180,36deg,-21.8649855553025
272.5GHz,-180,37deg,-24.6685623027319
272.5GHz,-180,38deg,-27.9568923554457
272.5GHz,-180,39deg,-34.4857978469282
272.5GHz,-180,40deg,-32.5477891887295
272.5GHz,-180,41deg,-24.8914673647599
272.5GHz,-180,42deg,-20.6787755841683
272.5GHz,-180,43deg,-18.031518250162
272.5GHz,-180,44deg,-16.2592831263806
272.5GHz,-180,45deg,-15.0471125655423
272.5GHz,-180,46deg,-14.206774600298
272.5GHz,-180,47deg,-13.5723945348583
272.5GHz,-180,48deg,-12.9705297290348
272.5GHz,-180,49deg,-12.274352687667
272.5GHz,-180,50deg,-11.4864673201911
272.5GHz,-180,51deg,-10.7302685371557
272.5GHz,-180,52deg,-10.1547427368823
272.5GHz,-180,53deg,-9.86425356276278
272.5GHz,-180,54deg,-9.90588709365878
272.5GHz,-180,55deg,-10.2795041132176
