Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,5.11215930477135
272.5GHz,-180,1deg,4.8822178253098
272.5GHz,-180,2deg,4.34682122551849
272.5GHz,-180,3deg,3.5069734224238
272.5GHz,-180,4deg,2.3514513518636
272.5GHz,-180,5deg,0.845786936277043
272.5GHz,-180,6deg,-1.08394176140526
272.5GHz,-180,7deg,-3.57687263571292
272.5GHz,-180,8deg,-6.88085705329795
272.5GHz,-180,9deg,-11.37470821144
272.5GHz,-180,10deg,-16.5338449773465
272.5GHz,-180,11deg,-16.6531687603782
272.5GHz,-180,12deg,-14.3305984683632
272.5GHz,-180,13deg,-13.6555205012434
272.5GHz,-180,14deg,-14.863424050658
272.5GHz,-180,15deg,-18.5630242200545
272.5GHz,-180,16deg,-28.4181505264297
272.5GHz,-180,17deg,-23.4339664860817
272.5GHz,-180,18deg,-16.4851277292781
272.5GHz,-180,19deg,-13.2658557044689
272.5GHz,-180,20deg,-11.589250272271
272.5GHz,-180,21deg,-10.7965816613454
272.5GHz,-180,22deg,-10.59721458522
272.5GHz,-180,23deg,-10.851926582606
272.5GHz,-180,24deg,-11.5096332079753
272.5GHz,-180,25deg,-12.5691025455507
272.5GHz,-180,26deg,-14.0125649385465
272.5GHz,-180,27deg,-15.6332181018514
272.5GHz,-180,28deg,-16.7413875730246
272.5GHz,-180,29deg,-16.5528962242391
272.5GHz,-180,30deg,-15.4721189656912
272.5GHz,-180,31deg,-14.4144479746927
272.5GHz,-180,32deg,-13.7997619586511
272.5GHz,-180,33deg,-13.7064652017578
272.5GHz,-180,34deg,-14.0961645319924
272.5GHz,-180,35deg,-14.8854570577707
272.5GHz,-180,36deg,-15.9565779035722
272.5GHz,-180,37deg,-17.1530505457676
272.5GHz,-180,38deg,-18.2641096538685
272.5GHz,-180,39deg,-18.985276113661
272.5GHz,-180,40deg,-18.9625345293195
272.5GHz,-180,41deg,-18.1218183987341
272.5GHz,-180,42deg,-16.8485087411617
272.5GHz,-180,43deg,-15.6120102149612
272.5GHz,-180,44deg,-14.6890970604417
272.5GHz,-180,45deg,-14.1913806231125
272.5GHz,-180,46deg,-14.1437492354036
272.5GHz,-180,47deg,-14.5196141484861
272.5GHz,-180,48deg,-15.235834620603
272.5GHz,-180,49deg,-16.1220977175649
272.5GHz,-180,50deg,-16.9121045460348
272.5GHz,-180,51deg,-17.3603248880925
272.5GHz,-180,52deg,-17.4511827007228
272.5GHz,-180,53deg,-17.3988265724008
272.5GHz,-180,54deg,-17.4335948098382
272.5GHz,-180,55deg,-17.6748614103951
272.5GHz,-180,56deg,-18.1230830457972
272.5GHz,-180,57deg,-18.6684622405736
272.5GHz,-180,58deg,-19.0981653192685
272.5GHz,-180,59deg,-19.1753176629886
272.5GHz,-180,60deg,-18.8189655057128
272.5GHz,-180,61deg,-18.1814491182369
272.5GHz,-180,62deg,-17.5033117331877
272.5GHz,-180,63deg,-16.9682690454283
272.5GHz,-180,64deg,-16.6792945503264
272.5GHz,-180,65deg,-16.6868818640079
272.5GHz,-180,66deg,-17.0133046962361
272.5GHz,-180,67deg,-17.6599634941781
272.5GHz,-180,68deg,-18.5931151967203
272.5GHz,-180,69deg,-19.6945387803293
272.5GHz,-180,70deg,-20.6739340294381
272.5GHz,-180,71deg,-21.0752525932662
272.5GHz,-180,72deg,-20.6464948816698
272.5GHz,-180,73deg,-19.6541796323534
272.5GHz,-180,74deg,-18.5268490571897
272.5GHz,-180,75deg,-17.5155872448152
272.5GHz,-180,76deg,-16.7074040602019
272.5GHz,-180,77deg,-16.1128910820802
272.5GHz,-180,78deg,-15.715348423142
272.5GHz,-180,79deg,-15.4904799296622
272.5GHz,-180,80deg,-15.4133280317568
272.5GHz,-180,81deg,-15.4604348765626
272.5GHz,-180,82deg,-15.6103417308824
272.5GHz,-180,83deg,-15.8435768191512
272.5GHz,-180,84deg,-16.1425450185248
272.5GHz,-180,85deg,-16.4914549650995
272.5GHz,-180,86deg,-16.8763105541582
272.5GHz,-180,87deg,-17.2849506435343
272.5GHz,-180,88deg,-17.7071071980871
272.5GHz,-180,89deg,-18.1344558433884
272.5GHz,-180,90deg,-18.5606473712678
272.5GHz,-180,91deg,-18.9813268998682
272.5GHz,-180,92deg,-19.3941603674569
272.5GHz,-180,93deg,-19.7988882975366
272.5GHz,-180,94deg,-20.1974115658036
272.5GHz,-180,95deg,-20.5938869755353
272.5GHz,-180,96deg,-20.9947803026852
272.5GHz,-180,97deg,-21.4087992916008
272.5GHz,-180,98deg,-21.8466103272546
272.5GHz,-180,99deg,-22.3202202568597
272.5GHz,-180,100deg,-22.8418579816107
272.5GHz,-180,101deg,-23.4220949761045
272.5GHz,-180,102deg,-24.0667986589847
272.5GHz,-180,103deg,-24.7724153370772
272.5GHz,-180,104deg,-25.5194241684736
272.5GHz,-180,105deg,-26.2655885206701
272.5GHz,-180,106deg,-26.9450823948638
272.5GHz,-180,107deg,-27.4843967403402
272.5GHz,-180,108deg,-27.8391158008981
272.5GHz,-180,109deg,-28.0289390291158
272.5GHz,-180,110deg,-28.1352121125713
272.5GHz,-180,111deg,-28.2610489319905
272.5GHz,-180,112deg,-28.4877948508285
272.5GHz,-180,113deg,-28.845792208026
272.5GHz,-180,114deg,-29.2926265472839
272.5GHz,-180,115deg,-29.6995725605492
272.5GHz,-180,116deg,-29.886885615384
272.5GHz,-180,117deg,-29.7503819809211
272.5GHz,-180,118deg,-29.3757972622435
272.5GHz,-180,119deg,-28.9810002437059
272.5GHz,-180,120deg,-28.7786762962484
272.5GHz,-180,121deg,-28.916320439338
272.5GHz,-180,122deg,-29.4790255707497
272.5GHz,-180,123deg,-30.4788685268124
272.5GHz,-180,124deg,-31.7566316504916
272.5GHz,-180,125deg,-32.7734864176203
272.5GHz,-180,126deg,-32.8123856728023
272.5GHz,-180,127deg,-32.0312882096745
272.5GHz,-180,128deg,-31.283412712121
272.5GHz,-180,129deg,-31.131274076703
272.5GHz,-180,130deg,-31.7632707096897
272.5GHz,-180,131deg,-32.9455584226047
272.5GHz,-180,132deg,-33.3967588323665
272.5GHz,-180,133deg,-31.8337485615143
272.5GHz,-180,134deg,-29.5964935061512
272.5GHz,-180,135deg,-27.9457780260103
272.5GHz,-180,136deg,-27.1364592875433
272.5GHz,-180,137deg,-27.1077922528361
272.5GHz,-180,138deg,-27.6684105096073
272.5GHz,-180,139deg,-28.4445816359256
272.5GHz,-180,140deg,-28.9551011465061
272.5GHz,-180,141deg,-29.0731484512174
272.5GHz,-180,142deg,-29.1904372223049
272.5GHz,-180,143deg,-29.7243364225805
272.5GHz,-180,144deg,-30.822691629166
