Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,5.1443459457242
272.5GHz,-180,1deg,4.89435390139032
272.5GHz,-180,2deg,4.27261610450804
272.5GHz,-180,3deg,3.26848503001404
272.5GHz,-180,4deg,1.84771356875184
272.5GHz,-180,5deg,-0.0668105402216439
272.5GHz,-180,6deg,-2.63241850955366
272.5GHz,-180,7deg,-6.16078146449065
272.5GHz,-180,8deg,-11.1232100869411
272.5GHz,-180,9deg,-15.1040562788838
272.5GHz,-180,10deg,-11.8810002899627
272.5GHz,-180,11deg,-8.8459231680764
272.5GHz,-180,12deg,-7.40477474961493
272.5GHz,-180,13deg,-7.18301207304418
272.5GHz,-180,14deg,-8.00342765195745
272.5GHz,-180,15deg,-9.82330761172383
272.5GHz,-180,16deg,-12.5170867922322
272.5GHz,-180,17deg,-14.9141791218559
272.5GHz,-180,18deg,-14.4156400765431
272.5GHz,-180,19deg,-12.2480353194089
272.5GHz,-180,20deg,-10.4669299668942
272.5GHz,-180,21deg,-9.39498791084072
272.5GHz,-180,22deg,-8.97163843205293
272.5GHz,-180,23deg,-9.14485229536927
272.5GHz,-180,24deg,-9.90789902975971
272.5GHz,-180,25deg,-11.2905001469994
272.5GHz,-180,26deg,-13.3340845757201
272.5GHz,-180,27deg,-15.9689736186365
272.5GHz,-180,28deg,-18.5089690081309
272.5GHz,-180,29deg,-19.3577190420572
272.5GHz,-180,30deg,-18.7351485708262
272.5GHz,-180,31deg,-18.4179601249681
272.5GHz,-180,32deg,-19.2510364508254
272.5GHz,-180,33deg,-21.4962318539463
272.5GHz,-180,34deg,-23.7304306569945
272.5GHz,-180,35deg,-21.454175929989
272.5GHz,-180,36deg,-18.0003361984484
272.5GHz,-180,37deg,-15.868674874653
272.5GHz,-180,38deg,-15.0420469401838
272.5GHz,-180,39deg,-15.3995819202987
272.5GHz,-180,40deg,-16.9713114286588
272.5GHz,-180,41deg,-19.8923613283099
272.5GHz,-180,42deg,-23.3873041653112
272.5GHz,-180,43deg,-22.6852543739807
272.5GHz,-180,44deg,-19.3982296836718
272.5GHz,-180,45deg,-17.0301882985937
272.5GHz,-180,46deg,-15.6055244405706
272.5GHz,-180,47deg,-14.8065640804834
272.5GHz,-180,48deg,-14.3967164973595
272.5GHz,-180,49deg,-14.2110651961276
272.5GHz,-180,50deg,-14.1367419932832
272.5GHz,-180,51deg,-14.1047462256641
272.5GHz,-180,52deg,-14.089594371898
272.5GHz,-180,53deg,-14.1067436509756
272.5GHz,-180,54deg,-14.1962347463648
272.5GHz,-180,55deg,-14.3919781327485
272.5GHz,-180,56deg,-14.6859617231975
272.5GHz,-180,57deg,-14.9985877170069
272.5GHz,-180,58deg,-15.1792639291335
272.5GHz,-180,59deg,-15.0790645543848
272.5GHz,-180,60deg,-14.6721578789781
272.5GHz,-180,61deg,-14.0838602268141
272.5GHz,-180,62deg,-13.4878493805024
272.5GHz,-180,63deg,-13.0123032574634
272.5GHz,-180,64deg,-12.7203707920042
272.5GHz,-180,65deg,-12.6258502136395
