Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.49796162433916
272.5GHz,-180,1deg,4.3715061343099
272.5GHz,-180,2deg,3.93159473547669
272.5GHz,-180,3deg,3.1863630595989
272.5GHz,-180,4deg,2.1442264014532
272.5GHz,-180,5deg,0.801856617285892
272.5GHz,-180,6deg,-0.874558202893657
272.5GHz,-180,7deg,-2.97960009525379
272.5GHz,-180,8deg,-5.72709468276903
272.5GHz,-180,9deg,-9.60008767716073
272.5GHz,-180,10deg,-15.8085688353412
272.5GHz,-180,11deg,-21.2103327311571
272.5GHz,-180,12deg,-14.4844729841123
272.5GHz,-180,13deg,-10.6445229316215
272.5GHz,-180,14deg,-8.65742080906121
272.5GHz,-180,15deg,-7.66935912153401
272.5GHz,-180,16deg,-7.29010000584577
272.5GHz,-180,17deg,-7.3048564054448
272.5GHz,-180,18deg,-7.59578996930335
272.5GHz,-180,19deg,-8.1019944837233
272.5GHz,-180,20deg,-8.7759576443206
272.5GHz,-180,21deg,-9.55204933477596
272.5GHz,-180,22deg,-10.3528115359072
272.5GHz,-180,23deg,-11.1287798582012
272.5GHz,-180,24deg,-11.8936835312196
272.5GHz,-180,25deg,-12.7355161495705
272.5GHz,-180,26deg,-13.8289168490339
272.5GHz,-180,27deg,-15.4704859758161
272.5GHz,-180,28deg,-18.1641092798735
272.5GHz,-180,29deg,-22.7990427822059
272.5GHz,-180,30deg,-26.9095680083969
272.5GHz,-180,31deg,-21.4758539878139
272.5GHz,-180,32deg,-17.4002671462803
272.5GHz,-180,33deg,-15.197592820304
272.5GHz,-180,34deg,-14.1795839322954
272.5GHz,-180,35deg,-14.0138733991437
272.5GHz,-180,36deg,-14.5034826457823
272.5GHz,-180,37deg,-15.432079775927
272.5GHz,-180,38deg,-16.3886614732907
272.5GHz,-180,39deg,-16.771766250081
272.5GHz,-180,40deg,-16.4114731183094
272.5GHz,-180,41deg,-15.8578908156231
272.5GHz,-180,42deg,-15.6881558129968
272.5GHz,-180,43deg,-16.19039883337
272.5GHz,-180,44deg,-17.4426437200902
272.5GHz,-180,45deg,-19.2078476917231
272.5GHz,-180,46deg,-20.3895804965042
272.5GHz,-180,47deg,-19.6747946800985
272.5GHz,-180,48deg,-17.9639505513782
272.5GHz,-180,49deg,-16.4757733396397
272.5GHz,-180,50deg,-15.5074564486569
272.5GHz,-180,51deg,-15.0313030280763
272.5GHz,-180,52deg,-14.9873938143151
272.5GHz,-180,53deg,-15.3456282766385
272.5GHz,-180,54deg,-16.1021895624706
272.5GHz,-180,55deg,-17.2488522946464
272.5GHz,-180,56deg,-18.7145455939391
272.5GHz,-180,57deg,-20.2778067176674
272.5GHz,-180,58deg,-21.5555865183292
272.5GHz,-180,59deg,-22.3118736495713
272.5GHz,-180,60deg,-22.7677862454975
272.5GHz,-180,61deg,-23.2347995157221
272.5GHz,-180,62deg,-23.5116824097819
272.5GHz,-180,63deg,-22.751333225124
272.5GHz,-180,64deg,-20.6912888152293
272.5GHz,-180,65deg,-18.2016893440742
272.5GHz,-180,66deg,-15.9362651039941
272.5GHz,-180,67deg,-14.0653967006061
272.5GHz,-180,68deg,-12.5747420870525
272.5GHz,-180,69deg,-11.4089276906182
272.5GHz,-180,70deg,-10.5120173591505
272.5GHz,-180,71deg,-9.83649159714169
272.5GHz,-180,72deg,-9.34401829414053
272.5GHz,-180,73deg,-9.00423861737549
272.5GHz,-180,74deg,-8.793148864289
272.5GHz,-180,75deg,-8.69148582191277
272.5GHz,-180,76deg,-8.6832606692404
272.5GHz,-180,77deg,-8.7545363070845
272.5GHz,-180,78deg,-8.89252017096453
272.5GHz,-180,79deg,-9.08501215928022
272.5GHz,-180,80deg,-9.32020708468838
272.5GHz,-180,81deg,-9.58680865858397
272.5GHz,-180,82deg,-9.8743706115847
272.5GHz,-180,83deg,-10.1737453006605
272.5GHz,-180,84deg,-10.4775018979871
272.5GHz,-180,85deg,-10.780187877794
272.5GHz,-180,86deg,-11.078353895794
272.5GHz,-180,87deg,-11.3703320327704
272.5GHz,-180,88deg,-11.6558260814405
272.5GHz,-180,89deg,-11.9354155977795
272.5GHz,-180,90deg,-12.2100823694431
272.5GHz,-180,91deg,-12.4808457072475
272.5GHz,-180,92deg,-12.7485578951154
272.5GHz,-180,93deg,-13.0138779433618
272.5GHz,-180,94deg,-13.2774172021036
272.5GHz,-180,95deg,-13.540033369198
272.5GHz,-180,96deg,-13.8032352131622
272.5GHz,-180,97deg,-14.0696449457677
272.5GHz,-180,98deg,-14.3434482638317
272.5GHz,-180,99deg,-14.63074697757
272.5GHz,-180,100deg,-14.9397197603523
272.5GHz,-180,101deg,-15.2804918277627
272.5GHz,-180,102deg,-15.6646029121536
272.5GHz,-180,103deg,-16.1039214717855
272.5GHz,-180,104deg,-16.6087523399656
272.5GHz,-180,105deg,-17.1847119708041
272.5GHz,-180,106deg,-17.8277762363153
272.5GHz,-180,107deg,-18.5171165652744
272.5GHz,-180,108deg,-19.2070159342785
272.5GHz,-180,109deg,-19.8239916685147
