Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,-1.64446241542747
272.5GHz,-180,1deg,-1.87264495190296
272.5GHz,-180,2deg,-2.44558050967996
272.5GHz,-180,3deg,-3.25033263077004
272.5GHz,-180,4deg,-4.17883527614069
272.5GHz,-180,5deg,-5.16265844572326
272.5GHz,-180,6deg,-6.11289260142198
272.5GHz,-180,7deg,-6.7936878868406
272.5GHz,-180,8deg,-6.86839512805634
272.5GHz,-180,9deg,-6.28260042518042
272.5GHz,-180,10deg,-5.40750001396888
272.5GHz,-180,11deg,-4.6809831802485
272.5GHz,-180,12deg,-4.39705050579182
272.5GHz,-180,13deg,-4.74078115029928
272.5GHz,-180,14deg,-5.84178823993109
272.5GHz,-180,15deg,-7.72513708464832
272.5GHz,-180,16deg,-9.88841053104637
272.5GHz,-180,17deg,-10.5587635357513
272.5GHz,-180,18deg,-9.1884528817677
272.5GHz,-180,19deg,-7.5973875708032
272.5GHz,-180,20deg,-6.57606548831498
272.5GHz,-180,21deg,-6.10921230095202
272.5GHz,-180,22deg,-6.01853646666934
272.5GHz,-180,23deg,-6.13062393940691
272.5GHz,-180,24deg,-6.33930620014901
272.5GHz,-180,25deg,-6.64523304221653
272.5GHz,-180,26deg,-7.15479442881934
272.5GHz,-180,27deg,-8.03316207918526
272.5GHz,-180,28deg,-9.42137421098092
272.5GHz,-180,29deg,-11.222051731776
272.5GHz,-180,30deg,-12.505313392043
272.5GHz,-180,31deg,-11.8887465679251
272.5GHz,-180,32deg,-10.1940377159309
272.5GHz,-180,33deg,-8.81628835751366
272.5GHz,-180,34deg,-8.16259611891525
272.5GHz,-180,35deg,-8.23410259008801
272.5GHz,-180,36deg,-8.90689862291288
272.5GHz,-180,37deg,-9.90531003813663
272.5GHz,-180,38deg,-10.7280748960549
272.5GHz,-180,39deg,-10.934251639575
272.5GHz,-180,40deg,-10.6930493359665
272.5GHz,-180,41deg,-10.538969430383
272.5GHz,-180,42deg,-10.8231633312624
272.5GHz,-180,43deg,-11.5961256187675
272.5GHz,-180,44deg,-12.5224473673435
272.5GHz,-180,45deg,-12.7608587106336
272.5GHz,-180,46deg,-11.7821480562919
272.5GHz,-180,47deg,-10.2273149577362
272.5GHz,-180,48deg,-8.82236816118335
272.5GHz,-180,49deg,-7.82557699634312
272.5GHz,-180,50deg,-7.26995107930708
272.5GHz,-180,51deg,-7.13659015421186
272.5GHz,-180,52deg,-7.40849311030667
272.5GHz,-180,53deg,-8.07105646184122
272.5GHz,-180,54deg,-9.06960373024068
272.5GHz,-180,55deg,-10.1947983939998
272.5GHz,-180,56deg,-10.9322112158762
272.5GHz,-180,57deg,-10.7235344333531
272.5GHz,-180,58deg,-9.72702418609975
272.5GHz,-180,59deg,-8.58539445096183
272.5GHz,-180,60deg,-7.71728836763892
272.5GHz,-180,61deg,-7.27337950235306
272.5GHz,-180,62deg,-7.29413383285895
272.5GHz,-180,63deg,-7.79604487649384
272.5GHz,-180,64deg,-8.80835399738035
272.5GHz,-180,65deg,-10.3972990162566
272.5GHz,-180,66deg,-12.6984560298332
272.5GHz,-180,67deg,-15.958722636367
272.5GHz,-180,68deg,-20.2882758253937
272.5GHz,-180,69deg,-22.3158988826902
272.5GHz,-180,70deg,-18.9006174586927
272.5GHz,-180,71deg,-15.6345460261634
272.5GHz,-180,72deg,-13.376794047508
272.5GHz,-180,73deg,-11.8094411013882
272.5GHz,-180,74deg,-10.7029995658906
272.5GHz,-180,75deg,-9.91984748610344
272.5GHz,-180,76deg,-9.37355624942145
272.5GHz,-180,77deg,-9.00578798800583
272.5GHz,-180,78deg,-8.77405927568699
272.5GHz,-180,79deg,-8.64517522489644
272.5GHz,-180,80deg,-8.59181354392514
272.5GHz,-180,81deg,-8.59100142228427
272.5GHz,-180,82deg,-8.62373890538394
272.5GHz,-180,83deg,-8.67520412079548
272.5GHz,-180,84deg,-8.73505600220927
272.5GHz,-180,85deg,-8.79746119179953
272.5GHz,-180,86deg,-8.86065988341694
272.5GHz,-180,87deg,-8.92610699949658
272.5GHz,-180,88deg,-8.99739032491829
272.5GHz,-180,89deg,-9.07917518598668
272.5GHz,-180,90deg,-9.17636622550481
272.5GHz,-180,91deg,-9.2935703122391
272.5GHz,-180,92deg,-9.43484928014274
272.5GHz,-180,93deg,-9.60369463516127
272.5GHz,-180,94deg,-9.80313691672963
272.5GHz,-180,95deg,-10.0359053774185
272.5GHz,-180,96deg,-10.3045647352592
272.5GHz,-180,97deg,-10.611566240987
272.5GHz,-180,98deg,-10.9591569191031
272.5GHz,-180,99deg,-11.3490943411226
272.5GHz,-180,100deg,-11.7821194159224
272.5GHz,-180,101deg,-12.2571578295155
272.5GHz,-180,102deg,-12.7702751893103
272.5GHz,-180,103deg,-13.3135403877432
272.5GHz,-180,104deg,-13.8741973246301
272.5GHz,-180,105deg,-14.4348871292132
272.5GHz,-180,106deg,-14.9758827350909
272.5GHz,-180,107deg,-15.479878792429
272.5GHz,-180,108deg,-15.9383468199669
272.5GHz,-180,109deg,-16.3563742019533
272.5GHz,-180,110deg,-16.7522269404462
272.5GHz,-180,111deg,-17.149915432606
272.5GHz,-180,112deg,-17.5661142325476
272.5GHz,-180,113deg,-17.9944854070215
272.5GHz,-180,114deg,-18.3922568304677
272.5GHz,-180,115deg,-18.6801239920843
272.5GHz,-180,116deg,-18.7725793785035
272.5GHz,-180,117deg,-18.6361882317752
272.5GHz,-180,118deg,-18.3260028697344
272.5GHz,-180,119deg,-17.9569273080886
272.5GHz,-180,120deg,-17.6432989559195
272.5GHz,-180,121deg,-17.4601703593128
272.5GHz,-180,122deg,-17.4342793850994
272.5GHz,-180,123deg,-17.5495591284653
272.5GHz,-180,124deg,-17.7610340457407
272.5GHz,-180,125deg,-18.0215292343076
272.5GHz,-180,126deg,-18.3195164116332
272.5GHz,-180,127deg,-18.7066269927298
272.5GHz,-180,128deg,-19.291815920425
272.5GHz,-180,129deg,-20.2073476456147
272.5GHz,-180,130deg,-21.5598941581227
272.5GHz,-180,131deg,-23.32851663677
272.5GHz,-180,132deg,-25.0965845744449
272.5GHz,-180,133deg,-25.9133622960616
272.5GHz,-180,134deg,-25.5400611365408
272.5GHz,-180,135deg,-24.9635912492911
272.5GHz,-180,136deg,-24.8757203418635
272.5GHz,-180,137deg,-25.3499245112864
272.5GHz,-180,138deg,-26.0546813928828
272.5GHz,-180,139deg,-26.4874616770535
272.5GHz,-180,140deg,-26.5269438647501
272.5GHz,-180,141deg,-26.4860221506701
272.5GHz,-180,142deg,-26.4089623725192
272.5GHz,-180,143deg,-25.9021269963704
272.5GHz,-180,144deg,-24.9255550954847
272.5GHz,-180,145deg,-24.0940199529625
272.5GHz,-180,146deg,-23.9207269020933
272.5GHz,-180,147deg,-24.3698064825214
272.5GHz,-180,148deg,-24.5630033685806
272.5GHz,-180,149deg,-23.5194068407568
272.5GHz,-180,150deg,-22.0360735280797
272.5GHz,-180,151deg,-21.2984368350054
272.5GHz,-180,152deg,-21.8338983131086
272.5GHz,-180,153deg,-23.9677648934149
272.5GHz,-180,154deg,-27.8987209895002
272.5GHz,-180,155deg,-30.8187418326606
272.5GHz,-180,156deg,-29.0224872960708
272.5GHz,-180,157deg,-28.0461390535366
272.5GHz,-180,158deg,-28.058209659401
272.5GHz,-180,159deg,-25.80055712263
272.5GHz,-180,160deg,-22.3821640872572
272.5GHz,-180,161deg,-20.1563691164457
272.5GHz,-180,162deg,-19.4587707851962
272.5GHz,-180,163deg,-20.2619588270824
272.5GHz,-180,164deg,-22.4585666158191
272.5GHz,-180,165deg,-24.8791941712703
272.5GHz,-180,166deg,-24.5688915447069
272.5GHz,-180,167deg,-22.8780691163279
272.5GHz,-180,168deg,-21.9057722763824
272.5GHz,-180,169deg,-21.5593736680437
272.5GHz,-180,170deg,-21.3555794944171
272.5GHz,-180,171deg,-21.309072497999
272.5GHz,-180,172deg,-21.8848654330906
272.5GHz,-180,173deg,-23.3546937591534
272.5GHz,-180,174deg,-24.7887077255679
272.5GHz,-180,175deg,-23.8326395435276
272.5GHz,-180,176deg,-21.6177550542183
272.5GHz,-180,177deg,-20.1496499691025
272.5GHz,-180,178deg,-19.7650334921929
272.5GHz,-180,179deg,-20.2935230144305
272.5GHz,-180,180deg,-21.2063171894717
272.5GHz,-179,0deg,-1.64446241542748
272.5GHz,-179,1deg,-1.89639944412535
272.5GHz,-179,2deg,-2.49082116939436
272.5GHz,-179,3deg,-3.31123923808568
272.5GHz,-179,4deg,-4.24721753396374
272.5GHz,-179,5deg,-5.23371370303071
272.5GHz,-179,6deg,-6.19255003638487
272.5GHz,-179,7deg,-6.89971506051636
272.5GHz,-179,8deg,-7.01373163078514
272.5GHz,-179,9deg,-6.45649310952608
272.5GHz,-179,10deg,-5.59129529428568
272.5GHz,-179,11deg,-4.86694288016283
272.5GHz,-179,12deg,-4.58561738227534
272.5GHz,-179,13deg,-4.93120623255249
272.5GHz,-179,14deg,-6.01917138699428
272.5GHz,-179,15deg,-7.82879459771152
272.5GHz,-179,16deg,-9.76555751108637
272.5GHz,-179,17deg,-10.1988185978618
272.5GHz,-179,18deg,-8.91486853550785
272.5GHz,-179,19deg,-7.51842185336507
272.5GHz,-179,20deg,-6.67653142941507
272.5GHz,-179,21deg,-6.373618900708
272.5GHz,-179,22deg,-6.43442887453343
272.5GHz,-179,23deg,-6.67772231307806
272.5GHz,-179,24deg,-6.9917178122693
272.5GHz,-179,25deg,-7.38845132901659
272.5GHz,-179,26deg,-8.0028906661055
272.5GHz,-179,27deg,-9.04101526309359
272.5GHz,-179,28deg,-10.7144518444848
272.5GHz,-179,29deg,-13.0734409849655
272.5GHz,-179,30deg,-15.2064561704889
272.5GHz,-179,31deg,-14.8508703655133
272.5GHz,-179,32deg,-12.927619551859
272.5GHz,-179,33deg,-11.4786996716559
272.5GHz,-179,34deg,-10.9138658014782
272.5GHz,-179,35deg,-11.1145440611326
272.5GHz,-179,36deg,-11.7762846226292
272.5GHz,-179,37deg,-12.3775781101465
272.5GHz,-179,38deg,-12.4423333789108
272.5GHz,-179,39deg,-12.1081511366149
272.5GHz,-179,40deg,-11.9268518756409
272.5GHz,-179,41deg,-12.2927189194834
272.5GHz,-179,42deg,-13.2660752507402
272.5GHz,-179,43deg,-14.2813156968267
272.5GHz,-179,44deg,-13.9314948689028
272.5GHz,-179,45deg,-12.0747387203371
272.5GHz,-179,46deg,-10.1236543878982
272.5GHz,-179,47deg,-8.78335226605653
272.5GHz,-179,48deg,-8.17457852239413
272.5GHz,-179,49deg,-8.28419879349358
272.5GHz,-179,50deg,-9.08812068117049
272.5GHz,-179,51deg,-10.5378046166961
272.5GHz,-179,52deg,-12.3902260141539
272.5GHz,-179,53deg,-13.7304569284809
272.5GHz,-179,54deg,-13.2719014262941
272.5GHz,-179,55deg,-11.5282669141724
272.5GHz,-179,56deg,-9.72828696272361
272.5GHz,-179,57deg,-8.3102181907277
272.5GHz,-179,58deg,-7.32858800386113
272.5GHz,-179,59deg,-6.76716842411531
272.5GHz,-179,60deg,-6.61595194080176
272.5GHz,-179,61deg,-6.88357139119215
272.5GHz,-179,62deg,-7.59925970371447
272.5GHz,-179,63deg,-8.8169442525681
272.5GHz,-179,64deg,-10.6218302466927
272.5GHz,-179,65deg,-13.1161620226633
272.5GHz,-179,66deg,-16.1981465199417
272.5GHz,-179,67deg,-18.3474198295174
272.5GHz,-179,68deg,-17.1448775079815
272.5GHz,-179,69deg,-14.6774435023449
272.5GHz,-179,70deg,-12.6731921124547
272.5GHz,-179,71deg,-11.2621339948062
272.5GHz,-179,72deg,-10.3099024468871
272.5GHz,-179,73deg,-9.69278687095621
272.5GHz,-179,74deg,-9.31854843813768
272.5GHz,-179,75deg,-9.11885173218249
272.5GHz,-179,76deg,-9.04207987217946
272.5GHz,-179,77deg,-9.04858795458623
272.5GHz,-179,78deg,-9.1076057912869
272.5GHz,-179,79deg,-9.19517873091048
272.5GHz,-179,80deg,-9.29288279438102
272.5GHz,-179,81deg,-9.3871793872357
272.5GHz,-179,82deg,-9.46921168705043
272.5GHz,-179,83deg,-9.53473030973925
272.5GHz,-179,84deg,-9.58381712230368
272.5GHz,-179,85deg,-9.6202116809131
272.5GHz,-179,86deg,-9.65026786107739
272.5GHz,-179,87deg,-9.68174744688444
272.5GHz,-179,88deg,-9.7227051834144
272.5GHz,-179,89deg,-9.78064660895474
272.5GHz,-179,90deg,-9.86201926130347
272.5GHz,-179,91deg,-9.97199805846422
272.5GHz,-179,92deg,-10.1144747163016
272.5GHz,-179,93deg,-10.2921526054919
272.5GHz,-179,94deg,-10.5066635324375
