Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.64767139682551
272.5GHz,-180,1deg,4.27454966607757
272.5GHz,-180,2deg,3.60448542248494
272.5GHz,-180,3deg,2.65850992729622
272.5GHz,-180,4deg,1.43190826088713
272.5GHz,-180,5deg,-0.121223902068795
272.5GHz,-180,6deg,-2.10772766585343
272.5GHz,-180,7deg,-4.72496742073295
272.5GHz,-180,8deg,-8.29568097056106
272.5GHz,-180,9deg,-13.0270761373693
272.5GHz,-180,10deg,-15.8181665647688
272.5GHz,-180,11deg,-13.3354318277275
272.5GHz,-180,12deg,-11.0554767692746
272.5GHz,-180,13deg,-9.79987600789143
272.5GHz,-180,14deg,-9.02741382214088
272.5GHz,-180,15deg,-8.38118031734382
272.5GHz,-180,16deg,-7.86388714635839
272.5GHz,-180,17deg,-7.66581073036016
272.5GHz,-180,18deg,-7.93106525304546
272.5GHz,-180,19deg,-8.68180964831543
272.5GHz,-180,20deg,-9.82608608907265
272.5GHz,-180,21deg,-11.1781908156918
272.5GHz,-180,22deg,-12.5251680130913
272.5GHz,-180,23deg,-13.7944192871611
272.5GHz,-180,24deg,-15.2177173405056
272.5GHz,-180,25deg,-17.3147103514179
272.5GHz,-180,26deg,-20.7103866545198
272.5GHz,-180,27deg,-24.0209304853058
272.5GHz,-180,28deg,-21.2854692247451
272.5GHz,-180,29deg,-18.0263149351293
272.5GHz,-180,30deg,-16.6668091940825
272.5GHz,-180,31deg,-16.9986215149215
272.5GHz,-180,32deg,-18.5233196896443
272.5GHz,-180,33deg,-18.9537251888492
272.5GHz,-180,34deg,-16.4347826678436
272.5GHz,-180,35deg,-13.7434907374001
272.5GHz,-180,36deg,-12.0908737259631
272.5GHz,-180,37deg,-11.4775809481835
272.5GHz,-180,38deg,-11.7950869836493
272.5GHz,-180,39deg,-12.9363336470138
272.5GHz,-180,40deg,-14.5198884240456
272.5GHz,-180,41deg,-15.1539432635211
272.5GHz,-180,42deg,-13.6380583660192
272.5GHz,-180,43deg,-11.3940763885051
272.5GHz,-180,44deg,-9.61804102430229
272.5GHz,-180,45deg,-8.53950175074029
272.5GHz,-180,46deg,-8.11593395058693
272.5GHz,-180,47deg,-8.24132032811613
272.5GHz,-180,48deg,-8.74423466847263
272.5GHz,-180,49deg,-9.34505630924692
272.5GHz,-180,50deg,-9.70589049485423
272.5GHz,-180,51deg,-9.67311726049423
272.5GHz,-180,52deg,-9.42149481482934
272.5GHz,-180,53deg,-9.24127081445985
272.5GHz,-180,54deg,-9.32536464746546
272.5GHz,-180,55deg,-9.74879873200049
272.5GHz,-180,56deg,-10.5130891672858
272.5GHz,-180,57deg,-11.5768582138521
272.5GHz,-180,58deg,-12.8687904955104
272.5GHz,-180,59deg,-14.2970628814124
272.5GHz,-180,60deg,-15.7678003208299
272.5GHz,-180,61deg,-17.2066806228812
272.5GHz,-180,62deg,-18.5387939573606
272.5GHz,-180,63deg,-19.5655164396021
272.5GHz,-180,64deg,-19.8268885511303
272.5GHz,-180,65deg,-18.9370015261508
272.5GHz,-180,66deg,-17.2036271324678
272.5GHz,-180,67deg,-15.2460238287691
272.5GHz,-180,68deg,-13.4264700604083
272.5GHz,-180,69deg,-11.865329406526
272.5GHz,-180,70deg,-10.5792139808771
272.5GHz,-180,71deg,-9.55060200900625
272.5GHz,-180,72deg,-8.75280146501658
272.5GHz,-180,73deg,-8.15785955081397
272.5GHz,-180,74deg,-7.73872713591388
272.5GHz,-180,75deg,-7.46961030376763
272.5GHz,-180,76deg,-7.32585575085434
272.5GHz,-180,77deg,-7.28385196818579
272.5GHz,-180,78deg,-7.32113113901534
272.5GHz,-180,79deg,-7.41673265350369
272.5GHz,-180,80deg,-7.5518026909778
272.5GHz,-180,81deg,-7.71031851308731
272.5GHz,-180,82deg,-7.87975374019881
272.5GHz,-180,83deg,-8.05147869440126
272.5GHz,-180,84deg,-8.2207458502966
272.5GHz,-180,85deg,-8.38623243749194
272.5GHz,-180,86deg,-8.54924555444162
272.5GHz,-180,87deg,-8.71277712773162
272.5GHz,-180,88deg,-8.88059841658819
272.5GHz,-180,89deg,-9.05652465743161
272.5GHz,-180,90deg,-9.24390170769352
272.5GHz,-180,91deg,-9.44530336929531
272.5GHz,-180,92deg,-9.66239480314853
272.5GHz,-180,93deg,-9.89591119543101
272.5GHz,-180,94deg,-10.1457115635287
272.5GHz,-180,95deg,-10.4108855509817
272.5GHz,-180,96deg,-10.6899093284442
272.5GHz,-180,97deg,-10.9808605051986
272.5GHz,-180,98deg,-11.2817071288148
272.5GHz,-180,99deg,-11.5906783400536
272.5GHz,-180,100deg,-11.9067013267262
272.5GHz,-180,101deg,-12.229852576957
272.5GHz,-180,102deg,-12.5617303264941
272.5GHz,-180,103deg,-12.9056261350234
272.5GHz,-180,104deg,-13.2663744343394
272.5GHz,-180,105deg,-13.6497984701161
272.5GHz,-180,106deg,-14.0617434911358
272.5GHz,-180,107deg,-14.5067786956459
272.5GHz,-180,108deg,-14.9867481088209
272.5GHz,-180,109deg,-15.4994546111941
272.5GHz,-180,110deg,-16.0378501728777
272.5GHz,-180,111deg,-16.59009119778
272.5GHz,-180,112deg,-17.1405389297545
272.5GHz,-180,113deg,-17.6711759466348
272.5GHz,-180,114deg,-18.1623834327187
272.5GHz,-180,115deg,-18.5926143908003
272.5GHz,-180,116deg,-18.9389095988079
272.5GHz,-180,117deg,-19.182751946157
272.5GHz,-180,118deg,-19.3237249225571
272.5GHz,-180,119deg,-19.3945861888742
272.5GHz,-180,120deg,-19.4647652832487
272.5GHz,-180,121deg,-19.6268723390004
272.5GHz,-180,122deg,-19.97387359426
272.5GHz,-180,123deg,-20.5734589679225
272.5GHz,-180,124deg,-21.429932600587
272.5GHz,-180,125deg,-22.4110003154317
272.5GHz,-180,126deg,-23.1728375516961
272.5GHz,-180,127deg,-23.3366077470099
272.5GHz,-180,128deg,-22.9775298287502
272.5GHz,-180,129deg,-22.6038789922949
272.5GHz,-180,130deg,-22.6863012244901
272.5GHz,-180,131deg,-23.5230933361954
272.5GHz,-180,132deg,-25.2647105632638
272.5GHz,-180,133deg,-27.4423704466256
272.5GHz,-180,134deg,-27.6141236608513
272.5GHz,-180,135deg,-25.3094816522015
