Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,-3.32614874739759
272.5GHz,-180,1deg,-3.1066268331396
272.5GHz,-180,2deg,-2.78320732567313
272.5GHz,-180,3deg,-2.4583863758212
272.5GHz,-180,4deg,-2.19159403454883
272.5GHz,-180,5deg,-1.99183552598575
272.5GHz,-180,6deg,-1.85330949494858
272.5GHz,-180,7deg,-1.79339600696749
272.5GHz,-180,8deg,-1.86144947016517
272.5GHz,-180,9deg,-2.12279156995162
272.5GHz,-180,10deg,-2.64233265938365
272.5GHz,-180,11deg,-3.47441917182915
272.5GHz,-180,12deg,-4.63888352726992
272.5GHz,-180,13deg,-6.04883735888652
272.5GHz,-180,14deg,-7.38486401392054
272.5GHz,-180,15deg,-8.13890833973391
272.5GHz,-180,16deg,-8.15358497766916
272.5GHz,-180,17deg,-7.83336162430871
272.5GHz,-180,18deg,-7.55836342910285
272.5GHz,-180,19deg,-7.41342363980665
272.5GHz,-180,20deg,-7.32162695943808
272.5GHz,-180,21deg,-7.21132088504562
272.5GHz,-180,22deg,-7.09920597050459
272.5GHz,-180,23deg,-7.08263365996616
272.5GHz,-180,24deg,-7.29754964754225
272.5GHz,-180,25deg,-7.88613892201089
272.5GHz,-180,26deg,-8.97553431288066
272.5GHz,-180,27deg,-10.6592376288842
272.5GHz,-180,28deg,-12.978485217003
272.5GHz,-180,29deg,-15.9136283847777
272.5GHz,-180,30deg,-19.3046300599752
272.5GHz,-180,31deg,-21.5310743582187
272.5GHz,-180,32deg,-19.2359811677822
272.5GHz,-180,33deg,-15.5819210239496
272.5GHz,-180,34deg,-12.8575572164116
272.5GHz,-180,35deg,-11.1521197172703
272.5GHz,-180,36deg,-10.2936875269499
272.5GHz,-180,37deg,-10.1300523724369
272.5GHz,-180,38deg,-10.5579494744855
272.5GHz,-180,39deg,-11.5318436607846
272.5GHz,-180,40deg,-12.9875324905864
272.5GHz,-180,41deg,-14.3889680830356
272.5GHz,-180,42deg,-14.1165798662827
272.5GHz,-180,43deg,-11.8964565271371
272.5GHz,-180,44deg,-9.48994187980292
272.5GHz,-180,45deg,-7.70365318543955
272.5GHz,-180,46deg,-6.62802907256857
272.5GHz,-180,47deg,-6.20533973506108
272.5GHz,-180,48deg,-6.36633812647378
272.5GHz,-180,49deg,-7.04792436416291
272.5GHz,-180,50deg,-8.18365922747009
272.5GHz,-180,51deg,-9.67379450240915
272.5GHz,-180,52deg,-11.3113328778019
272.5GHz,-180,53deg,-12.6638964577525
272.5GHz,-180,54deg,-13.1636341446321
272.5GHz,-180,55deg,-12.70465424816
272.5GHz,-180,56deg,-11.7904265459401
272.5GHz,-180,57deg,-10.9074555150156
272.5GHz,-180,58deg,-10.2840014310932
272.5GHz,-180,59deg,-9.99460746999728
272.5GHz,-180,60deg,-10.0528998581152
272.5GHz,-180,61deg,-10.4483462704088
272.5GHz,-180,62deg,-11.1512418390412
272.5GHz,-180,63deg,-12.0929873802951
272.5GHz,-180,64deg,-13.1141832921895
272.5GHz,-180,65deg,-13.8994696025398
272.5GHz,-180,66deg,-14.0534364661114
272.5GHz,-180,67deg,-13.4530152140712
272.5GHz,-180,68deg,-12.3879201675477
272.5GHz,-180,69deg,-11.2185313815374
272.5GHz,-180,70deg,-10.1501477140353
272.5GHz,-180,71deg,-9.25881030330902
272.5GHz,-180,72deg,-8.55864162458792
272.5GHz,-180,73deg,-8.0397815179925
272.5GHz,-180,74deg,-7.68430708457762
272.5GHz,-180,75deg,-7.47218080680241
272.5GHz,-180,76deg,-7.38327628442892
272.5GHz,-180,77deg,-7.39797027839338
272.5GHz,-180,78deg,-7.49728105658589
272.5GHz,-180,79deg,-7.66294556833172
272.5GHz,-180,80deg,-7.87759840548595
272.5GHz,-180,81deg,-8.12511169102784
272.5GHz,-180,82deg,-8.39108602887862
272.5GHz,-180,83deg,-8.66341974109365
272.5GHz,-180,84deg,-8.93283145913649
272.5GHz,-180,85deg,-9.19319117479287
272.5GHz,-180,86deg,-9.44154559362396
272.5GHz,-180,87deg,-9.67780109023145
272.5GHz,-180,88deg,-9.90412052782173
272.5GHz,-180,89deg,-10.1241574370652
272.5GHz,-180,90deg,-10.3422673968497
272.5GHz,-180,91deg,-10.5628057482192
272.5GHz,-180,92deg,-10.7895673521805
272.5GHz,-180,93deg,-11.0253745281645
272.5GHz,-180,94deg,-11.2717897446839
272.5GHz,-180,95deg,-11.528924244204
272.5GHz,-180,96deg,-11.7953294876705
272.5GHz,-180,97deg,-12.0679892167226
272.5GHz,-180,98deg,-12.3424679607127
272.5GHz,-180,99deg,-12.6133034848525
272.5GHz,-180,100deg,-12.8747335844677
272.5GHz,-180,101deg,-13.1217936363612
272.5GHz,-180,102deg,-13.3516946529061
272.5GHz,-180,103deg,-13.5652197283207
272.5GHz,-180,104deg,-13.7677465398419
272.5GHz,-180,105deg,-13.969521133385
272.5GHz,-180,106deg,-14.1850064840792
272.5GHz,-180,107deg,-14.4314097159625
272.5GHz,-180,108deg,-14.7266864488306
272.5GHz,-180,109deg,-15.0873274221771
272.5GHz,-180,110deg,-15.5260832662591
272.5GHz,-180,111deg,-16.0495934967816
272.5GHz,-180,112deg,-16.6557711087833
272.5GHz,-180,113deg,-17.3308503502715
272.5GHz,-180,114deg,-18.0463683696542
272.5GHz,-180,115deg,-18.757277627164
272.5GHz,-180,116deg,-19.4041155074977
272.5GHz,-180,117deg,-19.9239142966453
272.5GHz,-180,118deg,-20.2726242138672
272.5GHz,-180,119deg,-20.4517959567815
272.5GHz,-180,120deg,-20.5211221091614
272.5GHz,-180,121deg,-20.5851895182554
272.5GHz,-180,122deg,-20.7643392962701
272.5GHz,-180,123deg,-21.1657362072831
272.5GHz,-180,124deg,-21.8530677873193
272.5GHz,-180,125deg,-22.7881807542675
272.5GHz,-180,126deg,-23.7164543422661
272.5GHz,-180,127deg,-24.1388563433745
272.5GHz,-180,128deg,-23.7899864590631
272.5GHz,-180,129deg,-23.0825245919383
272.5GHz,-180,130deg,-22.5988741204261
272.5GHz,-180,131deg,-22.6664469673677
272.5GHz,-180,132deg,-23.3782540820403
272.5GHz,-180,133deg,-24.5657451979293
272.5GHz,-180,134deg,-25.5696942664508
272.5GHz,-180,135deg,-25.559325882329
272.5GHz,-180,136deg,-24.8515453125136
272.5GHz,-180,137deg,-24.3673174868514
272.5GHz,-180,138deg,-24.4282771508847
272.5GHz,-180,139deg,-24.6119167613768
272.5GHz,-180,140deg,-24.0364125813887
272.5GHz,-180,141deg,-22.668549180374
272.5GHz,-180,142deg,-21.4301885083368
272.5GHz,-180,143deg,-20.9551717278628
272.5GHz,-180,144deg,-21.4716992220735
272.5GHz,-180,145deg,-22.9363777094991
272.5GHz,-180,146deg,-24.5374503069227
272.5GHz,-180,147deg,-24.3789908771905
272.5GHz,-180,148deg,-22.8708421111374
272.5GHz,-180,149deg,-21.8845665269321
272.5GHz,-180,150deg,-22.0541464976217
272.5GHz,-180,151deg,-23.4875547018094
272.5GHz,-180,152deg,-26.0753100747444
272.5GHz,-180,153deg,-28.7605525653836
272.5GHz,-180,154deg,-29.2088937688576
272.5GHz,-180,155deg,-28.1244715939621
272.5GHz,-180,156deg,-27.0636414577781
272.5GHz,-180,157deg,-26.1087174444632
272.5GHz,-180,158deg,-25.4114612179701
272.5GHz,-180,159deg,-25.3934781816974
272.5GHz,-180,160deg,-26.2377970452692
272.5GHz,-180,161deg,-27.3829098165949
272.5GHz,-180,162deg,-27.4564500491591
272.5GHz,-180,163deg,-26.5733842034914
272.5GHz,-180,164deg,-26.1132541849629
272.5GHz,-180,165deg,-26.4960053232369
272.5GHz,-180,166deg,-27.3288645665823
272.5GHz,-180,167deg,-28.1673337576101
272.5GHz,-180,168deg,-29.0865363877927
272.5GHz,-180,169deg,-28.933625202892
272.5GHz,-180,170deg,-25.9265647106598
272.5GHz,-180,171deg,-22.6619471751859
272.5GHz,-180,172deg,-20.7060721304407
272.5GHz,-180,173deg,-20.1749582778028
272.5GHz,-180,174deg,-20.9494312855932
272.5GHz,-180,175deg,-22.7304026496861
272.5GHz,-180,176deg,-24.6948337395747
272.5GHz,-180,177deg,-25.8315640287212
272.5GHz,-180,178deg,-26.1329797365814
272.5GHz,-180,179deg,-25.3606535133558
272.5GHz,-180,180deg,-23.4863881079953
272.5GHz,-179,0deg,-3.32614874739759
272.5GHz,-179,1deg,-3.12971785967758
272.5GHz,-179,2deg,-2.83013916373561
272.5GHz,-179,3deg,-2.52936336638521
272.5GHz,-179,4deg,-2.2871438502422
272.5GHz,-179,5deg,-2.11294542769729
272.5GHz,-179,6deg,-2.00030293677321
272.5GHz,-179,7deg,-1.96420123760322
272.5GHz,-179,8deg,-2.05084714636876
272.5GHz,-179,9deg,-2.32318471267943
272.5GHz,-179,10deg,-2.84473130056858
272.5GHz,-179,11deg,-3.66786178121719
272.5GHz,-179,12deg,-4.80755999258708
272.5GHz,-179,13deg,-6.16923512602832
272.5GHz,-179,14deg,-7.43407151795398
272.5GHz,-179,15deg,-8.12440136633303
272.5GHz,-179,16deg,-8.11355502078728
272.5GHz,-179,17deg,-7.79092245097293
272.5GHz,-179,18deg,-7.52145648086734
272.5GHz,-179,19deg,-7.40159928445432
272.5GHz,-179,20deg,-7.37332089982029
272.5GHz,-179,21deg,-7.366249824243
272.5GHz,-179,22deg,-7.37645283941526
272.5GHz,-179,23deg,-7.47915411939253
272.5GHz,-179,24deg,-7.8055249924351
272.5GHz,-179,25deg,-8.51360186657115
272.5GHz,-179,26deg,-9.76575344558957
272.5GHz,-179,27deg,-11.7156076971102
272.5GHz,-179,28deg,-14.4963879609142
272.5GHz,-179,29deg,-18.171215028496
272.5GHz,-179,30deg,-22.3666927003869
272.5GHz,-179,31deg,-24.2622236284519
272.5GHz,-179,32deg,-21.470295874588
272.5GHz,-179,33deg,-18.0287488715422
272.5GHz,-179,34deg,-15.5009460142439
272.5GHz,-179,35deg,-13.9478069836778
272.5GHz,-179,36deg,-13.2288603521437
272.5GHz,-179,37deg,-13.161712737989
272.5GHz,-179,38deg,-13.5434105332764
272.5GHz,-179,39deg,-14.1788230183251
272.5GHz,-179,40deg,-14.8668401737789
272.5GHz,-179,41deg,-15.2173963136332
272.5GHz,-179,42deg,-14.6191863161436
272.5GHz,-179,43deg,-13.0576650294523
272.5GHz,-179,44deg,-11.292641262062
272.5GHz,-179,45deg,-9.91456963605172
272.5GHz,-179,46deg,-9.13929504418359
272.5GHz,-179,47deg,-9.01259190634181
272.5GHz,-179,48deg,-9.5233157308738
272.5GHz,-179,49deg,-10.6156530530309
272.5GHz,-179,50deg,-12.1070101161871
272.5GHz,-179,51deg,-13.4846432368481
272.5GHz,-179,52deg,-13.9297982251091
272.5GHz,-179,53deg,-13.2608992983314
272.5GHz,-179,54deg,-12.1630671903448
272.5GHz,-179,55deg,-11.17109440768
272.5GHz,-179,56deg,-10.4528663526763
272.5GHz,-179,57deg,-10.0255703789661
272.5GHz,-179,58deg,-9.87490934290362
272.5GHz,-179,59deg,-9.98872206056901
272.5GHz,-179,60deg,-10.3574430305463
272.5GHz,-179,61deg,-10.9602048056253
272.5GHz,-179,62deg,-11.7373369294558
272.5GHz,-179,63deg,-12.5457353657373
272.5GHz,-179,64deg,-13.1245291744738
272.5GHz,-179,65deg,-13.1829867777384
272.5GHz,-179,66deg,-12.6486879500636
272.5GHz,-179,67deg,-11.7413991916624
272.5GHz,-179,68deg,-10.7424632403925
272.5GHz,-179,69deg,-9.8285781332916
272.5GHz,-179,70deg,-9.07450716544419
272.5GHz,-179,71deg,-8.49935299486409
272.5GHz,-179,72deg,-8.09791521485967
272.5GHz,-179,73deg,-7.85572705965925
272.5GHz,-179,74deg,-7.75533252941091
272.5GHz,-179,75deg,-7.77861385978824
272.5GHz,-179,76deg,-7.90744257961806
272.5GHz,-179,77deg,-8.12365943948206
272.5GHz,-179,78deg,-8.40885049202596
272.5GHz,-179,79deg,-8.74418236319111
272.5GHz,-179,80deg,-9.11049039464308
272.5GHz,-179,81deg,-9.488773255996
272.5GHz,-179,82deg,-9.86116802568947
272.5GHz,-179,83deg,-10.2123237448892
272.5GHz,-179,84deg,-10.5308828348843
272.5GHz,-179,85deg,-10.81062199215
272.5GHz,-179,86deg,-11.0508298384304
272.5GHz,-179,87deg,-11.2557490773725
272.5GHz,-179,88deg,-11.4332609056968
272.5GHz,-179,89deg,-11.5932304601924
272.5GHz,-179,90deg,-11.7459463543729
272.5GHz,-179,91deg,-11.9009236756229
272.5GHz,-179,92deg,-12.0661331062072
272.5GHz,-179,93deg,-12.2475724763254
272.5GHz,-179,94deg,-12.4490391149722
272.5GHz,-179,95deg,-12.6719712329253
272.5GHz,-179,96deg,-12.9152756335958
272.5GHz,-179,97deg,-13.175132034332
272.5GHz,-179,98deg,-13.4448594857232
272.5GHz,-179,99deg,-13.7150452911015
272.5GHz,-179,100deg,-13.974242518111
272.5GHz,-179,101deg,-14.2105559310353
272.5GHz,-179,102deg,-14.4142302804853
272.5GHz,-179,103deg,-14.580863457723
272.5GHz,-179,104deg,-14.7142732192848
272.5GHz,-179,105deg,-14.8278142387682
272.5GHz,-179,106deg,-14.9434306424306
272.5GHz,-179,107deg,-15.0886793975139
272.5GHz,-179,108deg,-15.2926160705481
272.5GHz,-179,109deg,-15.5812967914429
272.5GHz,-179,110deg,-15.9728971483307
272.5GHz,-179,111deg,-16.4716470067544
272.5GHz,-179,112deg,-17.0596524689915
272.5GHz,-179,113deg,-17.6875926429253
272.5GHz,-179,114deg,-18.2714868947157
272.5GHz,-179,115deg,-18.7114260974685
272.5GHz,-179,116deg,-18.941100941913
272.5GHz,-179,117deg,-18.9764733658991
272.5GHz,-179,118deg,-18.9110968786766
272.5GHz,-179,119deg,-18.864340326321
272.5GHz,-179,120deg,-18.9369960069045
272.5GHz,-179,121deg,-19.1977961284973
272.5GHz,-179,122deg,-19.6864143584601
272.5GHz,-179,123deg,-20.4122572744506
272.5GHz,-179,124deg,-21.3311279451972
272.5GHz,-179,125deg,-22.2872749626572
272.5GHz,-179,126deg,-22.9685060200439
272.5GHz,-179,127deg,-23.0738686937494
272.5GHz,-179,128deg,-22.6809440739557
272.5GHz,-179,129deg,-22.2089806935115
272.5GHz,-179,130deg,-22.0507332265301
272.5GHz,-179,131deg,-22.4435321515858
272.5GHz,-179,132deg,-23.506474546325
272.5GHz,-179,133deg,-25.1931436305378
272.5GHz,-179,134deg,-26.9457359382005
272.5GHz,-179,135deg,-27.4961775089829
272.5GHz,-179,136deg,-26.7434343908412
272.5GHz,-179,137deg,-25.9833526090255
272.5GHz,-179,138deg,-25.7739329595829
272.5GHz,-179,139deg,-25.7709518165788
272.5GHz,-179,140deg,-25.1803245428524
272.5GHz,-179,141deg,-23.8868860745569
272.5GHz,-179,142deg,-22.6623184693068
272.5GHz,-179,143deg,-22.0964523560641
272.5GHz,-179,144deg,-22.3576446859407
272.5GHz,-179,145deg,-23.22382812506
272.5GHz,-179,146deg,-23.8053091007585
272.5GHz,-179,147deg,-23.155365420959
272.5GHz,-179,148deg,-21.9602020962191
272.5GHz,-179,149deg,-21.3318367881273
272.5GHz,-179,150deg,-21.7596331836613
272.5GHz,-179,151deg,-23.4874514976153
272.5GHz,-179,152deg,-26.7866401708019
272.5GHz,-179,153deg,-31.4786932339667
272.5GHz,-179,154deg,-33.1679028828509
272.5GHz,-179,155deg,-31.0764370015707
272.5GHz,-179,156deg,-29.5606043640659
272.5GHz,-179,157deg,-28.325809610261
272.5GHz,-179,158deg,-27.0837709273016
272.5GHz,-179,159deg,-26.3275848435728
272.5GHz,-179,160deg,-26.3441740441728
272.5GHz,-179,161deg,-26.7730149750812
272.5GHz,-179,162deg,-26.7820901731686
272.5GHz,-179,163deg,-26.2628022821235
272.5GHz,-179,164deg,-26.004073917638
272.5GHz,-179,165deg,-26.4147727392542
272.5GHz,-179,166deg,-27.2271450823146
272.5GHz,-179,167deg,-27.9629510948479
272.5GHz,-179,168deg,-28.4882683440992
272.5GHz,-179,169deg,-27.9876866744745
272.5GHz,-179,170deg,-25.437335990219
272.5GHz,-179,171deg,-22.5691143373016
272.5GHz,-179,172deg,-20.7591607750122
272.5GHz,-179,173deg,-20.2623729869091
272.5GHz,-179,174deg,-21.029477154581
272.5GHz,-179,175deg,-22.7917292363779
272.5GHz,-179,176deg,-24.7281864447792
272.5GHz,-179,177deg,-25.8013781558791
272.5GHz,-179,178deg,-26.042261639505
272.5GHz,-179,179deg,-25.3016962180403
272.5GHz,-179,180deg,-23.4863881079953
272.5GHz,-178,0deg,-3.32614874739759
272.5GHz,-178,1deg,-3.15299688332038
272.5GHz,-178,2deg,-2.87768535538873
272.5GHz,-178,3deg,-2.60153148587584
272.5GHz,-178,4deg,-2.38462860016467
272.5GHz,-178,5deg,-2.23700563478212
272.5GHz,-178,6deg,-2.15158787879442
272.5GHz,-178,7deg,-2.14082397321558
272.5GHz,-178,8deg,-2.24744774141447
272.5GHz,-178,9deg,-2.53166092811986
272.5GHz,-178,10deg,-3.05524022656076
272.5GHz,-178,11deg,-3.86817229291324
272.5GHz,-178,12deg,-4.9802338781007
272.5GHz,-178,13deg,-6.28995251163678
272.5GHz,-178,14deg,-7.48328772626419
