Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,-2.79905753222757
272.5GHz,-180,1deg,-2.48037308195663
272.5GHz,-180,2deg,-2.11481195013475
272.5GHz,-180,3deg,-1.81959523948001
272.5GHz,-180,4deg,-1.64867636346949
272.5GHz,-180,5deg,-1.61461237745622
272.5GHz,-180,6deg,-1.71320500409583
272.5GHz,-180,7deg,-1.93684863944364
272.5GHz,-180,8deg,-2.27682889069409
272.5GHz,-180,9deg,-2.71864582717725
272.5GHz,-180,10deg,-3.2346858211717
272.5GHz,-180,11deg,-3.7797435396858
272.5GHz,-180,12deg,-4.29780991194891
272.5GHz,-180,13deg,-4.74527409358434
272.5GHz,-180,14deg,-5.11702576742307
272.5GHz,-180,15deg,-5.44605271244562
272.5GHz,-180,16deg,-5.76819983065391
272.5GHz,-180,17deg,-6.08193334102746
272.5GHz,-180,18deg,-6.34213288015314
272.5GHz,-180,19deg,-6.50562679402748
272.5GHz,-180,20deg,-6.59764822777006
272.5GHz,-180,21deg,-6.73046836426405
272.5GHz,-180,22deg,-7.05963648812511
272.5GHz,-180,23deg,-7.73648210088666
272.5GHz,-180,24deg,-8.89284906901062
272.5GHz,-180,25deg,-10.6375892135717
272.5GHz,-180,26deg,-12.9932752974488
272.5GHz,-180,27deg,-15.553218558249
272.5GHz,-180,28deg,-16.8741199150096
272.5GHz,-180,29deg,-16.2455462857827
272.5GHz,-180,30deg,-15.156135389443
272.5GHz,-180,31deg,-14.4773202048524
272.5GHz,-180,32deg,-14.2135696249743
272.5GHz,-180,33deg,-14.0670554357147
272.5GHz,-180,34deg,-13.6535983705234
272.5GHz,-180,35deg,-12.7485741290893
272.5GHz,-180,36deg,-11.4880456659629
272.5GHz,-180,37deg,-10.2144133369768
272.5GHz,-180,38deg,-9.21643009053308
272.5GHz,-180,39deg,-8.6571528082452
272.5GHz,-180,40deg,-8.60745031251244
272.5GHz,-180,41deg,-9.07839500873199
272.5GHz,-180,42deg,-10.0278190419781
272.5GHz,-180,43deg,-11.3470151722442
272.5GHz,-180,44deg,-12.8529887568957
272.5GHz,-180,45deg,-14.3276828735584
272.5GHz,-180,46deg,-15.5652151254733
272.5GHz,-180,47deg,-16.270974720831
272.5GHz,-180,48deg,-16.0412375033234
272.5GHz,-180,49deg,-14.9195919631517
272.5GHz,-180,50deg,-13.504116774696
272.5GHz,-180,51deg,-12.2705975512203
272.5GHz,-180,52deg,-11.367028537876
272.5GHz,-180,53deg,-10.7533690741108
272.5GHz,-180,54deg,-10.3192279980438
272.5GHz,-180,55deg,-9.96134149428974
272.5GHz,-180,56deg,-9.63778458837107
272.5GHz,-180,57deg,-9.37707670577661
272.5GHz,-180,58deg,-9.24069066963747
272.5GHz,-180,59deg,-9.2768669990061
272.5GHz,-180,60deg,-9.49290770166795
272.5GHz,-180,61deg,-9.84374925215972
272.5GHz,-180,62deg,-10.2307063958874
272.5GHz,-180,63deg,-10.5197819616578
272.5GHz,-180,64deg,-10.5940355127193
272.5GHz,-180,65deg,-10.4170353677082
272.5GHz,-180,66deg,-10.0445101134876
272.5GHz,-180,67deg,-9.57310307089679
272.5GHz,-180,68deg,-9.08677245279743
272.5GHz,-180,69deg,-8.63818267743143
272.5GHz,-180,70deg,-8.25412184865114
272.5GHz,-180,71deg,-7.94614856705867
272.5GHz,-180,72deg,-7.71833051546308
272.5GHz,-180,73deg,-7.57119670571301
272.5GHz,-180,74deg,-7.50320776712233
272.5GHz,-180,75deg,-7.51106165286979
272.5GHz,-180,76deg,-7.58965479340944
272.5GHz,-180,77deg,-7.73207920921989
272.5GHz,-180,78deg,-7.9297737042678
272.5GHz,-180,79deg,-8.17283096093889
272.5GHz,-180,80deg,-8.45042915382161
272.5GHz,-180,81deg,-8.75135557869541
272.5GHz,-180,82deg,-9.06459125229093
272.5GHz,-180,83deg,-9.37991800998014
272.5GHz,-180,84deg,-9.68849448106676
272.5GHz,-180,85deg,-9.98333360596179
272.5GHz,-180,86deg,-10.2596138435659
272.5GHz,-180,87deg,-10.5147764306789
272.5GHz,-180,88deg,-10.748399509331
272.5GHz,-180,89deg,-10.9618837828727
272.5GHz,-180,90deg,-11.1580169538093
272.5GHz,-180,91deg,-11.3404943795034
272.5GHz,-180,92deg,-11.5134608157911
272.5GHz,-180,93deg,-11.6811115852268
272.5GHz,-180,94deg,-11.84736287368
272.5GHz,-180,95deg,-12.0155796523846
272.5GHz,-180,96deg,-12.1883411166343
272.5GHz,-180,97deg,-12.3672292592994
272.5GHz,-180,98deg,-12.5526461989906
272.5GHz,-180,99deg,-12.7436986260746
272.5GHz,-180,100deg,-12.9382279381409
272.5GHz,-180,101deg,-13.1330985255585
272.5GHz,-180,102deg,-13.324857713412
272.5GHz,-180,103deg,-13.5108141614702
272.5GHz,-180,104deg,-13.6904270582551
272.5GHz,-180,105deg,-13.8666904756749
272.5GHz,-180,106deg,-14.047043395481
272.5GHz,-180,107deg,-14.2433627689971
272.5GHz,-180,108deg,-14.4708321733867
272.5GHz,-180,109deg,-14.7457885888119
272.5GHz,-180,110deg,-15.0828371894605
272.5GHz,-180,111deg,-15.4915085230653
272.5GHz,-180,112deg,-15.9726409036939
272.5GHz,-180,113deg,-16.5147942061441
272.5GHz,-180,114deg,-17.0916831261395
272.5GHz,-180,115deg,-17.6629528614792
272.5GHz,-180,116deg,-18.1816246749515
272.5GHz,-180,117deg,-18.6094491549544
272.5GHz,-180,118deg,-18.9344755114457
272.5GHz,-180,119deg,-19.1792940661445
272.5GHz,-180,120deg,-19.3936366910161
272.5GHz,-180,121deg,-19.6374708146622
272.5GHz,-180,122deg,-19.9650710080404
272.5GHz,-180,123deg,-20.4145277285482
272.5GHz,-180,124deg,-21.0012034882394
272.5GHz,-180,125deg,-21.7131457109825
272.5GHz,-180,126deg,-22.5089828333628
272.5GHz,-180,127deg,-23.3194009056746
272.5GHz,-180,128deg,-24.0488011524762
272.5GHz,-180,129deg,-24.5757761449038
272.5GHz,-180,130deg,-24.7839196776969
272.5GHz,-180,131deg,-24.6643735311753
272.5GHz,-180,132deg,-24.3994805572636
272.5GHz,-180,133deg,-24.2883800226071
272.5GHz,-180,134deg,-24.6028499986303
272.5GHz,-180,135deg,-25.4807971932462
272.5GHz,-180,136deg,-26.7171480049764
272.5GHz,-180,137deg,-27.3455666901924
272.5GHz,-180,138deg,-26.4654716663928
272.5GHz,-180,139deg,-24.9761636101165
272.5GHz,-180,140deg,-23.929489248637
272.5GHz,-180,141deg,-23.606067400096
272.5GHz,-180,142deg,-23.9179440000744
272.5GHz,-180,143deg,-24.6255942043491
272.5GHz,-180,144deg,-25.5041921452687
272.5GHz,-180,145deg,-26.5794068365249
272.5GHz,-180,146deg,-28.0715240645967
272.5GHz,-180,147deg,-29.6906027146708
272.5GHz,-180,148deg,-29.8382926758061
272.5GHz,-180,149deg,-28.3953000553181
272.5GHz,-180,150deg,-27.3715969456344
272.5GHz,-180,151deg,-27.7377599983426
272.5GHz,-180,152deg,-29.9202564407893
272.5GHz,-180,153deg,-34.4705483408092
272.5GHz,-180,154deg,-39.0414749337904
272.5GHz,-180,155deg,-36.0907320992633
272.5GHz,-180,156deg,-33.5643989150275
272.5GHz,-180,157deg,-31.3737570061808
272.5GHz,-180,158deg,-28.5893582050358
272.5GHz,-180,159deg,-26.2245586178334
272.5GHz,-180,160deg,-24.9128538986738
272.5GHz,-180,161deg,-24.6600309814855
272.5GHz,-180,162deg,-25.1660443985428
272.5GHz,-180,163deg,-25.8349107242326
272.5GHz,-180,164deg,-26.0053746328243
272.5GHz,-180,165deg,-25.5152228185283
272.5GHz,-180,166deg,-24.5864930929232
272.5GHz,-180,167deg,-23.4990705067314
272.5GHz,-180,168deg,-22.6249325828611
272.5GHz,-180,169deg,-22.2874000723813
272.5GHz,-180,170deg,-22.5711589760856
272.5GHz,-180,171deg,-23.2099405798781
