Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,0.444113801569297
272.5GHz,-180,1deg,0.361846121283795
272.5GHz,-180,2deg,0.137151550082547
272.5GHz,-180,3deg,-0.214265495334421
272.5GHz,-180,4deg,-0.66343085525104
272.5GHz,-180,5deg,-1.19324976595808
272.5GHz,-180,6deg,-1.81277801689519
272.5GHz,-180,7deg,-2.5483359878258
272.5GHz,-180,8deg,-3.41741709426979
272.5GHz,-180,9deg,-4.39871818080604
272.5GHz,-180,10deg,-5.40859389523399
272.5GHz,-180,11deg,-6.31163494048567
272.5GHz,-180,12deg,-7.01542659184728
272.5GHz,-180,13deg,-7.60634256499936
272.5GHz,-180,14deg,-8.35516711128788
272.5GHz,-180,15deg,-9.60062007570736
272.5GHz,-180,16deg,-11.7054204415335
272.5GHz,-180,17deg,-15.1976096730977
272.5GHz,-180,18deg,-21.44040846522
272.5GHz,-180,19deg,-34.4448830549723
272.5GHz,-180,20deg,-23.2655713801287
272.5GHz,-180,21deg,-18.6410789206271
272.5GHz,-180,22deg,-16.2745529173121
272.5GHz,-180,23deg,-14.6933455567766
272.5GHz,-180,24deg,-13.4474457014328
272.5GHz,-180,25deg,-12.4366038114385
272.5GHz,-180,26deg,-11.6963384099552
272.5GHz,-180,27deg,-11.3181585294822
272.5GHz,-180,28deg,-11.4070630222943
272.5GHz,-180,29deg,-12.0007811134963
272.5GHz,-180,30deg,-12.8527101160784
272.5GHz,-180,31deg,-13.1046732067062
272.5GHz,-180,32deg,-12.0009571174846
272.5GHz,-180,33deg,-10.2298420268542
272.5GHz,-180,34deg,-8.6976279611455
272.5GHz,-180,35deg,-7.70517548202372
272.5GHz,-180,36deg,-7.25437335442461
272.5GHz,-180,37deg,-7.25985738794053
272.5GHz,-180,38deg,-7.6065603788925
272.5GHz,-180,39deg,-8.15788233202029
272.5GHz,-180,40deg,-8.75745998295822
272.5GHz,-180,41deg,-9.25105064534278
272.5GHz,-180,42deg,-9.5418308409781
272.5GHz,-180,43deg,-9.63961382651256
272.5GHz,-180,44deg,-9.63836892607415
272.5GHz,-180,45deg,-9.63892385445959
272.5GHz,-180,46deg,-9.69226013684021
272.5GHz,-180,47deg,-9.79167964106024
272.5GHz,-180,48deg,-9.89759516451456
272.5GHz,-180,49deg,-9.97301420439643
272.5GHz,-180,50deg,-10.0090711433686
272.5GHz,-180,51deg,-10.0279700625464
272.5GHz,-180,52deg,-10.0694053683261
272.5GHz,-180,53deg,-10.175392051064
