Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,-3.5856931919552
272.5GHz,-180,1deg,-3.54706495192424
272.5GHz,-180,2deg,-3.39111878990574
272.5GHz,-180,3deg,-3.15510493578451
272.5GHz,-180,4deg,-2.91267332682843
272.5GHz,-180,5deg,-2.73111709055232
272.5GHz,-180,6deg,-2.63184158459464
272.5GHz,-180,7deg,-2.58721964351091
272.5GHz,-180,8deg,-2.55001330010053
272.5GHz,-180,9deg,-2.48893057160315
272.5GHz,-180,10deg,-2.40741214920777
272.5GHz,-180,11deg,-2.34523099262079
272.5GHz,-180,12deg,-2.37147137808095
272.5GHz,-180,13deg,-2.56769976518644
272.5GHz,-180,14deg,-3.00173943192947
272.5GHz,-180,15deg,-3.70301963838234
272.5GHz,-180,16deg,-4.65068600462257
272.5GHz,-180,17deg,-5.77858800933956
272.5GHz,-180,18deg,-6.98733101125919
272.5GHz,-180,19deg,-8.13292100906674
272.5GHz,-180,20deg,-8.99593404659658
272.5GHz,-180,21deg,-9.36784940095348
272.5GHz,-180,22deg,-9.28886073635369
272.5GHz,-180,23deg,-9.04773813648744
272.5GHz,-180,24deg,-8.90821823245082
272.5GHz,-180,25deg,-8.98469798790954
272.5GHz,-180,26deg,-9.30340024411753
272.5GHz,-180,27deg,-9.87783105498116
272.5GHz,-180,28deg,-10.6890440549273
272.5GHz,-180,29deg,-11.5307791745938
272.5GHz,-180,30deg,-11.8765855301093
272.5GHz,-180,31deg,-11.3408040757977
272.5GHz,-180,32deg,-10.3108920524713
272.5GHz,-180,33deg,-9.39833256036974
272.5GHz,-180,34deg,-8.90263965396153
272.5GHz,-180,35deg,-8.8906113847664
272.5GHz,-180,36deg,-9.33335999377275
272.5GHz,-180,37deg,-10.1304558585928
272.5GHz,-180,38deg,-11.0206797208224
272.5GHz,-180,39deg,-11.4879885232178
272.5GHz,-180,40deg,-11.1192955711328
272.5GHz,-180,41deg,-10.2019229218122
272.5GHz,-180,42deg,-9.33827718056944
272.5GHz,-180,43deg,-8.88770680949225
272.5GHz,-180,44deg,-8.97131332050889
272.5GHz,-180,45deg,-9.59339244952128
272.5GHz,-180,46deg,-10.687134017525
272.5GHz,-180,47deg,-12.1044356969516
272.5GHz,-180,48deg,-13.6044145034397
272.5GHz,-180,49deg,-14.936474264455
272.5GHz,-180,50deg,-16.024997994466
272.5GHz,-180,51deg,-16.9919787760018
272.5GHz,-180,52deg,-17.9061390521567
272.5GHz,-180,53deg,-18.5324602079993
272.5GHz,-180,54deg,-18.4198696155634
272.5GHz,-180,55deg,-17.49628335789
272.5GHz,-180,56deg,-16.229092437402
272.5GHz,-180,57deg,-15.0651156244086
272.5GHz,-180,58deg,-14.2073466899965
272.5GHz,-180,59deg,-13.7065964103366
272.5GHz,-180,60deg,-13.5381224745305
272.5GHz,-180,61deg,-13.6159092096571
272.5GHz,-180,62deg,-13.773793190866
272.5GHz,-180,63deg,-13.7662166416943
272.5GHz,-180,64deg,-13.3723387186218
272.5GHz,-180,65deg,-12.5671462378422
272.5GHz,-180,66deg,-11.5249569508673
272.5GHz,-180,67deg,-10.4500378118498
272.5GHz,-180,68deg,-9.470361843947
272.5GHz,-180,69deg,-8.63923917832657
272.5GHz,-180,70deg,-7.96718856432448
272.5GHz,-180,71deg,-7.4457175787753
272.5GHz,-180,72deg,-7.05985634473449
272.5GHz,-180,73deg,-6.79376494743299
272.5GHz,-180,74deg,-6.63278534180656
272.5GHz,-180,75deg,-6.56380050522494
272.5GHz,-180,76deg,-6.57487705908646
272.5GHz,-180,77deg,-6.65471316565848
272.5GHz,-180,78deg,-6.79217016123978
272.5GHz,-180,79deg,-6.97602373428584
272.5GHz,-180,80deg,-7.1949807026681
272.5GHz,-180,81deg,-7.43794611919156
272.5GHz,-180,82deg,-7.69447788960033
272.5GHz,-180,83deg,-7.95532741535207
272.5GHz,-180,84deg,-8.21294099933037
272.5GHz,-180,85deg,-8.46180015762384
