Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,3.69857720214082
272.5GHz,-180,1deg,3.25063996316665
272.5GHz,-180,2deg,2.49252579570494
272.5GHz,-180,3deg,1.45480607541759
272.5GHz,-180,4deg,0.144243834277402
272.5GHz,-180,5deg,-1.47449339411558
272.5GHz,-180,6deg,-3.50254886024532
272.5GHz,-180,7deg,-6.12398409374788
272.5GHz,-180,8deg,-9.51903001189397
272.5GHz,-180,9deg,-12.9531445434722
272.5GHz,-180,10deg,-13.1236742626348
272.5GHz,-180,11deg,-11.0369262051709
272.5GHz,-180,12deg,-9.53623549391588
272.5GHz,-180,13deg,-8.85645488623653
272.5GHz,-180,14deg,-8.66308550415527
272.5GHz,-180,15deg,-8.68817458859658
272.5GHz,-180,16deg,-8.93660312458191
272.5GHz,-180,17deg,-9.65628916418039
272.5GHz,-180,18deg,-11.1637330797129
272.5GHz,-180,19deg,-13.7092042166605
272.5GHz,-180,20deg,-16.9036093100744
272.5GHz,-180,21deg,-17.7094055831824
272.5GHz,-180,22deg,-15.5732239434902
272.5GHz,-180,23deg,-13.8138392926538
272.5GHz,-180,24deg,-13.0842735255744
272.5GHz,-180,25deg,-13.1152677988425
272.5GHz,-180,26deg,-13.2960290268401
272.5GHz,-180,27deg,-12.7592925440933
272.5GHz,-180,28deg,-11.3528521302383
272.5GHz,-180,29deg,-9.8357317508396
272.5GHz,-180,30deg,-8.80036053065184
272.5GHz,-180,31deg,-8.46095563562649
272.5GHz,-180,32deg,-8.87259788965316
272.5GHz,-180,33deg,-10.0396996394326
272.5GHz,-180,34deg,-11.9151027212328
272.5GHz,-180,35deg,-14.2894445821026
272.5GHz,-180,36deg,-16.5444690371158
272.5GHz,-180,37deg,-17.7181667559334
272.5GHz,-180,38deg,-17.5201768561938
272.5GHz,-180,39deg,-16.4504663517947
272.5GHz,-180,40deg,-15.0144095113067
272.5GHz,-180,41deg,-13.6171097817674
272.5GHz,-180,42deg,-12.5235499163596
272.5GHz,-180,43deg,-11.8199225324446
272.5GHz,-180,44deg,-11.4371137782449
272.5GHz,-180,45deg,-11.1645387828418
272.5GHz,-180,46deg,-10.6962907806289
272.5GHz,-180,47deg,-9.82507286636677
272.5GHz,-180,48deg,-8.64005863501404
272.5GHz,-180,49deg,-7.41700719683165
272.5GHz,-180,50deg,-6.39171962775666
272.5GHz,-180,51deg,-5.69351672501358
272.5GHz,-180,52deg,-5.37883781685567
272.5GHz,-180,53deg,-5.46853716003689
272.5GHz,-180,54deg,-5.96720219253041
272.5GHz,-180,55deg,-6.867355345575
272.5GHz,-180,56deg,-8.13836710176225
272.5GHz,-180,57deg,-9.69046745818219
272.5GHz,-180,58deg,-11.3040345627579
272.5GHz,-180,59deg,-12.5888887498027
272.5GHz,-180,60deg,-13.2032579862877
272.5GHz,-180,61deg,-13.2352164321043
272.5GHz,-180,62deg,-13.0748067860332
272.5GHz,-180,63deg,-13.021506927937
272.5GHz,-180,64deg,-13.185604524494
272.5GHz,-180,65deg,-13.5384536778309
272.5GHz,-180,66deg,-13.94132607005
272.5GHz,-180,67deg,-14.1680225939786
272.5GHz,-180,68deg,-14.0077701723049
272.5GHz,-180,69deg,-13.4296881188018
272.5GHz,-180,70deg,-12.5981644751635
272.5GHz,-180,71deg,-11.7168410173903
272.5GHz,-180,72deg,-10.919333492749
272.5GHz,-180,73deg,-10.2638008913965
272.5GHz,-180,74deg,-9.76142593908697
272.5GHz,-180,75deg,-9.39936154885608
272.5GHz,-180,76deg,-9.15359935238022
272.5GHz,-180,77deg,-8.99576952889185
272.5GHz,-180,78deg,-8.89723774064505
272.5GHz,-180,79deg,-8.83217620229889
272.5GHz,-180,80deg,-8.78005861891531
272.5GHz,-180,81deg,-8.72733114175169
272.5GHz,-180,82deg,-8.66784735356464
272.5GHz,-180,83deg,-8.60195602581385
272.5GHz,-180,84deg,-8.53460906224603
272.5GHz,-180,85deg,-8.47314739317003
272.5GHz,-180,86deg,-8.42536477705542
272.5GHz,-180,87deg,-8.3981654964742
272.5GHz,-180,88deg,-8.39684165476547
272.5GHz,-180,89deg,-8.42482816250544
272.5GHz,-180,90deg,-8.48375355464945
272.5GHz,-180,91deg,-8.57363918111666
272.5GHz,-180,92deg,-8.69315711988867
272.5GHz,-180,93deg,-8.83991045384386
272.5GHz,-180,94deg,-9.01073875043864
272.5GHz,-180,95deg,-9.20207502348721
272.5GHz,-180,96deg,-9.41038719816198
272.5GHz,-180,97deg,-9.632724636769
272.5GHz,-180,98deg,-9.86735659614651
272.5GHz,-180,99deg,-10.1144379725543
272.5GHz,-180,100deg,-10.3765814201476
272.5GHz,-180,101deg,-10.6591746675828
272.5GHz,-180,102deg,-10.9702743742814
272.5GHz,-180,103deg,-11.3199299424614
272.5GHz,-180,104deg,-11.7188134673903
272.5GHz,-180,105deg,-12.1760192641151
272.5GHz,-180,106deg,-12.6958511770384
272.5GHz,-180,107deg,-13.2734605222973
272.5GHz,-180,108deg,-13.8896959393195
272.5GHz,-180,109deg,-14.5071288589168
272.5GHz,-180,110deg,-15.0721574957408
272.5GHz,-180,111deg,-15.5296295971898
272.5GHz,-180,112deg,-15.8493634726496
272.5GHz,-180,113deg,-16.04777977101
272.5GHz,-180,114deg,-16.1840084482983
272.5GHz,-180,115deg,-16.3324598093557
272.5GHz,-180,116deg,-16.5533040156278
272.5GHz,-180,117deg,-16.8752517479171
272.5GHz,-180,118deg,-17.2913989357579
272.5GHz,-180,119deg,-17.7668810781824
272.5GHz,-180,120deg,-18.2599415194395
272.5GHz,-180,121deg,-18.7508855957361
272.5GHz,-180,122deg,-19.2558989017776
272.5GHz,-180,123deg,-19.7998200981769
272.5GHz,-180,124deg,-20.3464883915148
272.5GHz,-180,125deg,-20.7260907232799
272.5GHz,-180,126deg,-20.6823290572653
272.5GHz,-180,127deg,-20.1402682418192
272.5GHz,-180,128deg,-19.3639888930558
272.5GHz,-180,129deg,-18.7308606909648
272.5GHz,-180,130deg,-18.5236813472503
272.5GHz,-180,131deg,-18.9295961428941
272.5GHz,-180,132deg,-20.0911970041623
272.5GHz,-180,133deg,-22.0562146826313
272.5GHz,-180,134deg,-24.2428812212319
272.5GHz,-180,135deg,-24.5522612701067
272.5GHz,-180,136deg,-22.861294292195
272.5GHz,-180,137deg,-21.4272551476613
272.5GHz,-180,138deg,-21.066401514621
272.5GHz,-180,139deg,-21.9070668709067
272.5GHz,-180,140deg,-23.9348841126816
272.5GHz,-180,141deg,-26.5767014046504
272.5GHz,-180,142deg,-27.7663894999841
272.5GHz,-180,143deg,-27.3339092553169
272.5GHz,-180,144deg,-27.7887803586256
272.5GHz,-180,145deg,-30.5197744501406
272.5GHz,-180,146deg,-35.9350138368573
272.5GHz,-180,147deg,-34.0707712035008
272.5GHz,-180,148deg,-30.1140142572693
272.5GHz,-180,149deg,-28.8518943176101
272.5GHz,-180,150deg,-28.3236509288299
272.5GHz,-180,151deg,-26.2959053256682
272.5GHz,-180,152deg,-23.8139472378151
272.5GHz,-180,153deg,-22.4775880793322
272.5GHz,-180,154deg,-22.6873000742786
272.5GHz,-180,155deg,-24.3639775463271
272.5GHz,-180,156deg,-26.1685068466445
272.5GHz,-180,157deg,-25.5365529298449
272.5GHz,-180,158deg,-24.4700321553794
272.5GHz,-180,159deg,-25.4275149975224
272.5GHz,-180,160deg,-29.6938603261469
272.5GHz,-180,161deg,-30.4647670686258
272.5GHz,-180,162deg,-24.0262397068373
272.5GHz,-180,163deg,-20.8183382854526
272.5GHz,-180,164deg,-19.9105524662284
272.5GHz,-180,165deg,-20.7720496509479
272.5GHz,-180,166deg,-23.1668790070535
272.5GHz,-180,167deg,-26.526606076096
272.5GHz,-180,168deg,-29.3214326566912
272.5GHz,-180,169deg,-31.3936075005746
272.5GHz,-180,170deg,-33.739027711048
272.5GHz,-180,171deg,-33.1414456048634
272.5GHz,-180,172deg,-31.1459415733588
272.5GHz,-180,173deg,-30.0368038049815
272.5GHz,-180,174deg,-26.8439006015979
272.5GHz,-180,175deg,-22.4421810057968
272.5GHz,-180,176deg,-19.2328403882521
272.5GHz,-180,177deg,-17.4103969335073
272.5GHz,-180,178deg,-16.6929309834087
272.5GHz,-180,179deg,-16.7444448970441
272.5GHz,-180,180deg,-17.2271328621991
272.5GHz,-179,0deg,3.69857720214082
272.5GHz,-179,1deg,3.22992206614177
272.5GHz,-179,2deg,2.45493280863008
272.5GHz,-179,3deg,1.40591645612882
272.5GHz,-179,4deg,0.0903375867413771
272.5GHz,-179,5deg,-1.52873784485804
272.5GHz,-179,6deg,-3.55704893963001
272.5GHz,-179,7deg,-6.18732392134501
272.5GHz,-179,8deg,-9.61768250193363
272.5GHz,-179,9deg,-13.1159422885033
272.5GHz,-179,10deg,-13.1984737758336
272.5GHz,-179,11deg,-10.9693788363254
272.5GHz,-179,12deg,-9.37032929601547
272.5GHz,-179,13deg,-8.6154783502646
272.5GHz,-179,14deg,-8.38728008266377
272.5GHz,-179,15deg,-8.44008288043207
272.5GHz,-179,16deg,-8.76215128897623
272.5GHz,-179,17deg,-9.556199903804
272.5GHz,-179,18deg,-11.1039816754605
272.5GHz,-179,19deg,-13.6566835965872
272.5GHz,-179,20deg,-17.037898190733
272.5GHz,-179,21deg,-18.766147387491
272.5GHz,-179,22deg,-17.1579561699683
272.5GHz,-179,23deg,-15.5121885020988
272.5GHz,-179,24deg,-14.8900556319892
272.5GHz,-179,25deg,-15.1055863161505
272.5GHz,-179,26deg,-15.6043174753463
272.5GHz,-179,27deg,-15.4683730621924
272.5GHz,-179,28deg,-14.3331750288015
272.5GHz,-179,29deg,-12.9521670948443
272.5GHz,-179,30deg,-12.0367810631535
272.5GHz,-179,31deg,-11.866068734344
272.5GHz,-179,32deg,-12.5216641558175
272.5GHz,-179,33deg,-13.9979908452307
272.5GHz,-179,34deg,-16.110160750469
272.5GHz,-179,35deg,-18.1910448716455
272.5GHz,-179,36deg,-19.3172357950744
272.5GHz,-179,37deg,-19.7555618289159
272.5GHz,-179,38deg,-20.3322996182718
272.5GHz,-179,39deg,-20.5862295744039
272.5GHz,-179,40deg,-19.0698431454399
272.5GHz,-179,41deg,-16.4120300140993
272.5GHz,-179,42deg,-14.014679913992
272.5GHz,-179,43deg,-12.2501187795414
272.5GHz,-179,44deg,-11.0567239660677
272.5GHz,-179,45deg,-10.287625723511
272.5GHz,-179,46deg,-9.78360999455022
