Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,-6.0453920649384
272.5GHz,-180,1deg,-6.84299387882381
272.5GHz,-180,2deg,-7.41066015440812
272.5GHz,-180,3deg,-7.79505507041906
272.5GHz,-180,4deg,-8.13166757768865
272.5GHz,-180,5deg,-8.38352886930738
272.5GHz,-180,6deg,-8.32743205087387
272.5GHz,-180,7deg,-7.80640670587228
272.5GHz,-180,8deg,-6.98769422148028
272.5GHz,-180,9deg,-6.26463965975518
272.5GHz,-180,10deg,-6.00101044140142
272.5GHz,-180,11deg,-6.42761849435861
272.5GHz,-180,12deg,-7.58405612193988
272.5GHz,-180,13deg,-9.00964902458037
272.5GHz,-180,14deg,-9.38064372168615
272.5GHz,-180,15deg,-8.27701605569782
272.5GHz,-180,16deg,-7.00729502582813
272.5GHz,-180,17deg,-6.2952898542903
272.5GHz,-180,18deg,-6.11850377639095
272.5GHz,-180,19deg,-6.17130218049589
272.5GHz,-180,20deg,-6.13987396917975
272.5GHz,-180,21deg,-5.96195511093904
272.5GHz,-180,22deg,-5.83164786563785
272.5GHz,-180,23deg,-5.95847377398329
272.5GHz,-180,24deg,-6.40189984034152
272.5GHz,-180,25deg,-6.99448399020177
272.5GHz,-180,26deg,-7.32039090332463
272.5GHz,-180,27deg,-7.03736161367602
272.5GHz,-180,28deg,-6.36831384302408
272.5GHz,-180,29deg,-5.84734174099491
272.5GHz,-180,30deg,-5.84582243131834
272.5GHz,-180,31deg,-6.51113186274153
272.5GHz,-180,32deg,-7.77158121919605
272.5GHz,-180,33deg,-9.11613743842058
272.5GHz,-180,34deg,-9.52204384713575
272.5GHz,-180,35deg,-8.80030400938354
272.5GHz,-180,36deg,-7.95283204569381
272.5GHz,-180,37deg,-7.6610343582593
272.5GHz,-180,38deg,-8.10176428615522
272.5GHz,-180,39deg,-9.18309651204878
272.5GHz,-180,40deg,-10.4127212153232
272.5GHz,-180,41deg,-10.741180585006
272.5GHz,-180,42deg,-9.78231808726364
272.5GHz,-180,43deg,-8.47837629234478
272.5GHz,-180,44deg,-7.55312641431158
272.5GHz,-180,45deg,-7.18219990668
272.5GHz,-180,46deg,-7.29427349943657
272.5GHz,-180,47deg,-7.66237529031877
272.5GHz,-180,48deg,-7.90950735721986
272.5GHz,-180,49deg,-7.69489900507743
272.5GHz,-180,50deg,-7.04691541328766
272.5GHz,-180,51deg,-6.29603357536184
272.5GHz,-180,52deg,-5.73340250538857
272.5GHz,-180,53deg,-5.49853635790944
272.5GHz,-180,54deg,-5.6279446126116
272.5GHz,-180,55deg,-6.10055032270896
272.5GHz,-180,56deg,-6.84669209294909
272.5GHz,-180,57deg,-7.73154342771166
272.5GHz,-180,58deg,-8.54585579890589
272.5GHz,-180,59deg,-9.07420748612861
