Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.84643251037147
272.5GHz,-180,1deg,4.77933571465596
272.5GHz,-180,2deg,4.40979135711018
272.5GHz,-180,3deg,3.73681579290038
272.5GHz,-180,4deg,2.76680524422726
272.5GHz,-180,5deg,1.50662562815307
272.5GHz,-180,6deg,-0.0489831134133114
272.5GHz,-180,7deg,-1.93527287639713
272.5GHz,-180,8deg,-4.23753172114325
272.5GHz,-180,9deg,-7.09950987595758
272.5GHz,-180,10deg,-10.6188043351778
272.5GHz,-180,11deg,-13.9902357118819
272.5GHz,-180,12deg,-14.386887656649
272.5GHz,-180,13deg,-12.7756701864677
272.5GHz,-180,14deg,-11.8078540662543
272.5GHz,-180,15deg,-12.0646374238689
272.5GHz,-180,16deg,-13.7557426479525
272.5GHz,-180,17deg,-17.5006976516616
272.5GHz,-180,18deg,-25.6131309498639
272.5GHz,-180,19deg,-24.7024777355809
272.5GHz,-180,20deg,-17.734102743778
272.5GHz,-180,21deg,-14.504544096155
272.5GHz,-180,22deg,-12.8084639542967
272.5GHz,-180,23deg,-11.9037189940014
272.5GHz,-180,24deg,-11.4500679050837
272.5GHz,-180,25deg,-11.2895492930837
272.5GHz,-180,26deg,-11.3855941784068
272.5GHz,-180,27deg,-11.7903009489366
272.5GHz,-180,28deg,-12.6208946846189
272.5GHz,-180,29deg,-14.0496322120903
272.5GHz,-180,30deg,-16.2937034792739
272.5GHz,-180,31deg,-19.4106284329922
272.5GHz,-180,32deg,-21.6875787575301
272.5GHz,-180,33deg,-19.987441314693
272.5GHz,-180,34deg,-17.3277898897403
272.5GHz,-180,35deg,-15.5337620103842
272.5GHz,-180,36deg,-14.5282730566881
272.5GHz,-180,37deg,-13.9983481623327
272.5GHz,-180,38deg,-13.6327990940015
272.5GHz,-180,39deg,-13.2197825786257
272.5GHz,-180,40deg,-12.7407978437544
272.5GHz,-180,41deg,-12.329629485322
272.5GHz,-180,42deg,-12.1413472922092
272.5GHz,-180,43deg,-12.2765142633376
