Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,4.37989268980249
272.5GHz,-180,1deg,3.96295088682544
272.5GHz,-180,2deg,3.14643285443658
272.5GHz,-180,3deg,1.97419219881582
272.5GHz,-180,4deg,0.506734156856823
272.5GHz,-180,5deg,-1.16653811096691
272.5GHz,-180,6deg,-2.91335389584393
272.5GHz,-180,7deg,-4.52971102041981
272.5GHz,-180,8deg,-5.69171190023342
272.5GHz,-180,9deg,-6.07440093860958
272.5GHz,-180,10deg,-5.78026523467326
272.5GHz,-180,11deg,-5.35479277353705
272.5GHz,-180,12deg,-5.29565879633529
272.5GHz,-180,13deg,-5.87300042281069
272.5GHz,-180,14deg,-7.2093903599727
272.5GHz,-180,15deg,-9.33415848444189
272.5GHz,-180,16deg,-12.0903578749887
272.5GHz,-180,17deg,-14.6942050188257
272.5GHz,-180,18deg,-15.5240913752075
272.5GHz,-180,19deg,-14.4650136385421
272.5GHz,-180,20deg,-12.9560842481045
272.5GHz,-180,21deg,-11.7452444677278
272.5GHz,-180,22deg,-11.0600659222425
272.5GHz,-180,23deg,-10.9807860323228
272.5GHz,-180,24deg,-11.5457532756149
272.5GHz,-180,25deg,-12.753616021543
272.5GHz,-180,26deg,-14.3512105634938
272.5GHz,-180,27deg,-15.1505427259968
272.5GHz,-180,28deg,-13.8236345250609
272.5GHz,-180,29deg,-11.6004815531234
272.5GHz,-180,30deg,-9.82498253242399
272.5GHz,-180,31deg,-8.8208639760842
272.5GHz,-180,32deg,-8.58949253492565
272.5GHz,-180,33deg,-9.06772542120379
272.5GHz,-180,34deg,-10.1369865941594
272.5GHz,-180,35deg,-11.533667653356
272.5GHz,-180,36deg,-12.7489702731353
272.5GHz,-180,37deg,-13.2520038830402
272.5GHz,-180,38deg,-13.032171555846
272.5GHz,-180,39deg,-12.4602267995974
272.5GHz,-180,40deg,-11.8022708518632
272.5GHz,-180,41deg,-11.1946768375975
272.5GHz,-180,42deg,-10.7545760589064
272.5GHz,-180,43deg,-10.5862732550405
272.5GHz,-180,44deg,-10.7366087880725
272.5GHz,-180,45deg,-11.1451754772364
272.5GHz,-180,46deg,-11.586241442833
272.5GHz,-180,47deg,-11.6818151026667
272.5GHz,-180,48deg,-11.1778416936649
272.5GHz,-180,49deg,-10.2384949790874
272.5GHz,-180,50deg,-9.23636709130478
272.5GHz,-180,51deg,-8.43870908364191
272.5GHz,-180,52deg,-7.96889626388974
272.5GHz,-180,53deg,-7.87315256943557
272.5GHz,-180,54deg,-8.16785458242301
272.5GHz,-180,55deg,-8.85859852964174
272.5GHz,-180,56deg,-9.93964094582219
272.5GHz,-180,57deg,-11.3693305462665
272.5GHz,-180,58deg,-12.9978485943972
272.5GHz,-180,59deg,-14.4418096294298
272.5GHz,-180,60deg,-15.139877527433
272.5GHz,-180,61deg,-14.936274265175
272.5GHz,-180,62deg,-14.2987328846106
272.5GHz,-180,63deg,-13.7017571253977
272.5GHz,-180,64deg,-13.3516667890869
272.5GHz,-180,65deg,-13.2842431837657
272.5GHz,-180,66deg,-13.4539803480534
272.5GHz,-180,67deg,-13.7625485468375
272.5GHz,-180,68deg,-14.066034896836
272.5GHz,-180,69deg,-14.2030825706612
272.5GHz,-180,70deg,-14.0648823219748
272.5GHz,-180,71deg,-13.6573974570422
272.5GHz,-180,72deg,-13.0801299931432
272.5GHz,-180,73deg,-12.4490073001491
272.5GHz,-180,74deg,-11.8453562785542
272.5GHz,-180,75deg,-11.3090659715767
272.5GHz,-180,76deg,-10.8508839408792
272.5GHz,-180,77deg,-10.4656584109495
272.5GHz,-180,78deg,-10.1415926512184
272.5GHz,-180,79deg,-9.86583929713819
272.5GHz,-180,80deg,-9.62755363761057
272.5GHz,-180,81deg,-9.41922640865665
272.5GHz,-180,82deg,-9.23684431076301
272.5GHz,-180,83deg,-9.0793150921331
272.5GHz,-180,84deg,-8.94754093154394
272.5GHz,-180,85deg,-8.84344621528644
272.5GHz,-180,86deg,-8.76915363496163
272.5GHz,-180,87deg,-8.72638881833154
272.5GHz,-180,88deg,-8.71611076521283
272.5GHz,-180,89deg,-8.73832411300582
