Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,3.70094155101613
272.5GHz,-180,1deg,3.52794498513851
272.5GHz,-180,2deg,2.94374165637913
272.5GHz,-180,3deg,1.93942634818162
272.5GHz,-180,4deg,0.506210323405129
272.5GHz,-180,5deg,-1.35722700016069
272.5GHz,-180,6deg,-3.56926273528023
272.5GHz,-180,7deg,-5.66513886433117
272.5GHz,-180,8deg,-6.45731978738947
272.5GHz,-180,9deg,-5.48051551651693
272.5GHz,-180,10deg,-3.941785936502
272.5GHz,-180,11deg,-2.72660379511105
272.5GHz,-180,12deg,-2.09784503855248
272.5GHz,-180,13deg,-2.1313205958798
272.5GHz,-180,14deg,-2.88366175827658
272.5GHz,-180,15deg,-4.4333109011203
272.5GHz,-180,16deg,-6.86702831041355
272.5GHz,-180,17deg,-10.0581146153242
272.5GHz,-180,18deg,-12.5591414066062
272.5GHz,-180,19deg,-12.1043865051117
272.5GHz,-180,20deg,-10.5223032387269
272.5GHz,-180,21deg,-9.49166263901948
272.5GHz,-180,22deg,-9.18300198149683
272.5GHz,-180,23deg,-9.5061421555015
272.5GHz,-180,24deg,-10.4143726070284
272.5GHz,-180,25deg,-11.948004320072
272.5GHz,-180,26deg,-14.2510595736569
272.5GHz,-180,27deg,-17.4929138186291
272.5GHz,-180,28deg,-20.4778146395832
272.5GHz,-180,29deg,-18.7429439327597
272.5GHz,-180,30deg,-15.2490198255062
272.5GHz,-180,31deg,-12.7912102895148
272.5GHz,-180,32deg,-11.4241923406368
272.5GHz,-180,33deg,-11.0015543110684
272.5GHz,-180,34deg,-11.4539543174255
272.5GHz,-180,35deg,-12.774657834376
272.5GHz,-180,36deg,-14.9809403034081
272.5GHz,-180,37deg,-17.941707840483
272.5GHz,-180,38deg,-20.5176106777248
272.5GHz,-180,39deg,-20.2029508081652
272.5GHz,-180,40deg,-17.8976359638991
272.5GHz,-180,41deg,-15.5925032728297
272.5GHz,-180,42deg,-13.7321687703892
272.5GHz,-180,43deg,-12.3600437641624
272.5GHz,-180,44deg,-11.4708872024189
272.5GHz,-180,45deg,-11.0352218330064
272.5GHz,-180,46deg,-10.9970195134389
272.5GHz,-180,47deg,-11.2758255761855
272.5GHz,-180,48deg,-11.7735671646176
272.5GHz,-180,49deg,-12.3872570293329
272.5GHz,-180,50deg,-13.0245321203634
272.5GHz,-180,51deg,-13.6143517460799
272.5GHz,-180,52deg,-14.1132865684538
272.5GHz,-180,53deg,-14.5185297243239
272.5GHz,-180,54deg,-14.8842972261183
272.5GHz,-180,55deg,-15.3163552685264
272.5GHz,-180,56deg,-15.9337693551422
272.5GHz,-180,57deg,-16.8055750552491
272.5GHz,-180,58deg,-17.8344534228197
272.5GHz,-180,59deg,-18.5469434433411
272.5GHz,-180,60deg,-18.1901812029868
272.5GHz,-180,61deg,-16.729917070146
272.5GHz,-180,62deg,-14.9153691377915
272.5GHz,-180,63deg,-13.2694867627968
272.5GHz,-180,64deg,-11.9484780591181
272.5GHz,-180,65deg,-10.9551393781669
272.5GHz,-180,66deg,-10.2476993217171
272.5GHz,-180,67deg,-9.77370345279319
272.5GHz,-180,68deg,-9.47886141677856
272.5GHz,-180,69deg,-9.30983561311854
272.5GHz,-180,70deg,-9.21714562158219
272.5GHz,-180,71deg,-9.15962581553408
272.5GHz,-180,72deg,-9.10924026851957
272.5GHz,-180,73deg,-9.05367317214293
272.5GHz,-180,74deg,-8.9948204375196
272.5GHz,-180,75deg,-8.94371817650988
272.5GHz,-180,76deg,-8.91436597528924
272.5GHz,-180,77deg,-8.91881329671866
272.5GHz,-180,78deg,-8.96447179344344
272.5GHz,-180,79deg,-9.0533792755823
272.5GHz,-180,80deg,-9.18269199108936
272.5GHz,-180,81deg,-9.3457832933574
272.5GHz,-180,82deg,-9.53357789646234
272.5GHz,-180,83deg,-9.73593473874624
272.5GHz,-180,84deg,-9.94296485644175
272.5GHz,-180,85deg,-10.1461721125378
272.5GHz,-180,86deg,-10.3392937746363
272.5GHz,-180,87deg,-10.5187424378698
272.5GHz,-180,88deg,-10.6836244321001
272.5GHz,-180,89deg,-10.8354071142574
272.5GHz,-180,90deg,-10.977382807703
272.5GHz,-180,91deg,-11.1140975181932
272.5GHz,-180,92deg,-11.2508768935189
272.5GHz,-180,93deg,-11.3935150235021
272.5GHz,-180,94deg,-11.5481234855916
272.5GHz,-180,95deg,-11.7210872305583
272.5GHz,-180,96deg,-11.9190444251306
272.5GHz,-180,97deg,-12.1487932898155
272.5GHz,-180,98deg,-12.4170207239191
272.5GHz,-180,99deg,-12.729736590665
272.5GHz,-180,100deg,-13.0912814495286
272.5GHz,-180,101deg,-13.502768090377
272.5GHz,-180,102deg,-13.9598713311552
272.5GHz,-180,103deg,-14.4501253050946
