Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,0.969892542026154
272.5GHz,-180,1deg,0.373798250748261
272.5GHz,-180,2deg,-0.851444856024594
272.5GHz,-180,3deg,-2.70043315136303
272.5GHz,-180,4deg,-5.05611260539842
272.5GHz,-180,5deg,-7.27934994875416
272.5GHz,-180,6deg,-7.9608383986822
272.5GHz,-180,7deg,-6.98418753889438
272.5GHz,-180,8deg,-5.68165089686762
272.5GHz,-180,9deg,-4.65640505245632
272.5GHz,-180,10deg,-3.96007481438028
272.5GHz,-180,11deg,-3.56762634387052
272.5GHz,-180,12deg,-3.49798486852016
272.5GHz,-180,13deg,-3.78069206521018
272.5GHz,-180,14deg,-4.3910712211517
272.5GHz,-180,15deg,-5.21465280113815
272.5GHz,-180,16deg,-6.08733658846421
272.5GHz,-180,17deg,-6.92733386765857
272.5GHz,-180,18deg,-7.8280545703952
272.5GHz,-180,19deg,-8.97729466828939
272.5GHz,-180,20deg,-10.511092616547
272.5GHz,-180,21deg,-12.3907186323475
272.5GHz,-180,22deg,-14.1761923274261
272.5GHz,-180,23deg,-14.9316560100818
272.5GHz,-180,24deg,-14.4583627379105
272.5GHz,-180,25deg,-13.8323835206294
272.5GHz,-180,26deg,-13.9521405607639
272.5GHz,-180,27deg,-15.2675997201564
272.5GHz,-180,28deg,-17.7214943347897
272.5GHz,-180,29deg,-18.2577847331187
272.5GHz,-180,30deg,-14.7988105452144
272.5GHz,-180,31deg,-11.6425412272154
272.5GHz,-180,32deg,-9.72506301642566
272.5GHz,-180,33deg,-8.85849485020358
272.5GHz,-180,34deg,-8.87820953880544
272.5GHz,-180,35deg,-9.71483373832207
272.5GHz,-180,36deg,-11.3971536733935
272.5GHz,-180,37deg,-14.0911671463499
272.5GHz,-180,38deg,-18.177848291731
272.5GHz,-180,39deg,-23.33956782986
272.5GHz,-180,40deg,-22.1180917031955
272.5GHz,-180,41deg,-17.7834418994268
272.5GHz,-180,42deg,-14.6839751529488
272.5GHz,-180,43deg,-12.3269801547937
272.5GHz,-180,44deg,-10.3432027824142
272.5GHz,-180,45deg,-8.62625871746211
272.5GHz,-180,46deg,-7.18605440384686
272.5GHz,-180,47deg,-6.04904529856241
272.5GHz,-180,48deg,-5.22229721817793
272.5GHz,-180,49deg,-4.69422393277853
272.5GHz,-180,50deg,-4.4468445790797
