Freq [GHz],Phi [deg],Theta [deg],dB(GainTotal) []
272.5GHz,-180,0deg,1.81482079583802
272.5GHz,-180,1deg,1.89041483160437
272.5GHz,-180,2deg,1.90325259787359
272.5GHz,-180,3deg,1.83181965825124
272.5GHz,-180,4deg,1.64125504097822
272.5GHz,-180,5deg,1.28878096038086
272.5GHz,-180,6deg,0.733271979923211
272.5GHz,-180,7deg,-0.0532278455809301
272.5GHz,-180,8deg,-1.07422225045381
272.5GHz,-180,9deg,-2.30167414741127
272.5GHz,-180,10deg,-3.68124239102116
272.5GHz,-180,11deg,-5.1585489654929
272.5GHz,-180,12deg,-6.71857267110479
272.5GHz,-180,13deg,-8.40280561168487
272.5GHz,-180,14deg,-10.268322570888
272.5GHz,-180,15deg,-12.2585744869789
272.5GHz,-180,16deg,-13.9155545451774
272.5GHz,-180,17deg,-14.2794790179249
272.5GHz,-180,18deg,-13.1534199626974
272.5GHz,-180,19deg,-11.5144860411517
272.5GHz,-180,20deg,-10.0615739630996
272.5GHz,-180,21deg,-9.00525940481119
272.5GHz,-180,22deg,-8.38133729903577
272.5GHz,-180,23deg,-8.19487470904553
272.5GHz,-180,24deg,-8.46234541123185
272.5GHz,-180,25deg,-9.21510606072669
272.5GHz,-180,26deg,-10.4709175581364
272.5GHz,-180,27deg,-12.1382717669466
272.5GHz,-180,28deg,-13.7993657918598
272.5GHz,-180,29deg,-14.6829327051708
272.5GHz,-180,30deg,-14.6111913294917
272.5GHz,-180,31deg,-14.3277276480772
272.5GHz,-180,32deg,-14.3997695468429
272.5GHz,-180,33deg,-14.896030519918
272.5GHz,-180,34deg,-15.5288981752553
272.5GHz,-180,35deg,-15.8040726746507
272.5GHz,-180,36deg,-15.4143524523229
272.5GHz,-180,37deg,-14.5446254579655
272.5GHz,-180,38deg,-13.5898649108605
272.5GHz,-180,39deg,-12.8604609869466
272.5GHz,-180,40deg,-12.5633425567831
272.5GHz,-180,41deg,-12.8461332724356
272.5GHz,-180,42deg,-13.803557711252
272.5GHz,-180,43deg,-15.3591048396777
272.5GHz,-180,44deg,-16.7420260023441
272.5GHz,-180,45deg,-16.2985430607072
272.5GHz,-180,46deg,-14.2809963955031
272.5GHz,-180,47deg,-12.2622954146518
272.5GHz,-180,48deg,-10.7837684021093
272.5GHz,-180,49deg,-9.85708188781404
272.5GHz,-180,50deg,-9.40082868772053
272.5GHz,-180,51deg,-9.33683298903791
272.5GHz,-180,52deg,-9.59790327335733
272.5GHz,-180,53deg,-10.1129400037167
